# Aperture radius = 15.5 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#            BJD_TDB               F_sci             e_F_sci               F_ref             e_F_ref               Pos_X               Pos_Y              FWHM_X              FWHM_Y                Airm              RotAng
    2456855.48725549        2.239086E+06        1.538249E+03        3.678616E+06        1.969885E+03       -2.981455E-03        5.891266E-01       -4.229131E-01        2.779721E+00        1.400347E+00        4.380043E+01
    2456855.48754409        2.234685E+06        1.536703E+03        3.669455E+06        1.967451E+03       -1.977094E-01        6.718445E-02        4.271412E-02        2.865507E+00        1.398628E+00        4.379170E+01
    2456855.48810391        2.235284E+06        1.536893E+03        3.670074E+06        1.967645E+03        4.723140E-02        3.585968E-01       -5.041647E-01        2.937432E+00        1.395355E+00        4.377359E+01
    2456855.48838755        2.237590E+06        1.537684E+03        3.676018E+06        1.969255E+03       -1.187652E-01        9.687805E-02       -2.550626E-01        2.826943E+00        1.393731E+00        4.376384E+01
    2456855.48867106        2.237634E+06        1.537713E+03        3.672139E+06        1.968124E+03       -4.879445E-02        4.392242E-01        8.329153E-02        2.902528E+00        1.392048E+00        4.375367E+01
    2456855.48895482        2.235725E+06        1.537396E+03        3.668307E+06        1.967116E+03       -4.592729E-01        5.213928E-02       -8.151627E-02        3.277608E+00        1.390440E+00        4.374319E+01
    2456855.48923878        2.230802E+06        1.535406E+03        3.665182E+06        1.966239E+03        1.647378E-02        2.426300E-01        1.748776E-01        3.219690E+00        1.388775E+00        4.373224E+01
    2456855.48952217        2.234190E+06        1.536510E+03        3.670063E+06        1.967685E+03       -1.616632E-01       -2.247620E-02        6.928396E-02        2.936796E+00        1.387183E+00        4.372092E+01
    2456855.48980593        2.231108E+06        1.535500E+03        3.669787E+06        1.967542E+03       -1.485130E-01        9.169006E-02       -8.160114E-03        3.179927E+00        1.385534E+00        4.370921E+01
    2456855.49008949        2.233412E+06        1.536301E+03        3.671452E+06        1.967900E+03       -9.552002E-02        5.662079E-01       -2.019229E-01        2.845661E+00        1.383962E+00        4.369704E+01
    2456855.49037327        2.235964E+06        1.537130E+03        3.669780E+06        1.967519E+03       -1.977069E-01        4.444122E-01        1.110512E+00        3.083060E+00        1.382330E+00        4.368453E+01
    2456855.49065704        2.239326E+06        1.538353E+03        3.671440E+06        1.967951E+03       -1.498997E-02        5.623016E-01        9.895349E-01        2.816640E+00        1.380706E+00        4.367154E+01
    2456855.49094234        2.238195E+06        1.537912E+03        3.679757E+06        1.970223E+03        1.755375E-02        2.420502E-01        4.925079E-01        2.766585E+00        1.379155E+00        4.365818E+01
    2456855.49122611        2.236518E+06        1.537366E+03        3.673637E+06        1.968569E+03       -1.649773E-02        4.049530E-01        9.400692E-01        2.803159E+00        1.377548E+00        4.364440E+01
    2456855.49150952        2.236560E+06        1.537349E+03        3.675537E+06        1.969114E+03        1.082586E-02        1.119843E-01       -1.646104E-01        2.651381E+00        1.376012E+00        4.363030E+01
    2456855.49179309        2.238816E+06        1.538137E+03        3.671544E+06        1.968029E+03       -2.408340E-02        3.138885E-01       -4.583430E-01        2.786121E+00        1.374421E+00        4.361582E+01
    2456855.49207663        2.233919E+06        1.536463E+03        3.672960E+06        1.968340E+03       -3.126330E-01        4.052582E-01       -4.464035E-01        2.904909E+00        1.372901E+00        4.360087E+01
    2456855.49236040        2.231198E+06        1.535503E+03        3.671359E+06        1.968379E+03       -1.061930E-01        2.751007E-01        1.268306E+00        3.121735E+00        1.371327E+00        4.358539E+01
    2456855.49264379        2.231653E+06        1.535623E+03        3.674533E+06        1.968780E+03        6.386384E-02        1.024628E-01       -6.614223E-01        2.958710E+00        1.369823E+00        4.356969E+01
    2456855.49292755        2.239227E+06        1.538263E+03        3.671029E+06        1.967875E+03       -2.056197E-01        2.122345E-01       -2.395482E-01        2.868893E+00        1.368264E+00        4.355342E+01
    2456855.49321095        2.234162E+06        1.536560E+03        3.663472E+06        1.965881E+03        4.144069E-02        2.554474E-01       -1.996818E-01        2.922614E+00        1.366776E+00        4.353686E+01
    2456855.49349452        2.236099E+06        1.537175E+03        3.669360E+06        1.967391E+03       -2.227045E-02        4.208832E-01        1.225479E+00        2.979805E+00        1.365234E+00        4.351990E+01
    2456855.49377789        2.234122E+06        1.536520E+03        3.671094E+06        1.967888E+03       -2.978637E-01        1.699371E-01        1.010111E+00        3.138288E+00        1.363760E+00        4.350243E+01
    2456855.49406146        2.233790E+06        1.536376E+03        3.672867E+06        1.968442E+03        2.337543E-01        3.404083E-01       -7.242346E-02        2.857013E+00        1.362234E+00        4.348456E+01
    2456855.49434508        2.232657E+06        1.536002E+03        3.668676E+06        1.967176E+03       -5.524070E-01        3.523102E-01        1.089043E+00        3.017501E+00        1.360775E+00        4.346630E+01
    2456855.49462883        2.231688E+06        1.535700E+03        3.672025E+06        1.968056E+03        1.612104E-01        5.761871E-01        5.185671E-01        3.143072E+00        1.359264E+00        4.344765E+01
    2456855.49491026        2.238135E+06        1.537919E+03        3.670031E+06        1.967655E+03       -2.149058E-03        2.836609E-02        1.793971E-01        3.005509E+00        1.357821E+00        4.342857E+01
    2456855.49519402        2.232846E+06        1.536036E+03        3.669057E+06        1.967386E+03       -2.510664E-01        1.271820E-01       -5.542006E-01        3.002359E+00        1.356385E+00        4.340898E+01
    2456855.49547933        2.235254E+06        1.536901E+03        3.668366E+06        1.967451E+03       -5.153668E-01        5.940399E-01       -1.642427E-01        3.211287E+00        1.354897E+00        4.338890E+01
    2456855.49576291        2.231256E+06        1.535479E+03        3.671715E+06        1.968063E+03        1.423525E-01       -1.228333E-02       -1.743350E-01        3.024597E+00        1.353417E+00        4.336852E+01
    2456855.49604647        2.231365E+06        1.535582E+03        3.671034E+06        1.967869E+03       -8.650456E-02        4.478607E-01       -5.512333E-02        2.866438E+00        1.352003E+00        4.334764E+01
