# Aperture radius =  9.0 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#            BJD_TDB               F_sci             e_F_sci               F_ref             e_F_ref               Pos_X               Pos_Y              FWHM_X              FWHM_Y                Airm              RotAng
    2456895.36502830        1.469120E+06        1.246420E+03        2.445956E+06        1.605868E+03       -6.981971E-02        9.415588E-01       -3.913698E-01        4.942750E+00        1.483439E+00        4.379752E+01
    2456895.36626013        1.470867E+06        1.247096E+03        2.443609E+06        1.605323E+03       -1.086046E-01        7.610474E-01       -2.038021E-01        5.622597E+00        1.474317E+00        4.382612E+01
    2456895.36665386        1.470198E+06        1.246877E+03        2.445681E+06        1.605965E+03       -1.199396E-01        7.410583E-01        1.884209E+00        5.257170E+00        1.471461E+00        4.383389E+01
    2456895.36699024        1.471517E+06        1.247381E+03        2.444284E+06        1.605664E+03       -1.789965E-02        7.183228E-01        1.732995E+00        4.904850E+00        1.469041E+00        4.384003E+01
    2456895.36732106        1.469179E+06        1.246276E+03        2.440821E+06        1.604341E+03       -2.326096E-01        7.651978E-01       -6.247859E-01        4.790436E+00        1.466723E+00        4.384561E+01
    2456895.36765383        1.468393E+06        1.246002E+03        2.442640E+06        1.604972E+03       -6.923618E-02        5.319214E-01        1.696269E+00        5.382996E+00        1.464331E+00        4.385075E+01
    2456895.36798675        1.469592E+06        1.246520E+03        2.443702E+06        1.605405E+03       -6.027971E-02        8.385925E-01        5.338192E-02        5.014945E+00        1.461955E+00        4.385542E+01
    2456895.36832141        1.469989E+06        1.246662E+03        2.447301E+06        1.606588E+03       -1.069260E-01        7.703552E-01        2.357918E+00        5.390794E+00        1.459592E+00        4.385966E+01
    2456895.36865418        1.468573E+06        1.246096E+03        2.442306E+06        1.604998E+03       -1.502821E-01        7.304077E-01        8.557377E-01        5.400370E+00        1.457324E+00        4.386339E+01
    2456895.36898673        1.468473E+06        1.246248E+03        2.449011E+06        1.607093E+03       -2.596158E-01        9.586487E-01        1.327295E+00        5.200813E+00        1.454989E+00        4.386668E+01
    2456895.36931987        1.472483E+06        1.247874E+03        2.444799E+06        1.605840E+03       -1.156197E-01        8.139343E-01        1.023698E-01        5.447142E+00        1.452669E+00        4.386946E+01
    2456895.36965221        1.470965E+06        1.247153E+03        2.443279E+06        1.605134E+03        2.977454E-02        5.813904E-01       -3.027225E-01        5.378151E+00        1.450362E+00        4.387178E+01
    2456895.36998303        1.474813E+06        1.248820E+03        2.446051E+06        1.606157E+03       -3.482898E-01        9.223633E-01        1.282512E+00        5.362352E+00        1.448148E+00        4.387359E+01
