# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6490.456559 1.015726 0.002045 1.1628 893.5 0.215 6.788 h130716_0700
6490.456773 1.013595 0.002040 1.1627 894.0 1.253 6.068 h130716_0701
6490.457003 1.012593 0.002040 1.1625 897.2 1.632 5.669 h130716_0702
6490.457232 1.009804 0.002035 1.1624 897.9 3.951 3.348 h130716_0703
6490.457455 1.007141 0.002030 1.1622 899.1 3.926 3.585 h130716_0704
6490.457670 1.006756 0.002028 1.1621 901.0 3.627 3.305 h130716_0705
6490.457884 1.008480 0.002034 1.1619 907.0 3.159 3.287 h130716_0706
6490.458098 1.007545 0.002030 1.1618 907.7 3.917 3.177 h130716_0707
6490.458345 1.006982 0.002032 1.1617 909.5 1.298 0.918 h130716_0708
6490.458558 1.007674 0.002034 1.1615 916.6 2.308 4.626 h130716_0709
6490.458774 1.006102 0.002030 1.1614 913.7 2.705 4.016 h130716_0710
6490.458997 1.006004 0.002030 1.1613 911.5 2.971 3.530 h130716_0711
6490.459214 1.005732 0.002030 1.1611 915.1 3.458 3.175 h130716_0712
6490.459426 1.003245 0.002024 1.1610 914.2 3.805 3.194 h130716_0713
6490.459639 1.003155 0.002025 1.1609 913.2 4.010 3.144 h130716_0714
6490.459886 1.004329 0.002027 1.1607 916.3 1.546 0.490 h130716_0715
6490.460100 1.005765 0.002030 1.1606 921.5 -0.532 2.592 h130716_0716
6490.460315 1.005093 0.002027 1.1605 919.2 -0.411 2.391 h130716_0717
6490.460527 1.005725 0.002030 1.1604 920.1 -1.988 4.369 h130716_0718
6490.460753 1.006604 0.002034 1.1603 925.4 -2.246 4.283 h130716_0719
6490.460967 1.004262 0.002028 1.1602 933.1 -1.775 3.782 h130716_0720
6490.461187 1.003987 0.002028 1.1601 941.6 -1.526 3.936 h130716_0721
6490.461404 1.003704 0.002028 1.1600 951.2 -0.101 7.146 h130716_0722
6490.461618 0.999048 0.002022 1.1599 956.2 0.566 6.478 h130716_0723
6490.461834 0.999505 0.002002 1.1598 953.7 1.617 5.598 h130716_0724
6490.462051 1.001939 0.002027 1.1597 951.5 2.476 4.914 h130716_0725
6490.462267 0.997103 0.001997 1.1596 948.4 3.684 3.720 h130716_0726
6490.462490 0.998778 0.002018 1.1595 940.6 3.455 3.799 h130716_0727
6490.462714 0.997945 0.002017 1.1594 935.8 3.492 3.709 h130716_0728
6490.462956 0.999970 0.002018 1.1593 930.4 3.228 4.390 h130716_0729
6490.463185 0.997128 0.002014 1.1592 926.4 3.853 3.862 h130716_0730
6490.463400 0.996974 0.002014 1.1591 927.1 2.297 0.473 h130716_0731
6490.463612 0.998619 0.002015 1.1590 927.1 2.707 0.415 h130716_0732
6490.463824 0.997414 0.002014 1.1589 926.3 2.849 0.726 h130716_0733
6490.464038 0.999949 0.002018 1.1589 927.4 1.566 2.344 h130716_0734
6490.464254 1.000477 0.002018 1.1588 932.5 0.745 2.836 h130716_0735
6490.464478 0.999901 0.002018 1.1587 934.5 0.473 3.300 h130716_0736
6490.464690 0.998376 0.002015 1.1586 929.0 1.271 2.879 h130716_0737
6490.464905 1.000071 0.002017 1.1586 919.9 0.783 3.346 h130716_0738
6490.465128 0.997412 0.002010 1.1585 911.5 0.422 4.034 h130716_0739
6490.465352 0.998792 0.002012 1.1584 904.9 0.599 3.761 h130716_0740
6490.465589 0.999193 0.002012 1.1584 900.4 -0.103 4.721 h130716_0741
6490.465804 1.000343 0.002012 1.1583 894.1 0.325 4.308 h130716_0742
6490.466016 0.999630 0.002012 1.1582 897.3 -0.116 4.568 h130716_0743
6490.466237 0.998265 0.002008 1.1582 897.2 0.577 3.589 h130716_0744
6490.466449 0.997555 0.002007 1.1581 896.4 0.488 4.049 h130716_0745
6490.466659 0.998534 0.002007 1.1581 888.1 1.176 3.267 h130716_0746
6490.466871 0.999928 0.002008 1.1580 882.0 1.298 3.704 h130716_0747
6490.467084 0.996828 0.002002 1.1580 871.7 1.208 4.152 h130716_0748
6490.467309 0.998896 0.002004 1.1579 864.2 4.627 5.322 h130716_0749
6490.467521 0.996414 0.001998 1.1579 855.7 4.174 5.888 h130716_0750
6490.467734 0.996838 0.001998 1.1578 849.9 4.834 5.595 h130716_0751
6490.467944 0.997615 0.001997 1.1578 845.7 5.482 5.058 h130716_0752
6490.468157 0.997218 0.001997 1.1578 847.9 5.600 4.998 h130716_0753
6490.468371 0.997201 0.001998 1.1577 849.3 7.100 4.147 h130716_0754
6490.468587 0.996446 0.002030 1.1577 847.5 5.335 1.623 h130716_0755
6490.468816 0.995355 0.001996 1.1577 843.3 1.409 0.365 h130716_0756
6490.469030 1.000000 0.002002 1.1576 846.7 0.146 1.888 h130716_0757
6490.469261 0.997315 0.002000 1.1576 851.6 1.994 4.678 h130716_0758
6490.469473 0.999913 0.002004 1.1576 853.0 1.765 5.137 h130716_0759
6490.469692 0.995961 0.001996 1.1575 847.4 3.783 3.455 h130716_0760
6490.469921 0.995175 0.001994 1.1575 846.2 4.077 3.837 h130716_0761
6490.470136 0.997103 0.001997 1.1575 841.2 1.938 0.957 h130716_0762
6490.470349 0.996669 0.001996 1.1575 842.2 0.869 2.024 h130716_0763
6490.470566 0.997903 0.002000 1.1575 849.9 0.357 2.895 h130716_0764
6490.470779 0.996499 0.001998 1.1575 856.5 -0.048 3.138 h130716_0765
6490.471017 0.997666 0.002000 1.1574 861.9 2.578 5.468 h130716_0766
6490.471231 0.996083 0.001997 1.1574 862.1 4.461 4.240 h130716_0767
6490.471463 0.995876 0.002043 1.1574 866.8 3.381 1.050 h130716_0768
6490.471676 0.994798 0.001997 1.1574 868.3 1.817 2.230 h130716_0769
6490.471890 0.997573 0.002004 1.1574 874.9 1.043 3.051 h130716_0770
6490.472104 0.997816 0.002005 1.1574 886.9 0.715 3.334 h130716_0771
6490.472316 0.995452 0.002002 1.1574 898.7 0.892 3.188 h130716_0772
6490.472530 0.996525 0.002005 1.1574 901.9 1.303 3.248 h130716_0773
6490.472742 0.996443 0.002007 1.1574 911.0 1.337 3.308 h130716_0774
6490.472953 0.996311 0.002008 1.1574 920.1 1.261 3.775 h130716_0775
6490.473165 0.997018 0.002008 1.1574 919.4 0.974 4.554 h130716_0776
6490.473377 0.996619 0.002008 1.1575 916.7 0.709 4.446 h130716_0777
6490.473588 0.996143 0.002005 1.1575 911.5 1.469 4.153 h130716_0778
6490.473801 0.998584 0.002010 1.1575 908.4 1.259 4.782 h130716_0779
6490.474016 0.995850 0.002005 1.1575 909.5 1.921 4.466 h130716_0780
6490.474229 0.996231 0.002008 1.1575 907.3 2.182 4.668 h130716_0781
6490.474442 0.996938 0.002005 1.1575 901.5 3.768 2.614 h130716_0782
6490.474656 0.995723 0.002004 1.1576 899.6 3.266 3.069 h130716_0783
6490.474878 0.995117 0.002002 1.1576 896.0 4.218 2.623 h130716_0784
6490.475096 0.995324 0.002000 1.1576 886.6 1.644 1.332 h130716_0785
6490.475309 0.995541 0.002000 1.1577 876.1 0.898 2.263 h130716_0786
6490.475534 0.998580 0.002004 1.1577 867.9 0.255 2.636 h130716_0787
6490.475757 0.998567 0.002004 1.1577 858.4 -0.099 3.389 h130716_0788
