# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6527.266428 1.022227 0.003997 1.4503 183.5 1.951 -0.429 j130822_0263
6527.266665 1.026358 0.004011 1.4486 185.3 -2.040 0.462 j130822_0264
6527.266898 1.023570 0.003996 1.4471 182.0 1.625 -0.169 j130822_0265
6527.267118 1.024748 0.003996 1.4456 180.0 1.808 -0.173 j130822_0266
6527.267335 1.022644 0.003985 1.4441 179.1 -1.170 0.027 j130822_0267
6527.267538 1.021656 0.003970 1.4428 176.9 -1.618 -0.098 j130822_0268
6527.267739 1.021910 0.003960 1.4414 175.2 2.344 -0.017 j130822_0269
6527.267942 1.017814 0.003949 1.4401 176.8 -0.783 0.399 j130822_0270
6527.268159 1.020514 0.003950 1.4386 176.0 -0.814 0.035 j130822_0271
6527.268361 1.014998 0.003924 1.4373 176.6 -0.773 -0.357 j130822_0272
6527.268580 1.020659 0.003949 1.4359 177.2 -0.842 1.014 j130822_0273
6527.268783 1.018622 0.003930 1.4345 173.6 -0.924 -0.317 j130822_0274
6527.268995 1.015036 0.003916 1.4332 173.3 -0.890 0.317 j130822_0275
6527.269196 1.017065 0.003920 1.4319 173.1 -1.035 -0.171 j130822_0276
6527.269399 1.016117 0.003912 1.4305 173.5 -0.909 -0.117 j130822_0277
6527.269617 1.012444 0.003894 1.4291 171.9 -0.787 0.274 j130822_0278
6527.269817 1.014940 0.003899 1.4279 169.9 -0.912 0.402 j130822_0279
6527.270031 1.012635 0.003894 1.4265 170.2 -0.736 0.007 j130822_0280
6527.270232 1.017887 0.003906 1.4252 168.5 -0.891 0.199 j130822_0281
6527.270450 1.012886 0.003885 1.4238 168.9 -0.470 0.178 j130822_0282
6527.270649 1.014286 0.003894 1.4225 168.8 -0.416 -0.260 j130822_0283
6527.270848 1.011945 0.003876 1.4213 168.9 -0.442 -0.230 j130822_0284
6527.271047 1.007837 0.003854 1.4200 168.5 -0.488 0.282 j130822_0285
6527.271246 1.008623 0.003855 1.4188 167.1 -0.497 -0.461 j130822_0286
6527.271464 1.011050 0.003863 1.4174 166.0 -0.678 0.646 j130822_0287
6527.271666 1.007679 0.003849 1.4162 164.6 -0.593 -0.247 j130822_0288
6527.271867 1.007398 0.003855 1.4149 166.8 -0.431 -0.262 j130822_0289
6527.272090 1.004855 0.003830 1.4135 164.6 -0.691 -0.283 j130822_0290
6527.272309 1.005590 0.003825 1.4122 166.4 -0.341 -0.164 j130822_0291
6527.272510 1.009398 0.003840 1.4110 163.3 -0.147 -0.174 j130822_0292
6527.272727 1.009057 0.003830 1.4096 162.3 -0.342 0.097 j130822_0293
6527.272927 1.001108 0.003793 1.4084 161.2 0.010 -0.299 j130822_0294
6527.273126 1.006177 0.003811 1.4072 160.2 0.104 -0.287 j130822_0295
6527.273326 1.006313 0.003815 1.4060 159.7 -0.030 -0.137 j130822_0296
6527.273525 1.002339 0.003794 1.4048 160.5 0.358 -0.387 j130822_0297
6527.273728 1.004331 0.003804 1.4036 162.2 0.219 -0.205 j130822_0298
6527.273927 1.000753 0.003796 1.4024 160.8 0.175 -0.498 j130822_0299
6527.274129 1.003325 0.003801 1.4012 160.2 0.397 -0.529 j130822_0300
6527.274345 1.000547 0.003794 1.3999 161.9 0.377 0.060 j130822_0301
6527.274546 1.007027 0.003815 1.3987 161.4 0.684 0.156 j130822_0302
