# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6573.245892 1.003560 0.002972 1.1582 1631.8 -0.470 -1.347 h131007_0131
6573.246162 1.009794 0.002994 1.1582 1662.7 0.383 0.197 h131007_0132
6573.246424 1.006877 0.002980 1.1583 1675.1 1.153 -1.490 h131007_0133
6573.246695 1.004454 0.002994 1.1583 1687.2 1.047 -0.342 h131007_0134
6573.246958 1.002899 0.002979 1.1584 1701.0 0.844 -0.153 h131007_0135
6573.247232 1.006665 0.003002 1.1584 1699.5 0.715 0.265 h131007_0136
6573.247494 1.002458 0.002966 1.1585 1700.8 0.863 0.257 h131007_0137
6573.247765 1.002200 0.002966 1.1586 1691.6 0.802 -1.326 h131007_0138
6573.248029 1.004724 0.003019 1.1586 1677.8 0.723 1.037 h131007_0139
6573.248293 1.007966 0.002979 1.1587 1662.5 0.613 0.665 h131007_0140
6573.248556 1.006906 0.002966 1.1588 1646.7 0.636 -0.558 h131007_0141
6573.248818 1.010385 0.002987 1.1589 1635.6 1.650 -0.044 h131007_0142
6573.249089 1.004686 0.002954 1.1590 1637.8 -2.032 0.024 h131007_0143
6573.249352 1.003024 0.002950 1.1590 1653.0 2.250 -1.594 h131007_0144
6573.249623 1.003074 0.002966 1.1591 1677.6 -1.380 1.428 h131007_0145
6573.249919 1.004719 0.002979 1.1593 1706.5 -1.459 -0.068 h131007_0146
6573.250181 1.003778 0.002973 1.1593 1691.9 -1.790 0.523 h131007_0147
6573.250442 1.006338 0.003009 1.1595 1666.6 1.334 -0.177 h131007_0148
6573.250706 1.009807 0.002979 1.1596 1627.5 1.984 0.103 h131007_0149
6573.250970 0.998799 0.002929 1.1597 1602.8 -0.720 -0.467 h131007_0150
6573.251241 1.002288 0.002944 1.1598 1593.2 -1.642 -0.029 h131007_0151
6573.251507 1.004169 0.002957 1.1599 1593.2 -1.841 0.020 h131007_0152
6573.251795 1.004980 0.002954 1.1600 1597.9 2.122 -0.319 h131007_0153
6573.252057 1.011459 0.002986 1.1601 1617.0 -2.505 0.572 h131007_0154
6573.252329 1.004698 0.002986 1.1603 1655.5 1.521 0.523 h131007_0155
6573.252616 1.002078 0.002966 1.1604 1694.0 1.527 -0.061 h131007_0156
6573.252895 1.002296 0.002972 1.1605 1711.5 1.393 -1.118 h131007_0157
6573.253165 1.002356 0.003002 1.1607 1726.3 0.479 1.656 h131007_0158
6573.253427 1.006284 0.003030 1.1608 1726.2 0.046 -0.429 h131007_0159
6573.253688 1.006726 0.003000 1.1609 1709.6 0.788 -0.975 h131007_0160
6573.253949 1.007428 0.002997 1.1611 1691.7 0.351 0.424 h131007_0161
6573.254210 1.004207 0.003019 1.1612 1675.7 -1.787 1.174 h131007_0162
6573.254471 1.008479 0.003036 1.1614 1667.6 4.212 0.215 h131007_0163
6573.254741 1.005006 0.003029 1.1615 1654.6 -0.642 0.298 h131007_0164
6573.255001 1.005766 0.002973 1.1617 1653.5 1.109 -0.606 h131007_0165
6573.255283 1.005272 0.002972 1.1618 1667.6 -0.213 0.137 h131007_0166
6573.255803 1.002908 0.002979 1.1622 1711.6 0.072 -0.043 h131007_0168
6573.256064 1.007523 0.003000 1.1623 1732.6 0.123 -0.134 h131007_0169
6573.256325 1.003886 0.002993 1.1625 1746.3 0.375 0.043 h131007_0170
6573.256586 1.004989 0.002994 1.1627 1758.4 -0.162 -0.220 h131007_0171
6573.256847 1.005332 0.002997 1.1628 1763.2 -0.216 0.082 h131007_0172
6573.257108 1.004491 0.003000 1.1630 1763.9 -0.269 0.057 h131007_0173
6573.257368 1.006492 0.003036 1.1632 1769.0 -0.397 0.305 h131007_0174
6573.257629 1.002857 0.003052 1.1634 1774.2 -2.165 2.482 h131007_0175
6573.257891 1.004581 0.003030 1.1636 1763.4 2.137 -2.008 h131007_0176
6573.258154 1.005675 0.003037 1.1638 1745.1 -1.336 1.244 h131007_0177
6573.258432 1.002420 0.002993 1.1640 1735.4 -2.046 -2.967 h131007_0178
6573.258704 1.008491 0.003007 1.1642 1738.5 2.306 0.326 h131007_0179
6573.258976 1.004747 0.003012 1.1644 1753.7 -1.651 0.807 h131007_0180
6573.259248 1.004974 0.003002 1.1646 1763.6 -1.632 -1.558 h131007_0181
6573.259510 1.002653 0.002997 1.1648 1764.2 -1.571 0.696 h131007_0182
6573.259793 1.003996 0.003012 1.1650 1770.1 -1.100 -1.154 h131007_0183
6573.260057 1.002266 0.002997 1.1652 1793.3 -1.029 0.313 h131007_0184
6573.260346 0.998090 0.002987 1.1655 1807.4 -0.643 -1.730 h131007_0185
6573.260608 1.001342 0.003004 1.1657 1805.4 -0.400 0.766 h131007_0186
6573.260871 1.006075 0.003026 1.1659 1821.0 -0.675 0.245 h131007_0187
6573.261131 1.005774 0.003019 1.1662 1811.4 -1.092 -0.150 h131007_0188
6573.261393 1.006738 0.003012 1.1664 1782.1 -0.723 0.553 h131007_0189
6573.261657 1.004807 0.002994 1.1666 1738.7 -0.664 -1.060 h131007_0190
6573.261919 1.004055 0.002993 1.1668 1703.9 -1.709 0.441 h131007_0191
6573.262183 1.003401 0.002979 1.1671 1680.7 -1.000 -0.841 h131007_0192
6573.262445 1.004780 0.002983 1.1673 1693.7 -0.631 -0.396 h131007_0193
6573.262703 1.005017 0.002993 1.1676 1715.9 -0.897 0.718 h131007_0194
6573.262966 1.003112 0.002990 1.1678 1726.8 -0.350 -1.135 h131007_0195
6573.263227 1.004903 0.003004 1.1681 1733.8 -0.171 -0.047 h131007_0196
