# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6518.054766 0.990534 0.009901 1.2665 95.0 0.220 0.653 MTOTG0001166611
6518.055146 1.002002 0.009889 1.2660 94.9 0.614 0.296 MTOTG0001166612
6518.055533 0.985838 0.009733 1.2654 94.2 0.763 0.410 MTOTG0001166613
6518.055913 1.011829 0.009990 1.2649 93.0 0.682 0.323 MTOTG0001166614
6518.056299 1.000863 0.009947 1.2643 91.7 -1.077 0.226 MTOTG0001166615
6518.056679 0.980683 0.009841 1.2638 91.4 -1.721 0.163 MTOTG0001166616
6518.057066 1.018356 0.009807 1.2633 90.5 -0.566 0.391 MTOTG0001166617
6518.057446 1.006720 0.009678 1.2628 89.8 0.942 0.512 MTOTG0001166618
6518.057833 0.994667 0.009704 1.2623 89.1 1.265 0.487 MTOTG0001166619
6518.058212 0.991136 0.012516 1.2618 88.7 1.067 0.621 MTOTG0001166620
6518.058599 0.996642 0.009971 1.2613 87.9 0.907 0.493 MTOTG0001166621
6518.058979 1.016828 0.009882 1.2608 87.6 -0.347 0.571 MTOTG0001166622
6518.059366 1.003855 0.009709 1.2603 86.8 -2.457 0.439 MTOTG0001166623
6518.059746 1.012642 0.009839 1.2599 86.4 -1.820 0.472 MTOTG0001166624
6518.060132 1.013019 0.009799 1.2594 86.4 -0.143 0.406 MTOTG0001166625
6518.060513 1.009461 0.009663 1.2590 86.0 0.598 0.561 MTOTG0001166626
6518.060898 0.992694 0.009731 1.2585 85.5 0.524 0.382 MTOTG0001166627
6518.061279 1.006312 0.009664 1.2581 85.1 0.625 0.609 MTOTG0001166628
6518.061665 1.020903 0.009863 1.2577 84.9 -0.282 0.570 MTOTG0001166629
6518.062045 0.994595 0.009685 1.2573 84.5 -2.101 0.501 MTOTG0001166630
6518.062431 0.991280 0.009812 1.2568 84.2 -2.128 0.637 MTOTG0001166631
6518.062812 0.994943 0.009799 1.2565 83.9 -0.881 0.618 MTOTG0001166632
6518.063198 0.978880 0.009565 1.2561 83.7 0.094 0.543 MTOTG0001166633
6518.063578 0.987451 0.009610 1.2557 83.1 0.172 0.502 MTOTG0001166634
6518.063964 1.001609 0.009776 1.2553 82.7 0.039 0.257 MTOTG0001166635
6518.064345 0.993522 0.009742 1.2549 82.3 -0.246 0.483 MTOTG0001166636
6518.064731 1.008341 0.009794 1.2546 82.2 -2.172 0.414 MTOTG0001166637
6518.065112 0.989762 0.009581 1.2542 82.5 -2.288 0.434 MTOTG0001166638
6518.065498 0.991762 0.009743 1.2538 82.3 -1.078 0.390 MTOTG0001166639
6518.065878 1.004700 0.009650 1.2535 82.4 0.272 0.356 MTOTG0001166640
6518.066264 1.006541 0.009651 1.2532 82.0 0.149 0.613 MTOTG0001166641
6518.066645 0.997654 0.009721 1.2529 81.8 0.209 0.280 MTOTG0001166642
6518.067031 0.988935 0.009775 1.2525 81.3 -0.548 0.583 MTOTG0001166643
6518.067411 0.983567 0.009654 1.2522 80.9 -1.943 0.412 MTOTG0001166644
6518.067797 0.990768 0.009503 1.2519 80.8 -3.476 0.554 MTOTG0001166645
6518.068178 1.000626 0.009535 1.2516 80.3 -2.290 0.481 MTOTG0001166646
6518.068564 0.991586 0.009396 1.2514 79.8 -0.775 0.465 MTOTG0001166647
6518.068945 0.984291 0.009397 1.2511 79.4 -0.868 0.398 MTOTG0001166648
6518.069331 0.984204 0.009366 1.2508 79.2 -0.875 0.387 MTOTG0001166649
6518.069712 0.983955 0.009499 1.2505 79.1 -1.068 0.352 MTOTG0001166650
