# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6518.006473 0.995732 0.004878 1.4107 190.7 7.834 5.657 MTOTI0001166485
6518.006853 1.011915 0.004925 1.4089 191.2 6.603 5.641 MTOTI0001166486
6518.007239 1.011127 0.004948 1.4071 190.4 7.740 5.839 MTOTI0001166487
6518.007620 1.009340 0.004991 1.4053 189.3 6.949 4.515 MTOTI0001166488
6518.008006 1.008051 0.004945 1.4034 209.8 7.145 4.482 MTOTI0001166489
6518.008386 1.007615 0.005045 1.4017 315.1 6.755 4.502 MTOTI0001166490
6518.008772 1.016171 0.005167 1.3999 317.1 4.271 3.043 MTOTI0001166491
6518.009153 1.001543 0.004593 1.3982 255.5 3.184 3.362 MTOTI0001166492
6518.009539 1.001477 0.005017 1.3964 207.2 0.432 2.369 MTOTI0001166493
6518.009920 1.004944 0.004959 1.3947 195.2 1.641 2.501 MTOTI0001166494
6518.010305 1.009014 0.004957 1.3930 192.8 3.400 2.630 MTOTI0001166495
6518.010686 1.003350 0.004893 1.3913 191.5 3.068 1.758 MTOTI0001166496
6518.011072 1.008895 0.004983 1.3896 189.9 1.747 1.340 MTOTI0001166497
6518.011453 0.999955 0.004861 1.3879 187.6 1.882 1.339 MTOTI0001166498
6518.011839 0.997990 0.004899 1.3863 186.0 -0.169 0.880 MTOTI0001166499
6518.012220 1.008644 0.004876 1.3846 183.7 -2.159 1.169 MTOTI0001166500
6518.012606 0.996067 0.004861 1.3830 181.3 -0.404 0.885 MTOTI0001166501
6518.012986 1.003911 0.004835 1.3814 179.7 0.974 0.898 MTOTI0001166502
6518.013373 1.005098 0.004881 1.3798 177.8 1.580 0.782 MTOTI0001166503
6518.013753 1.015177 0.004814 1.3782 176.2 1.393 0.804 MTOTI0001166504
6518.014139 1.005761 0.004836 1.3766 175.0 1.378 0.761 MTOTI0001166505
6518.014520 1.006209 0.004801 1.3750 184.0 0.276 0.737 MTOTI0001166506
6518.014906 1.006542 0.004837 1.3734 176.4 -1.563 0.504 MTOTI0001166507
6518.015286 1.001881 0.004739 1.3719 171.6 -1.509 0.486 MTOTI0001166508
6518.015673 1.002552 0.004794 1.3703 170.4 0.182 0.400 MTOTI0001166509
6518.016053 0.998548 0.004728 1.3688 168.3 1.501 0.580 MTOTI0001166510
6518.016439 1.020753 0.004826 1.3673 167.2 0.451 0.451 MTOTI0001166511
6518.016819 1.009117 0.004743 1.3658 165.6 0.556 0.601 MTOTI0001166512
6518.017206 1.000690 0.004783 1.3643 165.6 0.732 0.774 MTOTI0001166513
6518.017586 1.001701 0.004749 1.3629 165.7 -1.057 0.657 MTOTI0001166514
6518.017972 1.003827 0.004735 1.3613 163.8 -1.986 0.777 MTOTI0001166515
6518.018352 1.011733 0.004791 1.3599 163.9 0.395 0.776 MTOTI0001166516
6518.018739 1.009020 0.004769 1.3584 163.6 1.330 0.836 MTOTI0001166517
6518.019119 1.000829 0.004666 1.3571 163.9 1.442 0.884 MTOTI0001166518
6518.019505 1.008594 0.004738 1.3556 163.8 1.384 0.956 MTOTI0001166519
6518.019885 1.006942 0.004709 1.3542 166.2 1.427 0.998 MTOTI0001166520
6518.020271 1.008334 0.004772 1.3528 163.7 -0.406 1.147 MTOTI0001166521
6518.020651 1.010068 0.004709 1.3514 164.3 -1.806 1.169 MTOTI0001166522
6518.021037 0.997313 0.004728 1.3500 164.9 0.243 0.931 MTOTI0001166523
6518.021418 1.000408 0.004683 1.3486 164.5 1.696 1.150 MTOTI0001166524
6518.021804 1.008695 0.004708 1.3473 163.4 2.140 1.180 MTOTI0001166525
6518.022184 1.000329 0.004713 1.3459 163.4 1.498 1.275 MTOTI0001166526
6518.022570 1.004697 0.004712 1.3446 162.0 1.803 1.359 MTOTI0001166527
6518.022950 0.994403 0.004682 1.3433 162.3 -0.125 1.353 MTOTI0001166528
6518.023336 1.008256 0.004728 1.3420 162.6 -1.936 1.521 MTOTI0001166529
6518.023717 1.007689 0.004747 1.3406 162.0 -1.436 1.485 MTOTI0001166530
6518.024102 1.015311 0.004769 1.3394 162.9 1.106 1.682 MTOTI0001166531
6518.024483 1.008052 0.004818 1.3381 163.3 1.480 1.708 MTOTI0001166532
6518.024869 1.017141 0.004758 1.3368 162.5 1.444 1.616 MTOTI0001166533
6518.025249 0.998413 0.004769 1.3356 161.5 1.595 1.602 MTOTI0001166534
6518.025635 1.009444 0.004743 1.3343 161.4 0.844 1.580 MTOTI0001166535
6518.026016 1.004383 0.004784 1.3331 160.4 -0.946 1.569 MTOTI0001166536
6518.026402 0.993081 0.004691 1.3318 158.9 -0.720 1.387 MTOTI0001166537
6518.026783 1.004955 0.004798 1.3306 161.7 1.355 1.235 MTOTI0001166538
6518.027169 1.011029 0.004727 1.3294 165.4 2.438 1.449 MTOTI0001166539
6518.027550 1.008076 0.004705 1.3282 165.8 2.344 1.282 MTOTI0001166540
6518.027935 1.006127 0.004683 1.3270 162.5 2.447 1.430 MTOTI0001166541
6518.028316 1.013703 0.004702 1.3258 159.0 2.067 1.393 MTOTI0001166542
6518.028702 1.021170 0.004732 1.3246 157.3 0.427 1.610 MTOTI0001166543
6518.029083 1.000890 0.004704 1.3235 156.5 -0.467 0.973 MTOTI0001166544
6518.029469 1.008547 0.004671 1.3223 156.3 1.002 0.976 MTOTI0001166545
6518.029850 1.009606 0.004682 1.3212 155.8 2.239 0.993 MTOTI0001166546
6518.030236 1.005329 0.004672 1.3200 161.5 2.220 1.199 MTOTI0001166547
6518.030617 1.000136 0.004663 1.3189 160.8 2.205 1.199 MTOTI0001166548
6518.031003 1.001923 0.004708 1.3178 162.7 1.595 0.873 MTOTI0001166549
6518.031384 1.005792 0.004704 1.3167 162.7 0.113 0.876 MTOTI0001166550
6518.031770 1.015652 0.004705 1.3156 158.6 -1.016 1.019 MTOTI0001166551
6518.032150 1.001883 0.004666 1.3145 158.8 0.267 0.920 MTOTI0001166552
6518.032537 1.012332 0.004678 1.3135 158.0 1.904 1.064 MTOTI0001166553
6518.032917 1.002073 0.004689 1.3124 156.1 0.933 0.743 MTOTI0001166554
6518.033304 1.008438 0.004672 1.3113 154.2 1.204 0.887 MTOTI0001166555
6518.033684 1.003960 0.004652 1.3103 154.1 1.417 0.902 MTOTI0001166556
6518.034070 1.006795 0.004666 1.3092 152.3 0.261 0.865 MTOTI0001166557
6518.034450 1.001552 0.004655 1.3082 151.1 -1.351 1.138 MTOTI0001166558
6518.034837 1.001369 0.004655 1.3072 150.1 -0.523 1.121 MTOTI0001166559
6518.035217 1.009204 0.004716 1.3062 149.9 0.792 0.677 MTOTI0001166560
6518.035604 1.005835 0.004641 1.3052 149.8 1.188 0.874 MTOTI0001166561
6518.035984 1.020921 0.004682 1.3042 149.1 1.260 0.739 MTOTI0001166562
6518.036369 1.010110 0.004649 1.3032 149.3 1.426 0.758 MTOTI0001166563
6518.036750 1.004623 0.004636 1.3023 148.3 0.631 0.969 MTOTI0001166564
6518.037136 1.003634 0.004682 1.3013 146.8 -1.656 0.860 MTOTI0001166565
6518.037517 1.007267 0.004651 1.3003 145.0 -1.482 0.900 MTOTI0001166566
6518.037903 0.998490 0.004610 1.2994 144.0 0.181 0.940 MTOTI0001166567
6518.038283 1.000424 0.004585 1.2985 142.5 1.080 0.962 MTOTI0001166568
6518.038669 1.007050 0.004597 1.2975 140.4 1.011 0.873 MTOTI0001166569
6518.039050 1.009499 0.004659 1.2966 138.5 1.312 0.725 MTOTI0001166570
6518.039435 1.008953 0.004612 1.2957 136.9 0.756 0.719 MTOTI0001166571
6518.039815 1.002764 0.004618 1.2948 136.5 -1.257 0.804 MTOTI0001166572
6518.040201 1.011168 0.004633 1.2939 136.7 -1.732 0.788 MTOTI0001166573
6518.040581 1.006455 0.004600 1.2931 135.6 -0.214 0.941 MTOTI0001166574
6518.040967 1.003272 0.004571 1.2922 134.3 0.835 0.933 MTOTI0001166575
6518.041347 1.005739 0.004586 1.2913 133.8 1.252 0.727 MTOTI0001166576
6518.041733 1.004076 0.004570 1.2904 133.2 1.306 0.716 MTOTI0001166577
6518.042114 1.000634 0.004561 1.2896 132.0 1.022 0.733 MTOTI0001166578
6518.042499 0.997294 0.004562 1.2888 131.5 -0.526 0.834 MTOTI0001166579
6518.042880 1.012338 0.004622 1.2879 130.9 -1.642 0.579 MTOTI0001166580
6518.043266 1.004954 0.004574 1.2871 129.5 -0.481 0.431 MTOTI0001166581
6518.043647 1.002585 0.004574 1.2863 127.6 0.901 0.782 MTOTI0001166582
6518.044032 1.007173 0.004582 1.2855 127.1 1.094 0.535 MTOTI0001166583
6518.044413 1.009047 0.004573 1.2847 127.0 0.973 0.689 MTOTI0001166584
6518.044798 1.003033 0.004569 1.2839 126.4 0.709 0.713 MTOTI0001166585
6518.045179 1.007826 0.004610 1.2832 125.9 -0.742 0.744 MTOTI0001166586
6518.045565 1.008205 0.004607 1.2824 125.5 -2.650 0.726 MTOTI0001166587
6518.045946 1.003299 0.004599 1.2816 125.7 -1.624 0.817 MTOTI0001166588
6518.046332 1.006468 0.004595 1.2809 124.2 0.008 0.822 MTOTI0001166589
6518.046713 1.001543 0.004593 1.2802 123.5 0.631 0.700 MTOTI0001166590
6518.047098 1.005375 0.004573 1.2794 123.4 0.657 0.583 MTOTI0001166591
6518.047479 1.000793 0.004573 1.2787 122.7 0.813 0.464 MTOTI0001166592
6518.047866 1.002356 0.004612 1.2780 121.6 -0.278 0.469 MTOTI0001166593
6518.048246 1.004560 0.005877 1.2773 120.5 -2.139 0.616 MTOTI0001166594
6518.048633 0.998257 0.004570 1.2766 120.2 -0.714 0.610 MTOTI0001166595
6518.049013 0.999350 0.004565 1.2759 118.9 0.699 0.650 MTOTI0001166596
6518.049399 1.011010 0.004604 1.2752 117.6 1.518 0.652 MTOTI0001166597
6518.049779 1.006959 0.004589 1.2746 116.0 1.635 0.727 MTOTI0001166598
6518.050166 1.009471 0.004592 1.2738 115.0 1.874 0.738 MTOTI0001166599
6518.050546 1.005521 0.004592 1.2732 115.0 1.118 0.872 MTOTI0001166600
6518.050933 1.005554 0.004640 1.2725 115.3 -0.899 0.610 MTOTI0001166601
6518.051313 1.002652 0.004600 1.2719 126.3 -0.743 0.632 MTOTI0001166602
6518.051700 1.009971 0.004637 1.2713 120.6 0.689 0.626 MTOTI0001166603
6518.052080 1.003055 0.004629 1.2707 116.4 1.810 0.623 MTOTI0001166604
6518.052466 1.010103 0.004637 1.2700 115.5 1.489 0.754 MTOTI0001166605
6518.052847 1.003295 0.004693 1.2694 115.5 1.073 0.410 MTOTI0001166606
6518.053233 1.006698 0.004667 1.2688 114.8 0.594 0.612 MTOTI0001166607
6518.053613 1.008836 0.004696 1.2682 114.7 -1.215 0.623 MTOTI0001166608
6518.054000 1.006302 0.004660 1.2676 114.2 -1.995 0.730 MTOTI0001166609
6518.054380 1.005619 0.004664 1.2671 116.1 -0.520 0.884 MTOTI0001166610
6518.054766 1.003765 0.004663 1.2665 114.1 0.632 0.692 MTOTI0001166611
6518.055146 1.004526 0.004644 1.2660 113.7 0.908 0.315 MTOTI0001166612
6518.055533 0.994395 0.004597 1.2654 112.8 1.111 0.408 MTOTI0001166613
6518.055913 1.000591 0.004638 1.2649 111.5 1.154 0.388 MTOTI0001166614
6518.056299 0.999517 0.004638 1.2643 110.1 -0.629 0.297 MTOTI0001166615
6518.056679 1.002337 0.004666 1.2638 109.9 -1.281 0.329 MTOTI0001166616
6518.057066 0.997755 0.004593 1.2633 109.1 -0.204 0.439 MTOTI0001166617
6518.057446 1.005646 0.004607 1.2628 108.1 1.047 0.593 MTOTI0001166618
6518.057833 1.002664 0.004603 1.2623 108.2 1.634 0.594 MTOTI0001166619
6518.058213 1.010071 0.004637 1.2618 112.4 1.229 0.693 MTOTI0001166620
6518.058599 1.006544 0.004667 1.2613 107.3 1.225 0.533 MTOTI0001166621
6518.058979 1.001833 0.004615 1.2608 112.2 0.156 0.696 MTOTI0001166622
6518.059366 1.012560 0.004641 1.2603 108.3 -2.109 0.535 MTOTI0001166623
6518.059746 1.004847 0.005112 1.2599 107.0 -1.457 0.605 MTOTI0001166624
6518.060132 1.012507 0.004627 1.2594 106.0 0.183 0.580 MTOTI0001166625
6518.060513 1.000846 0.004569 1.2590 105.5 0.784 0.649 MTOTI0001166626
6518.060898 1.002977 0.004592 1.2585 103.6 0.714 0.622 MTOTI0001166627
6518.061279 1.006391 0.005799 1.2581 103.0 0.963 0.743 MTOTI0001166628
6518.061665 1.005456 0.004599 1.2577 102.5 0.023 0.713 MTOTI0001166629
6518.062045 1.006168 0.004611 1.2573 101.8 -1.857 0.751 MTOTI0001166630
6518.062431 0.989160 0.004574 1.2568 102.2 -1.834 0.793 MTOTI0001166631
6518.062812 1.007661 0.004618 1.2565 102.4 -0.560 0.773 MTOTI0001166632
6518.063198 1.000373 0.004580 1.2561 101.2 0.324 0.580 MTOTI0001166633
6518.063578 0.996644 0.004558 1.2557 100.6 0.482 0.636 MTOTI0001166634
6518.063964 0.990947 0.004558 1.2553 99.9 0.303 0.410 MTOTI0001166635
6518.064345 0.988643 0.004553 1.2549 100.2 -0.036 0.529 MTOTI0001166636
6518.064731 0.999655 0.004589 1.2546 100.9 -1.775 0.567 MTOTI0001166637
6518.065112 0.999177 0.004582 1.2542 101.4 -1.998 0.484 MTOTI0001166638
6518.065498 0.989897 0.004550 1.2538 101.5 -0.666 0.547 MTOTI0001166639
6518.065878 0.993848 0.004547 1.2535 101.8 0.570 0.511 MTOTI0001166640
6518.066264 0.995582 0.004553 1.2532 106.6 0.386 0.672 MTOTI0001166641
6518.066645 0.986118 0.004534 1.2529 105.2 0.426 0.458 MTOTI0001166642
6518.067031 0.992179 0.004588 1.2525 100.8 0.261 0.620 MTOTI0001166643
6518.067411 1.002278 0.004597 1.2522 99.0 -1.701 0.491 MTOTI0001166644
6518.067797 0.988158 0.004536 1.2519 98.3 -3.143 0.629 MTOTI0001166645
6518.068178 0.984229 0.004506 1.2516 97.8 -1.943 0.528 MTOTI0001166646
6518.068564 0.982399 0.004476 1.2514 97.5 -0.426 0.581 MTOTI0001166647
6518.068945 0.980172 0.004494 1.2511 97.2 -0.653 0.461 MTOTI0001166648
6518.069331 0.980586 0.004478 1.2508 96.6 -0.486 0.518 MTOTI0001166649
6518.069712 0.984840 0.004510 1.2505 96.6 -0.710 0.514 MTOTI0001166650
6518.070098 0.982661 0.004525 1.2503 96.9 -2.449 0.470 MTOTI0001166651
6518.070479 0.971057 0.004485 1.2500 97.1 -4.322 0.470 MTOTI0001166652
6518.070865 0.978159 0.004521 1.2498 123.4 -3.277 0.685 MTOTI0001166653
6518.071245 0.974955 0.004525 1.2496 161.0 -0.618 0.494 MTOTI0001166654
6518.071632 0.972715 0.004513 1.2493 177.6 -0.233 0.646 MTOTI0001166655
6518.072012 0.984310 0.004500 1.2491 137.7 -0.367 0.560 MTOTI0001166656
6518.072399 0.979181 0.004471 1.2489 110.9 -0.321 0.532 MTOTI0001166657
6518.072779 0.978438 0.004495 1.2487 102.8 -1.578 0.405 MTOTI0001166658
6518.073166 0.982790 0.004498 1.2485 100.8 -3.872 0.268 MTOTI0001166659
