# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6490.456112 1.018912 0.002291 1.1632 91.8 -1.413 8.657 j130716_0698
6490.456334 1.021183 0.002291 1.1630 88.1 -0.562 7.752 j130716_0699
6490.456559 1.014790 0.002281 1.1628 88.3 0.217 6.792 j130716_0700
6490.456773 1.013793 0.002278 1.1627 90.6 1.207 6.079 j130716_0701
6490.457003 1.013741 0.002280 1.1625 92.1 1.587 5.708 j130716_0702
6490.457232 1.010437 0.002272 1.1624 88.8 3.913 3.341 j130716_0703
6490.457455 1.007338 0.002268 1.1622 90.3 3.832 3.579 j130716_0704
6490.457670 1.007030 0.002264 1.1621 89.5 3.568 3.288 j130716_0705
6490.457884 1.009477 0.002271 1.1619 88.8 3.141 3.298 j130716_0706
6490.458098 1.007381 0.002264 1.1618 90.5 3.898 3.171 j130716_0707
6490.458345 1.005498 0.002264 1.1617 92.2 1.266 0.960 j130716_0708
6490.458558 1.008570 0.002266 1.1615 90.4 2.289 4.620 j130716_0709
6490.458774 1.004226 0.002261 1.1614 93.6 2.681 4.027 j130716_0710
6490.458997 1.006848 0.002266 1.1613 92.1 2.938 3.536 j130716_0711
6490.459214 1.005264 0.002262 1.1611 89.6 3.415 3.158 j130716_0712
6490.459426 1.002313 0.002252 1.1610 91.3 3.779 3.205 j130716_0713
6490.459639 1.000283 0.002254 1.1609 89.3 3.969 3.129 j130716_0714
6490.459886 1.002062 0.002256 1.1607 93.4 1.531 0.514 j130716_0715
6490.460100 1.005041 0.002262 1.1606 91.9 -0.538 2.626 j130716_0716
6490.460315 1.006429 0.002262 1.1605 92.0 -0.466 2.404 j130716_0717
6490.460527 1.005987 0.002264 1.1604 91.4 -2.000 4.356 j130716_0718
6490.460753 1.006020 0.002266 1.1603 90.1 -2.317 4.293 j130716_0719
6490.460967 1.004320 0.002259 1.1602 92.9 -1.794 3.803 j130716_0720
6490.461187 1.003521 0.002258 1.1601 93.0 -1.567 3.962 j130716_0721
6490.461404 1.000989 0.002252 1.1600 96.4 -0.152 7.121 j130716_0722
6490.461618 1.000000 0.002252 1.1599 94.3 0.528 6.484 j130716_0723
6490.461834 1.002039 0.002254 1.1598 95.1 1.561 5.612 j130716_0724
6490.462051 1.001089 0.002254 1.1597 94.8 2.450 4.907 j130716_0725
6490.462267 0.993096 0.002240 1.1596 94.5 3.640 3.740 j130716_0726
6490.462490 1.000176 0.002252 1.1595 95.5 3.435 3.810 j130716_0727
6490.462714 0.998698 0.002249 1.1594 95.4 3.448 3.721 j130716_0728
6490.462956 0.998822 0.002249 1.1593 94.0 3.186 4.401 j130716_0729
6490.463185 0.995242 0.002246 1.1592 95.8 3.848 3.872 j130716_0730
6490.463400 0.998707 0.002249 1.1591 94.2 2.297 0.492 j130716_0731
6490.463612 0.996973 0.002242 1.1590 94.1 2.642 0.454 j130716_0732
6490.463824 0.998536 0.002247 1.1589 92.2 2.823 0.720 j130716_0733
6490.464038 0.999412 0.002249 1.1589 93.0 1.522 2.351 j130716_0734
6490.464254 0.998270 0.002246 1.1588 94.5 0.742 2.863 j130716_0735
6490.464478 0.998472 0.002247 1.1587 94.1 0.441 3.311 j130716_0736
6490.464690 0.997818 0.002246 1.1586 93.8 1.264 2.902 j130716_0737
6490.464905 0.997785 0.002244 1.1586 92.0 0.746 3.387 j130716_0738
6490.465128 0.997545 0.002246 1.1585 92.9 0.375 4.036 j130716_0739
6490.465352 0.998312 0.002246 1.1584 93.9 0.542 3.790 j130716_0740
6490.465589 1.003035 0.002256 1.1584 92.1 -0.106 4.753 j130716_0741
6490.465804 1.000021 0.002246 1.1583 91.9 0.291 4.320 j130716_0742
6490.466016 1.000436 0.002247 1.1582 91.3 -0.154 4.591 j130716_0743
6490.466237 0.999008 0.002244 1.1582 91.5 0.575 3.586 j130716_0744
6490.466449 0.999478 0.002246 1.1581 91.2 0.485 4.069 j130716_0745
6490.466659 1.000479 0.002246 1.1581 89.2 1.174 3.260 j130716_0746
6490.466871 0.999808 0.002246 1.1580 90.1 1.247 3.736 j130716_0747
6490.467084 1.002237 0.002252 1.1580 90.3 1.177 4.173 j130716_0748
6490.467309 0.999309 0.002247 1.1579 89.6 4.558 5.331 j130716_0749
6490.467521 0.997672 0.002244 1.1579 89.8 4.130 5.893 j130716_0750
6490.467734 0.994718 0.002236 1.1578 86.7 4.793 5.622 j130716_0751
6490.467944 0.998004 0.002240 1.1578 89.0 5.419 5.051 j130716_0752
6490.468157 0.996932 0.002240 1.1578 87.5 5.513 4.992 j130716_0753
6490.468371 0.994120 0.002237 1.1577 89.7 7.057 4.135 j130716_0754
6490.468587 0.992213 0.002230 1.1577 88.6 5.285 1.629 j130716_0755
6490.468816 0.997662 0.002246 1.1577 86.4 1.377 0.383 j130716_0756
6490.469030 0.998602 0.002240 1.1576 88.0 0.122 1.914 j130716_0757
6490.469261 0.994558 0.002236 1.1576 88.5 1.938 4.680 j130716_0758
6490.469473 0.998670 0.002244 1.1576 88.3 1.707 5.130 j130716_0759
6490.469692 0.993770 0.002236 1.1575 90.4 3.691 3.461 j130716_0760
6490.469921 0.996110 0.002237 1.1575 87.3 4.031 3.833 j130716_0761
6490.470136 0.995111 0.002236 1.1575 89.0 1.922 0.998 j130716_0762
6490.470349 0.994883 0.002234 1.1575 86.7 0.848 2.050 j130716_0763
6490.470566 0.993833 0.002237 1.1575 92.9 0.363 2.917 j130716_0764
6490.470779 0.999572 0.002246 1.1575 87.8 -0.058 3.165 j130716_0765
6490.471017 0.997947 0.002242 1.1574 91.4 2.521 5.459 j130716_0766
6490.471231 0.996463 0.002239 1.1574 90.1 4.443 4.241 j130716_0767
6490.471463 0.991923 0.002230 1.1574 90.6 3.359 1.052 j130716_0768
