# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6518.022882 1.018903 0.002239 1.3420 530.0 0.000 0.000 ISL00187120
6518.023471 1.016040 0.002229 1.3400 530.9 -0.383 0.452 ISL00187121
6518.024061 1.018490 0.002239 1.3380 536.2 -0.020 0.242 ISL00187122
6518.024650 1.020284 0.002241 1.3360 536.5 -0.264 -0.037 ISL00187123
6518.025239 1.020931 0.002241 1.3340 529.6 -0.297 -0.262 ISL00187124
6518.025828 1.021414 0.002241 1.3320 529.0 -0.619 0.270 ISL00187125
6518.026417 1.020079 0.002231 1.3300 530.9 -0.658 -0.070 ISL00187126
6518.027006 1.022378 0.002241 1.3290 533.8 -0.151 0.341 ISL00187127
6518.027596 1.019477 0.002229 1.3270 537.4 -0.548 0.337 ISL00187128
6518.028185 1.024674 0.002237 1.3250 532.8 -0.491 0.242 ISL00187129
6518.028826 1.019966 0.002223 1.3230 532.7 -1.022 0.044 ISL00187130
6518.029421 1.021301 0.002231 1.3210 537.9 -0.510 1.127 ISL00187131
6518.030010 1.021369 0.002231 1.3190 541.4 -0.190 0.344 ISL00187132
6518.030599 1.021374 0.002231 1.3180 551.7 -0.682 -0.594 ISL00187133
6518.031189 1.022086 0.002241 1.3160 566.0 -0.708 0.813 ISL00187134
6518.031779 1.022340 0.002235 1.3140 558.2 -0.553 -0.024 ISL00187135
6518.032368 1.020622 0.002227 1.3130 559.6 -0.662 0.422 ISL00187136
6518.032957 1.023162 0.002227 1.3110 554.3 -1.056 -0.319 ISL00187137
6518.033546 1.023161 0.002229 1.3100 554.1 -0.366 -0.013 ISL00187138
6518.034135 1.020557 0.002215 1.3080 551.4 -0.349 0.164 ISL00187139
6518.034776 1.021134 0.002215 1.3060 545.9 -0.404 0.751 ISL00187140
6518.035366 1.020572 0.002212 1.3050 546.7 -0.827 -1.176 ISL00187141
6518.035955 1.021851 0.002216 1.3030 552.3 -0.431 0.164 ISL00187142
6518.036544 1.018505 0.002207 1.3020 556.1 -0.685 0.580 ISL00187143
6518.037133 1.020637 0.002202 1.3000 548.8 -0.195 0.108 ISL00187144
6518.037722 1.022434 0.002201 1.2990 536.0 -0.691 0.182 ISL00187145
6518.038312 1.017864 0.002178 1.2970 520.0 -0.264 -0.018 ISL00187146
6518.038901 1.017962 0.002174 1.2960 517.8 -0.946 0.134 ISL00187147
6518.039490 1.017337 0.002165 1.2950 505.1 0.060 0.749 ISL00187148
6518.040079 1.019165 0.002172 1.2930 516.5 -0.974 -0.029 ISL00187149
6518.040708 1.017261 0.002161 1.2920 512.4 -0.497 0.102 ISL00187150
6518.041298 1.020420 0.002164 1.2910 507.8 -0.304 -0.374 ISL00187151
