# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6527.266022 1.023753 0.003833 1.4530 1967.6 1.968 -0.313 k130822_0261
6527.266224 1.023974 0.003835 1.4516 1965.3 -2.185 0.341 k130822_0262
6527.266665 1.019456 0.003789 1.4486 1958.4 -2.043 0.499 k130822_0264
6527.266898 1.019458 0.003790 1.4471 1955.9 1.711 -0.165 k130822_0265
6527.267118 1.018700 0.003787 1.4456 1949.9 2.145 -0.006 k130822_0266
6527.267335 1.015680 0.003764 1.4441 1946.9 -1.220 -0.034 k130822_0267
6527.267538 1.025533 0.003813 1.4428 1946.5 -1.626 -0.251 k130822_0268
6527.267739 1.020976 0.003783 1.4414 1941.0 2.427 -0.191 k130822_0269
6527.267942 1.019141 0.003781 1.4401 1940.7 -0.860 0.325 k130822_0270
6527.268159 1.019850 0.003771 1.4386 1936.9 -0.945 0.045 k130822_0271
6527.268361 1.021230 0.003779 1.4373 1936.1 -0.812 -0.453 k130822_0272
6527.268580 1.021599 0.003784 1.4359 1937.3 -0.931 1.023 k130822_0273
6527.268783 1.020431 0.003762 1.4345 1930.7 -0.940 -0.395 k130822_0274
6527.268995 1.012350 0.003729 1.4332 1927.6 -0.885 0.353 k130822_0275
6527.269196 1.011920 0.003723 1.4319 1930.9 -1.155 -0.333 k130822_0276
6527.269399 1.017637 0.003755 1.4305 1929.2 -1.106 -0.249 k130822_0277
6527.269617 1.010873 0.003717 1.4291 1927.1 -0.785 0.184 k130822_0278
6527.269817 1.011524 0.003719 1.4279 1925.3 -0.988 0.329 k130822_0279
6527.270031 1.011663 0.003720 1.4265 1923.8 -0.908 0.076 k130822_0280
6527.270232 1.011861 0.003716 1.4252 1919.5 -0.874 0.071 k130822_0281
6527.270450 1.008090 0.003700 1.4238 1917.2 -0.304 0.268 k130822_0282
6527.270649 1.016249 0.003742 1.4225 1913.0 -0.525 -0.337 k130822_0283
6527.270848 1.006771 0.003687 1.4213 1913.8 -0.206 -0.398 k130822_0284
6527.271047 1.010510 0.003712 1.4200 1912.7 -0.460 0.426 k130822_0285
6527.271246 1.007552 0.003688 1.4188 1909.9 -0.508 -0.562 k130822_0286
6527.271464 1.008915 0.003700 1.4174 1906.5 -0.834 0.658 k130822_0287
6527.271666 1.010323 0.003710 1.4162 1908.6 -0.569 -0.564 k130822_0288
6527.271867 1.008641 0.003700 1.4149 1904.4 -0.733 0.222 k130822_0289
6527.272090 1.001768 0.003651 1.4135 1904.9 -0.744 -0.285 k130822_0290
6527.272309 1.005888 0.003674 1.4122 1902.9 -0.187 -0.200 k130822_0291
6527.272510 1.008609 0.003684 1.4110 1905.3 0.262 -0.175 k130822_0292
6527.272727 1.012629 0.003700 1.4096 1904.5 -0.393 0.127 k130822_0293
