# Wavelength[nm] MITSuME_g MITSuME_Rc MITSuME_Ic 2MASS_J IRSF_J IRSF_H IRSF_Ks
1110 0 0 0 0.62732100217399 0 0 0
1111 0 0 0 0.646601803342956 0 0 0
1112 0 0 0 0.665882604511921 0 0 0
1113 0 0 0 0.674382551053138 0 0 0
1114 0 0 0 0.682882497594355 0 0 0
1115 0 0 0 0.691382444135571 0 0 0
1116 0 0 0 0.699882390676788 0 0 0
1117 0 0 0 0.733882176841655 0 0 0
1118 0 0 0 0.744074984853345 0 0 0
1119 0 0 0 0.754267792865034 0 0 0
1120 0 0 0 0.764460600876724 0 0 0
1121 0 0 0 0.774689048077266 0 0 0
1122 0 0 0 0.784917495277808 0 0 0
1123 0 0 0 0.795145942478349 0 0 0
1124 0 0 0 0.798524537581525 0 0 0
1125 0 0 0 0.8019031326847 0 0 0
1126 0 0 0 0.805281727787876 0 0 0
1127 0 0 0 0.808660322891051 0 0 0
1128 0 0 0 0.812038917994226 0 0 0
1129 0 0 0 0.812038917994226 0 0 0
1130 0 0 0 0.806336647777897 0 0 0
1131 0 0 0 0.800634377561568 0 0 0
1132 0 0 0 0.794932107345238 0 0 0
1133 0 0 0 0.786432160804021 0 0 0
1134 0 0 0 0.777932214262803 0 0 0
1135 0 0 0 0.766839516732599 1.92910537736778e-05 0 0
1136 0 0 0 0.755746819202395 0.000792862310103239 0 0
1137 0 0 0 0.744654121672191 0.0015664335664328 0 0
1138 0 0 0 0.733561424141987 0.00234000482276236 0 0
1139 0 0 0 0.718272212124454 0.00311357607909192 0 0
1140 0 0 0 0.702983000106921 0.00388714733542149 0 0
1141 0 0 0 0.690473644819846 0.00466071859175105 0 0
1142 0 0 0 0.677964289532771 0.00543428984808061 0 0
1143 0 0 0 0.665454934245696 0.00620786110441017 0 0
1144 0 0 0 0.656072917780391 0.00698143236073973 0 0
1145 0 0 0 0.646690901315086 0.0101849261849186 0 0
1146 0 0 0 0.637308884849781 0.0134253302253277 0 0
1147 0 0 0 0.627926868384476 0.0166657342657367 0 0
1148 0 0 0 0.624505506254678 0.0199061383061458 0 0
1149 0 0 0 0.62108414412488 0.0231465423465548 0 0
1150 0 0 0 0.617662781995082 0.0285314685315116 0 0
1151 0 0 0 0.614241419865284 0.0375048951049379 0 0
1152 0 0 0 0.610820057735486 0.0464783216783641 0 0
1153 0 0 0 0.607398695605688 0.0554517482517903 0 0
1154 0 0 0 0.60397733347589 0.0644251748252166 0 0
1155 0 0 0 0.608061584518336 0.0758761238761694 0 0
1156 0 0 0 0.612145835560783 0.0912591408591199 0 0
1157 0 0 0 0.616230086603229 0.110683449883305 0 0
1158 0 0 0 0.620314337645675 0.145829370629341 0 0
1159 0 0 0 0.624398588688121 0.179126153846204 0 0
1160 0 0 0 0.631177162407784 0.208738461538545 0 0
1161 0 0 0 0.637955736127446 0.268276363636631 0 0
1162 0 0 0 0.644734309847108 0.337058461538721 0 0
1163 0 0 0 0.65151288356677 0.407948531468424 0 0
1164 0 0 0 0.658291457286432 0.487552447552505 0 0
1165 0 0 0 0.673046081471186 0.573062937063229 0 0
1166 0 0 0 0.687800705655939 0.660369230769336 0 0
1167 0 0 0 0.702555329840693 0.74673846153841 0 0
1168 0 0 0 0.712748137852382 0.806000932400783 0 0
1169 0 0 0 0.722940945864072 0.861982284382112 0 0
1170 0 0 0 0.733133753875762 0.897342657342649 0 0
1171 0 0 0 0.747888378060515 0.904820512820529 0 0
1172 0 0 0 0.762643002245269 0.909132867132844 0 0
1173 0 0 0 0.777397626430022 0.903524475524464 0 0
1174 0 0 0 0.799529562707153 0.897916083916084 0 0
1175 0 0 0 0.821661498984283 0.890909090909106 0 0
1176 0 0 0 0.834411418796108 0.883431235431265 0 0
1177 0 0 0 0.847161338607933 0.880055944055951 0 0
1178 0 0 0 0.859911258419758 0.87725174825175 0 0
1179 0 0 0 0.872661178231584 0.877247552447555 0 0
1180 0 0 0 0.881713532200007 0.881734265734265 0 0
1181 0 0 0 0.890765886168431 0.886220979020976 0 0
1182 0 0 0 0.899818240136855 0.890707692307686 0 0
1183 0 0 0 0.902357532342564 0.898867532467524 0 0
1184 0 0 0 0.904896824548273 0.907199999999994 0 0
1185 0 0 0 0.907436116753983 0.914541458541455 0 0
1186 0 0 0 0.909975408959692 0.921592007992006 0 0
1187 0 0 0 0.906554046829894 0.925182657342657 0 0
1188 0 0 0 0.903132684700096 0.926379114219112 0 0
1189 0 0 0 0.898027370897038 0.927575571095568 0 0
1190 0 0 0 0.892922057093981 0.928772027972024 0 0
1191 0 0 0 0.887816743290923 0.92996848484848 0 0
1192 0 0 0 0.882711429487865 0.929556643356647 0 0
1193 0 0 0 0.871342528244057 0.928995804195808 0 0
1194 0 0 0 0.859973627000249 0.928434965034968 0 0
1195 0 0 0 0.848604725756442 0.927874125874129 0 0
1196 0 0 0 0.838367368758687 0.92731328671329 0 0
1197 0 0 0 0.828130011760932 0.926024055944062 0 0
1198 0 0 0 0.817892654763178 0.924678041958046 0 0
1199 0 0 0 0.807655297765423 0.92333202797203 0 0
1200 0 0 0 0.794041127623935 0.924399237126507 0 0
1201 0 0 0 0.780426957482448 0.926030769230765 0 0
1202 0 0 0 0.76681278734096 0.927662301335024 0 0
1203 0 0 0 0.760474103037986 0.928785454545454 0 0
1204 0 0 0 0.754135418735012 0.929084568764568 0 0
1205 0 0 0 0.747796734432039 0.929383682983683 0 0
1206 0 0 0 0.741458050129065 0.929682797202798 0 0
1207 0 0 0 0.735119365826091 0.929981911421913 0 0
1208 0 0 0 0.728780681523117 0.929391408591407 0 0
1209 0 0 0 0.722441997220143 0.928429970029968 0 0
1210 0 0 0 0.720486933145973 0.927468531468529 0 0
1211 0 0 0 0.718531869071803 0.926507092907091 0 0
1212 0 0 0 0.716576804997633 0.923766433566418 0 0
1213 0 0 0 0.714621740923462 0.9175972027972 0 0
1214 0 0 0 0.712666676849292 0.911427972027982 0 0
1215 0 0 0 0.710711612775122 0.905870129870139 0 0
1216 0 0 0 0.708756548700952 0.900421978021986 0 0
1217 0 0 0 0.714187961082006 0.894973826173833 0 0
1218 0 0 0 0.71961937346306 0.889525674325679 0 0
1219 0 0 0 0.725050785844114 0.883753337571526 0 0
1220 0 0 0 0.730482198225168 0.877635092180556 0 0
1221 0 0 0 0.735913610606223 0.871516846789587 0 0
1222 0 0 0 0.744965964574646 0.865508624708636 0 0
1223 0 0 0 0.75401831854307 0.861395804195813 0 0
1224 0 0 0 0.763070672511494 0.85728298368299 0 0
1225 0 0 0 0.772123026479917 0.853170163170167 0 0
1226 0 0 0 0.781175380448341 0.850067692307693 0 0
1227 0 0 0 0.790227734416765 0.849170349650349 0 0
1228 0 0 0 0.803004383620229 0.848273006993005 0 0
1229 0 0 0 0.815781032823693 0.848171188811198 0 0
1230 0 0 0 0.828557682027157 0.851311888111891 0 0
1231 0 0 0 0.841334331230621 0.854452587412583 0 0
1232 0 0 0 0.854934245696568 0.857939393939369 0 0
1233 0 0 0 0.868534160162515 0.865417249417223 0 0
1234 0 0 0 0.882134074628461 0.872895104895077 0 0
1235 0 0 0 0.895733989094408 0.880044755244733 0 0
1236 0 0 0 0.909333903560355 0.886326153846139 0 0
1237 0 0 0 0.917833850101572 0.892607552447545 0 0
1238 0 0 0 0.926333796642788 0.899076923076923 0 0
1239 0 0 0 0.934833743184005 0.906554778554783 0 0
1240 0 0 0 0.943333689725222 0.914032634032643 0 0
1241 0 0 0 0.946728322463381 0.921510489510503 0 0
1242 0 0 0 0.95012295520154 0.929377622377634 0 0
1243 0 0 0 0.953517587939699 0.937790209790204 0 0
1244 0 0 0 0.956912220677857 0.946202797202775 0 0
1245 0 0 0 0.953490858548059 0.952832944832925 0 0
1246 0 0 0 0.950069496418261 0.959313752913731 0 0
1247 0 0 0 0.946648134288464 0.965517016317002 0 0
1248 0 0 0 0.939823229623294 0.969629836829825 0 0
1249 0 0 0 0.932998324958124 0.973742657342648 0 0
1250 0 0 0 0.926173420292954 0.977855477855471 0 0
1251 0 0 0 0.919348515627784 0.981219874861978 0 0
1252 0 0 0 0.912523610962614 0.983345160103054 0 0
1253 0 0 0 0.905698706297445 0.98547044534413 0 0
1254 0 0 0 0.890356035496632 0.987595730585206 0 0
1255 0 0 0 0.875013364695819 0.989721015826282 0 0
1256 0 0 0 0.861399194554332 0.991846301067357 0 0
1257 0 0 0 0.847785024412844 0.993516083916086 0 0
1258 0 0 0 0.834170854271357 0.994637762237764 0 0
1259 0 0 0 0.808617555864429 0.995759440559442 0 0
1260 0 0 0 0.7830642574575 0.996881118881119 0 0
1261 0 0 0 0.772821554581418 0.998002797202797 0 0
1262 0 0 0 0.762578851705336 0.999124475524475 0 0
1263 0 0 0 0.752336148829254 0.999826244343892 0 0
1264 0 0 0 0.742093445953172 0.999034471410942 0 0
1265 0 0 0 0.73185074307709 0.998242698477992 0 0
1266 0 0 0 0.71889233401048 0.997450925545042 0 0
1267 0 0 0 0.70593392494387 0.996659152612092 0 0
1268 0 0 0 0.69297551587726 0.995867379679142 0 0
1269 0 0 0 0.68001710681065 0.993739860139857 0 0
1270 0 0 0 0.667058697744039 0.991496503496505 0 0
1271 0 0 0 0.659574468085106 0.989253146853153 0 0
1272 0 0 0 0.652090238426173 0.986606993007012 0 0
1273 0 0 0 0.64460600876724 0.982120279720294 0 0
1274 0 0 0 0.637121779108307 0.977633566433576 0 0
1275 0 0 0 0.629637549449374 0.973251748251751 0 0
1276 0 0 0 0.625360846787127 0.970447552447556 0 0
1277 0 0 0 0.62108414412488 0.96764335664336 0 0
1278 0 0 0 0.616807441462632 0.964839160839164 0 0
1279 0 0 0 0.612530738800385 0.962034965034968 0 0
1280 0 0 0 0.612515464862305 0.959356643356645 0 0
1281 0 0 0 0.612500190924226 0.958234965034966 0 0
1282 0 0 0 0.612484916986146 0.957113286713287 0 0
1283 0 0 0 0.612469643048067 0.955991608391608 0 0
1284 0 0 0 0.612454369109988 0.955900699300703 0 0
1285 0 0 0 0.612439095171908 0.957863636363639 0 0
1286 0 0 0 0.612423821233829 0.959826573426576 0 0
1287 0 0 0 0.615809544174775 0.961789510489513 0 0
1288 0 0 0 0.61919526711572 0.96375244755245 0 0
1289 0 0 0 0.622580990056666 0.966256943056948 0 0
1290 0 0 0 0.625966712997612 0.969782217782224 0 0
1291 0 0 0 0.629352435938558 0.973307492507499 0 0
1292 0 0 0 0.632738158879504 0.976832767232775 0 0
1293 0 0 0 0.638169571260558 0.980358041958051 0 0
1294 0 0 0 0.643600983641612 0.981889044289047 0 0
1295 0 0 0 0.649032396022666 0.983384615384616 0 0
1296 0 0 0 0.654463808403721 0.984880186480186 0 0
1297 0 0 0 0.659895220784775 0.986375757575755 0 0
1298 0 0 0 0.670779429060195 0.986036363636373 0 0
1299 0 0 0 0.681663637335614 0.981549650349657 0 0
1300 0 0 0 0.692547845611034 0.977062937062941 0 0
1301 0 0 0 0.703432053886453 0.972576223776225 0 0
1302 0 0 0 0.714316262161873 0.965549650349651 0 0
1303 0 0 0 0.724544709362415 0.956576223776227 0 0
1304 0 0 0 0.734773156562957 0.947602797202802 0 0
1305 0 0 0 0.745001603763498 0.933510489510523 0 0
1306 0 0 0 0.762001496845932 0.917806993007059 0 0
1307 0 0 0 0.779001389928365 0.905432167832186 0 0
1308 0 0 0 0.792579920881001 0.893471328671309 0 0
1309 0 0 0 0.806158451833636 0.881693706293711 0 0
1310 0 0 0 0.819736982786272 0.869916083916114 0 0
1311 0 0 0 0.829965429986814 0.860007459207473 0 0
1312 0 0 0 0.840193877187355 0.851781818181804 0 0
1313 0 0 0 0.850422324387897 0.84784755244755 0 0
1314 0 0 0 0.86742221747033 0.846165034965036 0 0
1315 0 0 0 0.884422110552764 0.8454017094017 0 0
1316 0 0 0 0.901422003635197 0.849389898989888 0 0
1317 0 0 0 0.915036173776685 0.853378088578077 0 0
1318 0 0 0 0.928650343918172 0.857144055944053 0 0
1319 0 0 0 0.94226451405966 0.859295904095874 0 0
1320 0 0 0 0.952448412274137 0.851604395604399 0 0
1321 0 0 0 0.962632310488613 0.843912887112923 0 0
1322 0 0 0 0.97281620870309 0.805301898102094 0 0
1323 0 0 0 0.983000106917567 0.764280519480704 0 0
1324 0 0 0 0.988666737945044 0.709797668997786 0 0
1325 0 0 0 0.994333368972522 0.650722610722533 0 0
1326 0 0 0 1 0.494120279720311 0 0
1327 0 0 0 0.997433978402652 0.464980885781004 0 0
1328 0 0 0 0.994867956805303 0.395988811188901 0 0
1329 0 0 0 0.992301935207955 0.3145398601397 0 0
1330 0 0 0 0.989735913610606 0.271916083916009 0 0
1331 0 0 0 0.98859545956734 0.229292307692318 0 0
1332 0 0 0 0.987455005524074 0.185590209790198 0 0
1333 0 0 0 0.986314551480808 0.141283916083819 0 0
1334 0 0 0 0.976050465091415 0.101103496503439 0 0
1335 0 0 0 0.9641291564204 0.0848391608391359 0 0
1336 0 0 0 0.952207847749385 0.0685748251748327 0 0
1337 0 0 0 0.938593677607898 0.057074125874141 0 0
1338 0 0 0 0.92497950746641 0.0481006993007216 0 0
1339 0 0 0 0.911365337324923 0.0391272727273023 0 0
1340 0 0 0 0.901127980327168 0.030153846153883 0 0
1341 0 0 0 0.890890623329413 0.0250903496503588 0 0
1342 0 0 0 0.880653266331658 0.0226226573426636 0 0
1343 0 0 0 0.870415909333904 0.0201549650349684 0 0
1344 0 0 0 0.860187462133362 0.0176872727272732 0 0
1345 0 0 0 0.84995901493282 0.015219580419578 0 0
1346 0 0 0 0.839730567732278 0.0127518881118828 0 0
1347 0 0 0 0.830642574575003 0.0107597446032195 0 0
1348 0 0 0 0.821554581417727 0.00958929765885944 0 0
1349 0 0 0 0.812466588260451 0.00841885071449939 0 0
1350 0 0 0 0.808189885598204 0.00724840377013933 0 0
1351 0 0 0 0.803913182935956 0.00607795682577927 0 0
1352 0 0 0 0.799636480273709 0.00490750988141922 0 0
1353 0 0 0 0.795359777611462 0.00373706293705916 0 0
1354 0 0 0 0.791938415481664 0.00270881118880976 0 0
1355 0 0 0 0.788517053351866 0.00226013986013863 0 0
1356 0 0 0 0.785779963648027 0.00181146853146749 0 0
1357 0 0 0 0.783042873944189 0.00136279720279635 0 0
1358 0 0 0 0.78030578424035 0.000914125874125218 0 0
1359 0 0 0 0.777568694536512 0.000465454545454082 0 0
1360 0 0 0 0.774831604832673 1.67832167829464e-05 0 0
1361 0 0 0 0.772550696746142 0 0 0
1362 0 0 0 0.77026978865961 0 0 0
1363 0 0 0 0.767988880573078 0 0 0
1364 0 0 0 0.766522582517451 0 0 0
1365 0 0 0 0.765056284461823 0 0 0
1366 0 0 0 0.763589986406195 0 0 0
1367 0 0 0 0.762123688350567 0 0 0
1368 0 0 0 0.76065739029494 0 0 0
1369 0 0 0 0.759191092239312 0 0 0
1370 0 0 0 0.757724794183684 0 0 0
1371 0 0 0 0.755443886097152 0 0 0
1372 0 0 0 0.75316297801062 0 0 0
1373 0 0 0 0.750882069924089 0 0 0
1374 0 0 0 0.75085534053245 0 0 0
1375 0 0 0 0.75082861114081 0 0 0
1376 0 0 0 0.750801881749171 0 0 0
1377 0 0 0 0.750775152357532 0 0 0
1378 0 0 0 0.753608467871271 0 0 0
1379 0 0 0 0.75644178338501 0 0 0
1380 0 0 0 0.759275098898749 0 0 0
1381 0 0 0 0.762108414412488 0 0 0
1382 0 0 0 0.764941729926227 0 0 0
1383 0 0 0 0.767775045439966 0 0 0
1384 0 0 0 0.771153640543141 0 0 0
1385 0 0 0 0.774532235646317 0 0 0
1386 0 0 0 0.777910830749492 0 0 0
1387 0 0 0 0.781289425852668 0 0 0
1388 0 0 0 0.784668020955843 0 0 0
1389 0 0 0 0.779535977761146 0 0 0
1390 0 0 0 0.774403934566449 0 0 0
1391 0 0 0 0.769271891371752 0 0 0
1392 0 0 0 0.764139848177055 0 0 0
1393 0 0 0 0.7528065861221 0 0 0
1394 0 0 0 0.741473324067144 0 0 0
1395 0 0 0 0.730140062012189 0 0 0
1396 0 0 0 0.68919063402117 0 0 0
1397 0 0 0 0.658612209986101 0 0 0
1398 0 0 0 0.627926868384483 0 0 0
1399 0 0 0 0.590452261306537 0 0 0
1400 0 0 0 0.55297765422859 0 0 0
1401 0 0 0 0.498449695284935 0 0 0
1402 0 0 0 0.40307922591684 0 0 0
1403 0 0 0 0.324762108414421 0 0 0
1404 0 0 0 0.246444990912007 0 0 0
1405 0 0 0 0.195391852881434 0 0 0
1406 0 0 0 0.144338714850862 0 0 0
1407 0 0 0 0.120389179942265 0 0 0
1408 0 0 0 0.105634555757511 0 0 0
1409 0 0 0 0.0908799315727574 0 0 0
1410 0 0 0 0.0761253073880038 0 0 0
1411 0 0 0 0.0574147332406714 0 0 0
1412 0 0 0 0.038704159093339 0 0 0
1413 0 0 0 0.0335721158986421 0 0 0
1414 0 0 0 0.0284400727039453 0 0 0
1415 0 0 0 0.0233080295092484 0 0 0
1416 0 0 0 0.0181759863145515 0 0 0
1417 0 0 0 0.0154388966107131 0 0 0
1418 0 0 0 0.0127018069068748 0 0 0
1419 0 0 0 0.00996471720303646 0 0 0
1420 0 0 0 0.00722762749919812 0 0 0
1421 0 0 0 0.00449053779535978 0 0 0
1422 0 0 0 0.00378488185608896 0 0 0
1423 0 0 0 0.00307922591681813 0 0 0
1424 0 0 0 0.00237356997754731 0 0 0
1425 0 0 0 0.00166791403827649 0 0 0
1426 0 0 0 0.000962258099005667 0 0 0
1427 0 0 0 0.000948893403186143 0 0 0
1428 0 0 0 0.00093552870736662 0 0 0
1429 0 0 0 0.000922164011547097 0 0 0
1430 0 0 0 0.000908799315727574 0 0 0
1431 0 0 0 0.000895434619908051 0 0 0
1432 0 0 0 0.000882069924088528 0 0 0
1433 0 0 0 0.000868705228269005 0 0 0
1434 0 0 0 0.000855340532449481 0 0 0
1435 0 0 0 0.000841975836629958 0 0 0
1436 0 0 0 0.000828611140810435 0 0 0
1437 0 0 0 0.000815246444990912 0 0 0
1438 0 0 0 0.000801881749171389 0 0 0
1439 0 0 0 0.000788517053351866 0 0 0
1440 0 0 0 0.000775152357532343 0 0.000176327970025472 0
1441 0 0 0 0.000761787661712819 0 0.000429484555560255 0
1442 0 0 0 0.000748422965893296 0 0.000682641141095039 0
1443 0 0 0 0.000654870095156634 0 0.000935797726629822 0
1444 0 0 0 0.000561317224419972 0 0.00118895431216461 0
1445 0 0 0 0.00046776435368331 0 0.00144211089769939 0
1446 0 0 0 0.000374211482946648 0 0.00169526748323417 0
1447 0 0 0 0.000280658612209986 0 0.00194842406876896 0
1448 0 0 0 0.000187105741473324 0 0.00220158065430374 0
1449 0 0 0 9.3552870736662e-05 0 0.00245473723983852 0
1450 0 0 0 0 0 0.00270789382537331 0
1451 0 0 0 0 0 0.00369491062901551 0
1452 0 0 0 0 0 0.00588893437031501 0
1453 0 0 0 0 0 0.00808295811161452 0
1454 0 0 0 0 0 0.010276981852914 0
1455 0 0 0 0 0 0.0124710055942135 0
1456 0 0 0 0 0 0.0148342202210346 0
1457 0 0 0 0 0 0.0181252558329836 0
1458 0 0 0 0 0 0.0214162914449326 0
1459 0 0 0 0 0 0.0251534997953209 0
1460 0 0 0 0 0 0.0292672943102699 0
1461 0 0 0 0 0 0.0333810888252188 0
1462 0 0 0 0 0 0.0376422431436942 0
1463 0 0 0 0 0 0.0442243143675927 0
1464 0 0 0 0 0 0.0508063855914913 0
1465 0 0 0 0 0 0.0603356528857941 0
1466 0 0 0 0 0 0.0734997953335912 0
1467 0 0 0 0 0 0.0866639377813883 0
1468 0 0 0 0 0 0.0998280802291854 0
1469 0 0 0 0 0 0.114580433892776 0
1470 0 0 0 0 0 0.129021694637805 0
1471 0 0 0 0 0 0.1421858370856 0
1472 0 0 0 0 0 0.164879246827765 0
1473 0 0 0 0 0 0.187720016373344 0
1474 0 0 0 0 0 0.20417519443309 0
1475 0 0 0 0 0 0.229226361031519 0
1476 0 0 0 0 0 0.255554645927113 0
1477 0 0 0 0 0 0.281882930822707 0
1478 0 0 0 0 0 0.301997544003211 0
1479 0 0 0 0 0 0.327646336471435 0
1480 0 0 0 0 0 0.357265656978978 0
1481 0 0 0 0 0 0.399656160458601 0
1482 0 0 0 0 0 0.430830945558831 0
1483 0 0 0 0 0 0.468964388047563 0
1484 0 0 0 0 0 0.505362259517026 0
1485 0 0 0 0 0 0.538272615636523 0
1486 0 0 0 0 0 0.582087597216498 0
1487 0 0 0 0 0 0.612312730249657 0
1488 0 0 0 0 0 0.632058943921353 0
1489 0 0 0 0 0 0.664183381088708 0
1490 0 0 0 0 0 0.698267157865925 0
1491 0 0 0 0 0 0.732274525856131 0
1492 0 0 0 0 0 0.766281893846337 0
1493 0 0 0 0 0 0.800289261836544 0
1494 0 0 0 0 0 0.83429662982675 0
1495 0 0 0 0 0 0.860881429935881 0
1496 0 0 0 0 0 0.886112702960827 0
1497 0 0 0 0 0 0.908907081457203 0
1498 0 0 0 0 0 0.923716741710975 0
1499 0 0 0 0 0 0.93447400736798 0
1500 0 0 0 0 0 0.941056078591905 0
1501 0 0 0 0 0 0.947638149815829 0
1502 0 0 0 0 0 0.950356119525182 0
1503 0 0 0 0 0 0.952550143266482 0
1504 0 0 0 0 0 0.953565288579611 0
1505 0 0 0 0 0 0.951371264838311 0
1506 0 0 0 0 0 0.949177241097012 0
1507 0 0 0 0 0 0.947343430208761 0
1508 0 0 0 0 0 0.945697912402786 0
1509 0 0 0 0 0 0.944554509482879 0
1510 0 0 0 0 0 0.94345749761223 0
1511 0 0 0 0 0 0.94269340974212 0
1512 0 0 0 0 0 0.94269340974212 0
1513 0 0 0 0 0 0.94269340974212 0
1514 0 0 0 0 0 0.94496930004094 0
1515 0 0 0 0 0 0.948260335652889 0
1516 0 0 0 0 0 0.951551371264838 0
1517 0 0 0 0 0 0.954842406876787 0
1518 0 0 0 0 0 0.958133442488737 0
1519 0 0 0 0 0 0.961424478100687 0
1520 0 0 0 0 0 0.964715513712636 0
1521 0 0 0 0 0 0.968006549324586 0
1522 0 0 0 0 0 0.972705689725744 0
1523 0 0 0 0 0 0.977453950061411 0
1524 0 0 0 0 0 0.98074498567336 0
1525 0 0 0 0 0 0.983626688497751 0
1526 0 0 0 0 0 0.985820712239051 0
1527 0 0 0 0 0 0.988014735980351 0
1528 0 0 0 0 0 0.988538681948424 0
1529 0 0 0 0 0 0.988538681948424 0
1530 0 0 0 0 0 0.988538681948424 0
1531 0 0 0 0 0 0.988538681948424 0
1532 0 0 0 0 0 0.987867376176824 0
1533 0 0 0 0 0 0.986221858370849 0
1534 0 0 0 0 0 0.983479328694219 0
1535 0 0 0 0 0 0.98018829308227 0
1536 0 0 0 0 0 0.978724519033973 0
1537 0 0 0 0 0 0.977408104789193 0
1538 0 0 0 0 0 0.976091690544414 0
1539 0 0 0 0 0 0.974775276299634 0
1540 0 0 0 0 0 0.970446172738457 0
1541 0 0 0 0 0 0.966942284076957 0
1542 0 0 0 0 0 0.964748260335649 0
1543 0 0 0 0 0 0.96265247646336 0
1544 0 0 0 0 0 0.96155546459271 0
1545 0 0 0 0 0 0.96045845272206 0
1546 0 0 0 0 0 0.959361440851411 0
1547 0 0 0 0 0 0.958264428980761 0
1548 0 0 0 0 0 0.957167417110111 0
1549 0 0 0 0 0 0.957969709373719 0
1550 0 0 0 0 0 0.959066721244368 0
1551 0 0 0 0 0 0.960302906262786 0
1552 0 0 0 0 0 0.961948424068766 0
1553 0 0 0 0 0 0.963593941874745 0
1554 0 0 0 0 0 0.965239459680725 0
1555 0 0 0 0 0 0.967519443307415 0
1556 0 0 0 0 0 0.969987720016376 0
1557 0 0 0 0 0 0.972455996725338 0
1558 0 0 0 0 0 0.975161686451082 0
1559 0 0 0 0 0 0.978452722063031 0
1560 0 0 0 0 0 0.980843225542361 0
1561 0 0 0 0 0 0.982488743348336 0
1562 0 0 0 0 0 0.988112975849336 0
1563 0 0 0 0 0 0.991616864510846 0
1564 0 0 0 0 0 0.994588620548511 0
1565 0 0 0 0 0 0.996234138354486 0
1566 0 0 0 0 0 0.997879656160461 0
1567 0 0 0 0 0 0.999525173966436 0
1568 0 0 0 0 0 1 0
1569 0 0 0 0 0 1 0
1570 0 0 0 0 0 1 0
1571 0 0 0 0 0 0.999811706917726 0
1572 0 0 0 0 0 0.998988948014736 0
1573 0 0 0 0 0 0.998166189111746 0
1574 0 0 0 0 0 0.997343430208756 0
1575 0 0 0 0 0 0.995497339336874 0
1576 0 0 0 0 0 0.993303315595575 0
1577 0 0 0 0 0 0.991182971756036 0
1578 0 0 0 0 0 0.989537453950059 0
1579 0 0 0 0 0 0.987891936144082 0
1580 0 0 0 0 0 0.986246418338105 0
1581 0 0 0 0 0 0.984600900532128 0
1582 0 0 0 0 0 0.982955382726151 0
1583 0 0 0 0 0 0.981309864920174 0
1584 0 0 0 0 0 0.979757129212712 0
1585 0 0 0 0 0 0.978660117342062 0
1586 0 0 0 0 0 0.977563105471413 0
1587 0 0 0 0 0 0.976771728748805 0
1588 0 0 0 0 0 0.97622322281348 0
1589 0 0 0 0 0 0.975674716878155 0
1590 0 0 0 0 0 0.97512621094283 0
1591 0 0 0 0 0 0.974577705007505 0
1592 0 0 0 0 0 0.974525466346994 0
1593 0 0 0 0 0 0.975465762236124 0
1594 0 0 0 0 0 0.976406058125254 0
1595 0 0 0 0 0 0.977346354014384 0
1596 0 0 0 0 0 0.978286649903514 0
1597 0 0 0 0 0 0.979226945792644 0
1598 0 0 0 0 0 0.980335652885797 0
1599 0 0 0 0 0 0.981981170691771 0
1600 0 0 0 0 0 0.983626688497746 0
1601 0 0 0 0 0 0.98527220630372 0
1602 0 0 0 0 0 0.98816209578387 0
1603 0 0 0 0 0 0.991453131395832 0
1604 0 0 0 0 0 0.994459271387644 0
1605 0 0 0 0 0 0.995775685632424 0
1606 0 0 0 0 0 0.997092099877203 0
1607 0 0 0 0 0 0.998408514121983 0
1608 0 0 0 0 0 0.999724928366763 0
1609 0 0 0 0 0 1 0
1610 0 0 0 0 0 1 0
1611 0 0 0 0 0 1 0
1612 0 0 0 0 0 1 0
1613 0 0 0 0 0 0.999711829717562 0
1614 0 0 0 0 0 0.999053622595171 0
1615 0 0 0 0 0 0.998395415472779 0
1616 0 0 0 0 0 0.997737208350388 0
1617 0 0 0 0 0 0.996925910765447 0
1618 0 0 0 0 0 0.994457634056485 0
1619 0 0 0 0 0 0.991989357347523 0
1620 0 0 0 0 0 0.989521080638561 0
1621 0 0 0 0 0 0.984576340564891 0
1622 0 0 0 0 0 0.977994269340992 0
1623 0 0 0 0 0 0.975661072451905 0
1624 0 0 0 0 0 0.974015554645926 0
1625 0 0 0 0 0 0.972370036839946 0
1626 0 0 0 0 0 0.969480147359787 0
1627 0 0 0 0 0 0.964543593941864 0
1628 0 0 0 0 0 0.95960704052394 0
1629 0 0 0 0 0 0.954670487106016 0
1630 0 0 0 0 0 0.949733933688092 0
1631 0 0 0 0 0 0.944797380270167 0
1632 0 0 0 0 0 0.939860826852243 0
1633 0 0 0 0 0 0.935943512075322 0
1634 0 0 0 0 0 0.933475235366353 0
1635 0 0 0 0 0 0.931006958657384 0
1636 0 0 0 0 0 0.928538681948415 0
1637 0 0 0 0 0 0.926325556010363 0
1638 0 0 0 0 0 0.924131532269064 0
1639 0 0 0 0 0 0.921588211215715 0
1640 0 0 0 0 0 0.918297175603766 0
1641 0 0 0 0 0 0.916272342747988 0
1642 0 0 0 0 0 0.915175330877338 0
1643 0 0 0 0 0 0.914078319006689 0
1644 0 0 0 0 0 0.91404011461318 0
1645 0 0 0 0 0 0.91404011461318 0
1646 0 0 0 0 0 0.91404011461318 0
1647 0 0 0 0 0 0.914437167417112 0
1648 0 0 0 0 0 0.915259926320099 0
1649 0 0 0 0 0 0.916082685223086 0
1650 0 0 0 0 0 0.916905444126074 0
