# Wavelength[nm] MITSuME_g MITSuME_Rc MITSuME_Ic 2MASS_J IRSF_J IRSF_H IRSF_Ks
1651 0 0 0 0 0 0.920196479738023 0
1652 0 0 0 0 0 0.923487515349973 0
1653 0 0 0 0 0 0.926778550961926 0
1654 0 0 0 0 0 0.930069586573884 0
1655 0 0 0 0 0 0.933360622185843 0
1656 0 0 0 0 0 0.936651657797802 0
1657 0 0 0 0 0 0.939942693409752 0
1658 0 0 0 0 0 0.943233729021701 0
1659 0 0 0 0 0 0.94652476463365 0
1660 0 0 0 0 0 0.9498158002456 0
1661 0 0 0 0 0 0.95310683585755 0
1662 0 0 0 0 0 0.956397871469499 0
1663 0 0 0 0 0 0.958354482194022 0
1664 0 0 0 0 0 0.96 0
1665 0 0 0 0 0 0.961645517805978 0
1666 0 0 0 0 0 0.963291035611955 0
1667 0 0 0 0 0 0.964936553417933 0
1668 0 0 0 0 0 0.967065083913227 0
1669 0 0 0 0 0 0.969533360622189 0
1670 0 0 0 0 0 0.972001637331151 0
1671 0 0 0 0 0 0.974280802292262 0
1672 0 0 0 0 0 0.974939009414653 0
1673 0 0 0 0 0 0.975597216537043 0
1674 0 0 0 0 0 0.976255423659433 0
1675 0 0 0 0 0 0.976913630781823 0
1676 0 0 0 0 0 0.976253240551239 0
1677 0 0 0 0 0 0.975156228680587 0
1678 0 0 0 0 0 0.974059216809935 0
1679 0 0 0 0 0 0.972962204939283 0
1680 0 0 0 0 0 0.971865193068631 0
1681 0 0 0 0 0 0.970999590667212 0
1682 0 0 0 0 0 0.970341383544822 0
1683 0 0 0 0 0 0.969683176422432 0
1684 0 0 0 0 0 0.969024969300043 0
1685 0 0 0 0 0 0.968338108882524 0
1686 0 0 0 0 0 0.967515349979534 0
1687 0 0 0 0 0 0.966692591076545 0
1688 0 0 0 0 0 0.965869832173555 0
1689 0 0 0 0 0 0.965616045845272 0
1690 0 0 0 0 0 0.965616045845272 0
1691 0 0 0 0 0 0.965616045845272 0
1692 0 0 0 0 0 0.965616045845272 0
1693 0 0 0 0 0 0.965616045845272 0
1694 0 0 0 0 0 0.965616045845272 0
1695 0 0 0 0 0 0.965616045845272 0
1696 0 0 0 0 0 0.965616045845272 0
1697 0 0 0 0 0 0.965616045845272 0
1698 0 0 0 0 0 0.965616045845272 0
1699 0 0 0 0 0 0.965616045845272 0
1700 0 0 0 0 0 0.965616045845272 0
1701 0 0 0 0 0 0.965616045845272 0
1702 0 0 0 0 0 0.966135898485468 0
1703 0 0 0 0 0 0.966958657388456 0
1704 0 0 0 0 0 0.967781416291443 0
1705 0 0 0 0 0 0.968481375358166 0
1706 0 0 0 0 0 0.968481375358166 0
1707 0 0 0 0 0 0.968481375358166 0
1708 0 0 0 0 0 0.968481375358166 0
1709 0 0 0 0 0 0.968481375358166 0
1710 0 0 0 0 0 0.968481375358166 0
1711 0 0 0 0 0 0.966654113794513 0
1712 0 0 0 0 0 0.964679492427344 0
1713 0 0 0 0 0 0.962704871060174 0
1714 0 0 0 0 0 0.960730249693004 0
1715 0 0 0 0 0 0.958473188702418 0
1716 0 0 0 0 0 0.956004911993449 0
1717 0 0 0 0 0 0.95353663528448 0
1718 0 0 0 0 0 0.95089643880473 0
1719 0 0 0 0 0 0.946508391322131 0
1720 0 0 0 0 0 0.942120343839532 0
1721 0 0 0 0 0 0.936684404420787 0
1722 0 0 0 0 0 0.930102333196888 0
1723 0 0 0 0 0 0.92513576204121 0
1724 0 0 0 0 0 0.92074771455861 0
1725 0 0 0 0 0 0.916291444944754 0
1726 0 0 0 0 0 0.91135489152683 0
1727 0 0 0 0 0 0.906628462273176 0
1728 0 0 0 0 0 0.90224041479056 0
1729 0 0 0 0 0 0.897852367307944 0
1730 0 0 0 0 0 0.89431027425296 0
1731 0 0 0 0 0 0.891019238641011 0
1732 0 0 0 0 0 0.887728203029062 0
1733 0 0 0 0 0 0.884437167417112 0
1734 0 0 0 0 0 0.882063037249285 0
1735 0 0 0 0 0 0.880966025378635 0
1736 0 0 0 0 0 0.879869013507986 0
1737 0 0 0 0 0 0.879656160458452 0
1738 0 0 0 0 0 0.879656160458452 0
1739 0 0 0 0 0 0.879656160458452 0
1740 0 0 0 0 0 0.880365670623556 0
1741 0 0 0 0 0 0.882559694364856 0
1742 0 0 0 0 0 0.884753718106155 0
1743 0 0 0 0 0 0.887142857142856 0
1744 0 0 0 0 0 0.889611133851818 0
1745 0 0 0 0 0 0.89207941056078 0
1746 0 0 0 0 0 0.894484922908986 0
1747 0 0 0 0 0 0.896678946650294 0
1748 0 0 0 0 0 0.898872970391602 0
1749 0 0 0 0 0 0.901743757675003 0
1750 0 0 0 0 0 0.905034793286952 0
1751 0 0 0 0 0 0.908317642243147 0
1752 0 0 0 0 0 0.909963160049121 0
1753 0 0 0 0 0 0.911608677855096 0
1754 0 0 0 0 0 0.91325419566107 0
1755 0 0 0 0 0 0.914899713467045 0
1756 0 0 0 0 0 0.916545231273019 0
1757 0 0 0 0 0 0.914334834220234 0
1758 0 0 0 0 0 0.911087460772285 0
1759 0 0 0 0 0 0.908893437030977 0
1760 0 0 0 0 0 0.906699413289669 0
1761 0 0 0 0 0 0.902627916496096 0
1762 0 0 0 0 0 0.896045845272197 0
1763 0 0 0 0 0 0.889463774048299 0
1764 0 0 0 0 0 0.882881702824401 0
1765 0 0 0 0 0 0.866966844044234 0
1766 0 0 0 0 0 0.855816618911206 0
1767 0 0 0 0 0 0.842652476463426 0
1768 0 0 0 0 0 0.824674580433983 0
1769 0 0 0 0 0 0.804928366762153 0
1770 0 0 0 0 0 0.787556283258232 0
1771 0 0 0 0 0 0.771101105198486 0
1772 0 0 0 0 0 0.74335652885792 0
1773 0 0 0 0 0 0.713417928776075 0
1774 0 0 0 0 0 0.678428162095795 0
1775 0 0 0 0 0 0.650429799426968 0
1776 0 0 0 0 0 0.622234957020131 0
1777 0 0 0 0 0 0.590970118706609 0
1778 0 0 0 0 0 0.549504707327246 0
1779 0 0 0 0 0 0.479999999999566 0
1780 0 0 0 0 0 0.467376176831693 0
1781 0 0 0 0 0 0.422480556692487 0
1782 0 0 0 0 0 0.396839950880006 0
1783 0 0 0 0 0 0.261318051575882 0
1784 0 0 0 0 0 0.282898076135907 0
1785 0 0 0 0 0 0.277200163733131 0
1786 0 0 0 0 0 0.195022513303478 0
1787 0 0 0 0 0 0.189766680311148 0
1788 0 0 0 0 0 0.169005321326315 0
1789 0 0 0 0 0 0.125599672533939 0
1790 0 0 0 0 0 0.125501432664714 0
1791 0 0 0 0 0 0.106901350798137 0
1792 0 0 0 0 0 0.0879901760130786 0
1793 0 0 0 0 0 0.0781170691772307 0
1794 0 0 0 0 0 0.0682439623413829 0
1795 0 0 0 0 0 0.0583708555055351 0
1796 0 0 0 0 0 0.0494883340155703 0
1797 0 0 0 0 0 0.0412607449856972 0
1798 0 0 0 0 0 0.0358657388457001 0
1799 0 0 0 0 0 0.0309291854277722 0
1800 0 0 0 0 0 0.02599263200982 0
1801 0 0 0 0 0 0.0223004502660607 0
1802 0 0 0 0 0 0.020654932460086 0
1803 0 0 0 0 0 0.017961522717965 0
1804 0 0 0 0 0 0.0146704871060157 0
1805 0 0 0 0 0 0.0114067403465696 0
1806 0 0 0 0 0 0.0092127166052701 0
1807 0 0 0 0 0 0.00701869286397058 0
1808 0 0 0 0 0 0.00527766407422778 0
1809 0 0 0 0 0 0.00418065220357382 0
1810 0 0 0 0 0 0.00308364033291986 0
1811 0 0 0 0 0 0.00286532951289398 0
1812 0 0 0 0 0 0.00286532951289398 0
1813 0 0 0 0 0 0.00286532951289398 0
1814 0 0 0 0 0 0.00286532951289398 0
1815 0 0 0 0 0 0.00265481550786486 0
1816 0 0 0 0 0 0.00218466756329989 0
1817 0 0 0 0 0 0.00171451961873492 0
1818 0 0 0 0 0 0.00124437167416995 0
1819 0 0 0 0 0 0.000774223729604978 0
1820 0 0 0 0 0 0.000304075785040006 0
1821 0 0 0 0 0 0 0
1822 0 0 0 0 0 0 0
1823 0 0 0 0 0 0 0
1824 0 0 0 0 0 0 0
1825 0 0 0 0 0 0 0
1826 0 0 0 0 0 0 0
1827 0 0 0 0 0 0 0
1828 0 0 0 0 0 0 0
1829 0 0 0 0 0 0 0
1830 0 0 0 0 0 0 0
1831 0 0 0 0 0 0 0
1832 0 0 0 0 0 0 0
1833 0 0 0 0 0 0 0
1834 0 0 0 0 0 0 0
1835 0 0 0 0 0 0 0
1836 0 0 0 0 0 0 0
1837 0 0 0 0 0 0 0
1838 0 0 0 0 0 0 0
1839 0 0 0 0 0 0 0
1840 0 0 0 0 0 0 0
1841 0 0 0 0 0 0 0
1842 0 0 0 0 0 0 0
1843 0 0 0 0 0 0 0
1844 0 0 0 0 0 0 0
1845 0 0 0 0 0 0 0
1846 0 0 0 0 0 0 0
1847 0 0 0 0 0 0 0
1848 0 0 0 0 0 0 0
1849 0 0 0 0 0 0 0
1850 0 0 0 0 0 0 0
1851 0 0 0 0 0 0 0
1852 0 0 0 0 0 0 0
1853 0 0 0 0 0 0 0
1854 0 0 0 0 0 0 0
1855 0 0 0 0 0 0 0
1856 0 0 0 0 0 0 0
1857 0 0 0 0 0 0 0
1858 0 0 0 0 0 0 0
1859 0 0 0 0 0 0 0
1860 0 0 0 0 0 0 0
1861 0 0 0 0 0 0 0
1862 0 0 0 0 0 0 0
1863 0 0 0 0 0 0 0
1864 0 0 0 0 0 0 0
1865 0 0 0 0 0 0 0
1866 0 0 0 0 0 0 0
1867 0 0 0 0 0 0 0
1868 0 0 0 0 0 0 0
1869 0 0 0 0 0 0 0
1870 0 0 0 0 0 0 0
1871 0 0 0 0 0 0 0
1872 0 0 0 0 0 0 0
1873 0 0 0 0 0 0 0
1874 0 0 0 0 0 0 0
1875 0 0 0 0 0 0 0
1876 0 0 0 0 0 0 0
1877 0 0 0 0 0 0 0
1878 0 0 0 0 0 0 0
1879 0 0 0 0 0 0 0
1880 0 0 0 0 0 0 0
1881 0 0 0 0 0 0 0
1882 0 0 0 0 0 0 0
1883 0 0 0 0 0 0 0
1884 0 0 0 0 0 0 0
1885 0 0 0 0 0 0 0
1886 0 0 0 0 0 0 0
1887 0 0 0 0 0 0 0
1888 0 0 0 0 0 0 0
1889 0 0 0 0 0 0 0
1890 0 0 0 0 0 0 0
1891 0 0 0 0 0 0 0
1892 0 0 0 0 0 0 0
1893 0 0 0 0 0 0 0
1894 0 0 0 0 0 0 0
1895 0 0 0 0 0 0 0
1896 0 0 0 0 0 0 0
1897 0 0 0 0 0 0 0
1898 0 0 0 0 0 0 0
1899 0 0 0 0 0 0 0
1900 0 0 0 0 0 0 0
1901 0 0 0 0 0 0 0
1902 0 0 0 0 0 0 0
1903 0 0 0 0 0 0 0
1904 0 0 0 0 0 0 0
1905 0 0 0 0 0 0 0
1906 0 0 0 0 0 0 0
1907 0 0 0 0 0 0 0
1908 0 0 0 0 0 0 0
1909 0 0 0 0 0 0 0
1910 0 0 0 0 0 0 0
1911 0 0 0 0 0 0 0
1912 0 0 0 0 0 0 0
1913 0 0 0 0 0 0 0
1914 0 0 0 0 0 0 0
1915 0 0 0 0 0 0 0
1916 0 0 0 0 0 0 0
1917 0 0 0 0 0 0 0
1918 0 0 0 0 0 0 0
1919 0 0 0 0 0 0 0
1920 0 0 0 0 0 0 0
1921 0 0 0 0 0 0 0
1922 0 0 0 0 0 0 0
1923 0 0 0 0 0 0 0
1924 0 0 0 0 0 0 0
1925 0 0 0 0 0 0 0
1926 0 0 0 0 0 0 0
1927 0 0 0 0 0 0 0
1928 0 0 0 0 0 0 0
1929 0 0 0 0 0 0 0
1930 0 0 0 0 0 0 0
1931 0 0 0 0 0 0 0
1932 0 0 0 0 0 0 0.000329523809522407
1933 0 0 0 0 0 0 0.000713333333332412
1934 0 0 0 0 0 0 0.00109714285714242
1935 0 0 0 0 0 0 0.00148095238095242
1936 0 0 0 0 0 0 0.00186476190476243
1937 0 0 0 0 0 0 0.00224857142857244
1938 0 0 0 0 0 0 0.00263238095238244
1939 0 0 0 0 0 0 0.00322590476190677
1940 0 0 0 0 0 0 0.00384000000000152
1941 0 0 0 0 0 0 0.00445409523809627
1942 0 0 0 0 0 0 0.00506819047619102
1943 0 0 0 0 0 0 0.00568228571428577
1944 0 0 0 0 0 0 0.00629638095238051
1945 0 0 0 0 0 0 0.00691047619047526
1946 0 0 0 0 0 0 0.00752457142857001
1947 0 0 0 0 0 0 0.00817333333333104
1948 0 0 0 0 0 0 0.00894095238094991
1949 0 0 0 0 0 0 0.00970857142856878
1950 0 0 0 0 0 0 0.0104761904761877
1951 0 0 0 0 0 0 0.0118209523809464
1952 0 0 0 0 0 0 0.0133561904761842
1953 0 0 0 0 0 0 0.014891428571422
1954 0 0 0 0 0 0 0.0165688888888803
1955 0 0 0 0 0 0 0.0186158730158659
1956 0 0 0 0 0 0 0.0206628571428516
1957 0 0 0 0 0 0 0.0227098412698373
1958 0 0 0 0 0 0 0.0247568253968229
1959 0 0 0 0 0 0 0.0269752380952366
1960 0 0 0 0 0 0 0.031580952380963
1961 0 0 0 0 0 0 0.0361866666666807
1962 0 0 0 0 0 0 0.0407923809523805
1963 0 0 0 0 0 0 0.0453980952380965
1964 0 0 0 0 0 0 0.0500038095238235
1965 0 0 0 0 0 0 0.058552380952389
1966 0 0 0 0 0 0 0.0677638095237876
1967 0 0 0 0 0 0 0.0804114285713665
1968 0 0 0 0 0 0 0.0830933333333284
1969 0 0 0 0 0 0 0.093219047619025
1970 0 0 0 0 0 0 0.106590476190511
1971 0 0 0 0 0 0 0.121257142857177
1972 0 0 0 0 0 0 0.133820952380943
1973 0 0 0 0 0 0 0.158872380952289
1974 0 0 0 0 0 0 0.172647619047723
1975 0 0 0 0 0 0 0.191999999999998
1976 0 0 0 0 0 0 0.206019047619002
1977 0 0 0 0 0 0 0.264639999999725
1978 0 0 0 0 0 0 0.291992380952745
1979 0 0 0 0 0 0 0.314537142857082
1980 0 0 0 0 0 0 0.358933333333374
1981 0 0 0 0 0 0 0.403009523809592
1982 0 0 0 0 0 0 0.444586666666606
1983 0 0 0 0 0 0 0.498506666666826
1984 0 0 0 0 0 0 0.549180952381052
1985 0 0 0 0 0 0 0.611466666666611
1986 0 0 0 0 0 0 0.651078095238169
1987 0 0 0 0 0 0 0.690994285714402
1988 0 0 0 0 0 0 0.730910476190471
1989 0 0 0 0 0 0 0.770826666666537
1990 0 0 0 0 0 0 0.82102857142864
1991 0 0 0 0 0 0 0.841843809523816
1992 0 0 0 0 0 0 0.854125714285684
1993 0 0 0 0 0 0 0.866859047618984
1994 0 0 0 0 0 0 0.881443809523784
1995 0 0 0 0 0 0 0.896028571428584
1996 0 0 0 0 0 0 0.910613333333384
1997 0 0 0 0 0 0 0.921318095238114
1998 0 0 0 0 0 0 0.930529523809515
1999 0 0 0 0 0 0 0.939561904761879
2000 0 0 0 0 0 0 0.94723809523809
2001 0 0 0 0 0 0 0.953165714285717
2002 0 0 0 0 0 0 0.956236190476193
2003 0 0 0 0 0 0 0.959306666666669
2004 0 0 0 0 0 0 0.962377142857145
2005 0 0 0 0 0 0 0.964752380952382
2006 0 0 0 0 0 0 0.967055238095238
2007 0 0 0 0 0 0 0.969358095238095
2008 0 0 0 0 0 0 0.971550476190476
2009 0 0 0 0 0 0 0.973597460317462
2010 0 0 0 0 0 0 0.975644444444448
2011 0 0 0 0 0 0 0.976634285714287
2012 0 0 0 0 0 0 0.977401904761906
2013 0 0 0 0 0 0 0.978169523809525
2014 0 0 0 0 0 0 0.978666666666667
2015 0 0 0 0 0 0 0.978666666666667
2016 0 0 0 0 0 0 0.978666666666667
2017 0 0 0 0 0 0 0.978666666666667
2018 0 0 0 0 0 0 0.977992380952382
2019 0 0 0 0 0 0 0.977224761904762
2020 0 0 0 0 0 0 0.976457142857143
2021 0 0 0 0 0 0 0.975586031746032
2022 0 0 0 0 0 0 0.97456253968254
2023 0 0 0 0 0 0 0.973539047619047
2024 0 0 0 0 0 0 0.971493333333331
2025 0 0 0 0 0 0 0.969190476190475
2026 0 0 0 0 0 0 0.966887619047618
2027 0 0 0 0 0 0 0.964667936507935
2028 0 0 0 0 0 0 0.96262095238095
2029 0 0 0 0 0 0 0.960573968253964
2030 0 0 0 0 0 0 0.960000000000001
2031 0 0 0 0 0 0 0.960000000000001
2032 0 0 0 0 0 0 0.960000000000001
2033 0 0 0 0 0 0 0.960000000000001
2034 0 0 0 0 0 0 0.960000000000001
2035 0 0 0 0 0 0 0.960000000000001
2036 0 0 0 0 0 0 0.960000000000001
2037 0 0 0 0 0 0 0.960592380952382
2038 0 0 0 0 0 0 0.961360000000001
2039 0 0 0 0 0 0 0.96212761904762
2040 0 0 0 0 0 0 0.962895238095239
2041 0 0 0 0 0 0 0.963662857142858
2042 0 0 0 0 0 0 0.964430476190477
2043 0 0 0 0 0 0 0.965198095238095
2044 0 0 0 0 0 0 0.965965714285714
2045 0 0 0 0 0 0 0.966733333333333
2046 0 0 0 0 0 0 0.967500952380952
2047 0 0 0 0 0 0 0.968358095238095
2048 0 0 0 0 0 0 0.969381587301587
2049 0 0 0 0 0 0 0.97040507936508
2050 0 0 0 0 0 0 0.971809523809524
2051 0 0 0 0 0 0 0.973344761904762
2052 0 0 0 0 0 0 0.97488
2053 0 0 0 0 0 0 0.976415238095239
2054 0 0 0 0 0 0 0.977950476190482
2055 0 0 0 0 0 0 0.979321904761911
2056 0 0 0 0 0 0 0.9805500952381
2057 0 0 0 0 0 0 0.98177828571429
2058 0 0 0 0 0 0 0.983006476190479
2059 0 0 0 0 0 0 0.984293333333336
2060 0 0 0 0 0 0 0.985828571428573
2061 0 0 0 0 0 0 0.987363809523811
2062 0 0 0 0 0 0 0.988899047619049
2063 0 0 0 0 0 0 0.98988380952381
2064 0 0 0 0 0 0 0.990651428571429
2065 0 0 0 0 0 0 0.991419047619048
2066 0 0 0 0 0 0 0.992000000000001
2067 0 0 0 0 0 0 0.992000000000001
2068 0 0 0 0 0 0 0.992518095238099
2069 0 0 0 0 0 0 0.993541587301588
2070 0 0 0 0 0 0 0.994565079365076
2071 0 0 0 0 0 0 0.995358095238092
2072 0 0 0 0 0 0 0.996125714285712
2073 0 0 0 0 0 0 0.996893333333331
2074 0 0 0 0 0 0 0.997333333333334
2075 0 0 0 0 0 0 0.997333333333334
2076 0 0 0 0 0 0 0.997333333333334
2077 0 0 0 0 0 0 0.997333333333334
2078 0 0 0 0 0 0 0.997333333333334
2079 0 0 0 0 0 0 0.997333333333334
2080 0 0 0 0 0 0 0.997066666666669
2081 0 0 0 0 0 0 0.99629904761905
2082 0 0 0 0 0 0 0.995531428571432
2083 0 0 0 0 0 0 0.994763809523812
2084 0 0 0 0 0 0 0.994666666666667
2085 0 0 0 0 0 0 0.994666666666667
2086 0 0 0 0 0 0 0.994666666666667
2087 0 0 0 0 0 0 0.994053333333338
2088 0 0 0 0 0 0 0.992518095238097
2089 0 0 0 0 0 0 0.989965714285709
2090 0 0 0 0 0 0 0.986895238095224
2091 0 0 0 0 0 0 0.985245714285708
2092 0 0 0 0 0 0 0.98371047619047
2093 0 0 0 0 0 0 0.982175238095232
2094 0 0 0 0 0 0 0.980639999999994
2095 0 0 0 0 0 0 0.979104761904756
2096 0 0 0 0 0 0 0.977569523809518
2097 0 0 0 0 0 0 0.97603428571428
2098 0 0 0 0 0 0 0.976
2099 0 0 0 0 0 0 0.976
2100 0 0 0 0 0 0 0.976
2101 0 0 0 0 0 0 0.975613333333332
2102 0 0 0 0 0 0 0.974845714285713
2103 0 0 0 0 0 0 0.974078095238094
2104 0 0 0 0 0 0 0.973310476190475
2105 0 0 0 0 0 0 0.972542857142856
2106 0 0 0 0 0 0 0.971775238095237
2107 0 0 0 0 0 0 0.971007619047618
2108 0 0 0 0 0 0 0.970239999999999
2109 0 0 0 0 0 0 0.969472380952381
2110 0 0 0 0 0 0 0.968704761904762
2111 0 0 0 0 0 0 0.967949714285715
2112 0 0 0 0 0 0 0.96733561904762
2113 0 0 0 0 0 0 0.966721523809525
2114 0 0 0 0 0 0 0.96610742857143
2115 0 0 0 0 0 0 0.965493333333335
2116 0 0 0 0 0 0 0.965333333333334
2117 0 0 0 0 0 0 0.965333333333334
2118 0 0 0 0 0 0 0.965230476190477
2119 0 0 0 0 0 0 0.964462857142859
2120 0 0 0 0 0 0 0.96369523809524
2121 0 0 0 0 0 0 0.962927619047621
2122 0 0 0 0 0 0 0.962160000000002
2123 0 0 0 0 0 0 0.961392380952383
2124 0 0 0 0 0 0 0.960624761904764
2125 0 0 0 0 0 0 0.960857142857135
2126 0 0 0 0 0 0 0.965462857142862
2127 0 0 0 0 0 0 0.968000000000001
2128 0 0 0 0 0 0 0.968000000000001
2129 0 0 0 0 0 0 0.968000000000001
2130 0 0 0 0 0 0 0.968000000000001
2131 0 0 0 0 0 0 0.968000000000001
2132 0 0 0 0 0 0 0.967756190476195
2133 0 0 0 0 0 0 0.966732698412702
2134 0 0 0 0 0 0 0.965709206349209
2135 0 0 0 0 0 0 0.965333333333334
2136 0 0 0 0 0 0 0.965333333333334
2137 0 0 0 0 0 0 0.965333333333334
2138 0 0 0 0 0 0 0.965333333333334
2139 0 0 0 0 0 0 0.965333333333334
2140 0 0 0 0 0 0 0.965148299319727
2141 0 0 0 0 0 0 0.964709659863945
2142 0 0 0 0 0 0 0.964271020408163
2143 0 0 0 0 0 0 0.96383238095238
2144 0 0 0 0 0 0 0.963393741496598
2145 0 0 0 0 0 0 0.962955102040816
2146 0 0 0 0 0 0 0.962035809523805
2147 0 0 0 0 0 0 0.960193523809521
2148 0 0 0 0 0 0 0.958351238095236
2149 0 0 0 0 0 0 0.956508952380952
2150 0 0 0 0 0 0 0.954666666666667
2151 0 0 0 0 0 0 0.954666666666667
2152 0 0 0 0 0 0 0.954666666666667
2153 0 0 0 0 0 0 0.954666666666667
2154 0 0 0 0 0 0 0.954666666666667
2155 0 0 0 0 0 0 0.954666666666667
2156 0 0 0 0 0 0 0.954666666666667
2157 0 0 0 0 0 0 0.954666666666667
2158 0 0 0 0 0 0 0.95424380952382
2159 0 0 0 0 0 0 0.951940952380963
2160 0 0 0 0 0 0 0.949638095238106
2161 0 0 0 0 0 0 0.947335238095249
2162 0 0 0 0 0 0 0.946666666666667
2163 0 0 0 0 0 0 0.946666666666667
2164 0 0 0 0 0 0 0.946666666666667
2165 0 0 0 0 0 0 0.946666666666667
2166 0 0 0 0 0 0 0.946666666666667
2167 0 0 0 0 0 0 0.946666666666667
2168 0 0 0 0 0 0 0.946666666666667
2169 0 0 0 0 0 0 0.947446349206351
2170 0 0 0 0 0 0 0.94846984126984
2171 0 0 0 0 0 0 0.949213333333337
2172 0 0 0 0 0 0 0.948445714285716
2173 0 0 0 0 0 0 0.947678095238095
2174 0 0 0 0 0 0 0.946910476190473
2175 0 0 0 0 0 0 0.948063492063498
2176 0 0 0 0 0 0 0.950110476190476
2177 0 0 0 0 0 0 0.952
2178 0 0 0 0 0 0 0.952
2179 0 0 0 0 0 0 0.952
2180 0 0 0 0 0 0 0.952
2181 0 0 0 0 0 0 0.952
2182 0 0 0 0 0 0 0.952
2183 0 0 0 0 0 0 0.953772698412702
2184 0 0 0 0 0 0 0.955819682539687
2185 0 0 0 0 0 0 0.957866666666673
2186 0 0 0 0 0 0 0.959913650793659
2187 0 0 0 0 0 0 0.961960634920645
2188 0 0 0 0 0 0 0.963169523809528
2189 0 0 0 0 0 0 0.963937142857147
2190 0 0 0 0 0 0 0.964704761904766
2191 0 0 0 0 0 0 0.965333333333334
2192 0 0 0 0 0 0 0.965333333333334
2193 0 0 0 0 0 0 0.965333333333334
2194 0 0 0 0 0 0 0.965333333333334
2195 0 0 0 0 0 0 0.965333333333334
2196 0 0 0 0 0 0 0.965333333333334
2197 0 0 0 0 0 0 0.965333333333334
2198 0 0 0 0 0 0 0.965333333333334
2199 0 0 0 0 0 0 0.965333333333334
2200 0 0 0 0 0 0 0.965714285714284
2201 0 0 0 0 0 0 0.966481904761903
2202 0 0 0 0 0 0 0.967249523809522
2203 0 0 0 0 0 0 0.968000000000001
2204 0 0 0 0 0 0 0.968000000000001
2205 0 0 0 0 0 0 0.968000000000001
2206 0 0 0 0 0 0 0.968000000000001
2207 0 0 0 0 0 0 0.96757904761905
2208 0 0 0 0 0 0 0.966811428571429
2209 0 0 0 0 0 0 0.966043809523808
2210 0 0 0 0 0 0 0.965241904761899
2211 0 0 0 0 0 0 0.96401371428571
2212 0 0 0 0 0 0 0.96278552380952
2213 0 0 0 0 0 0 0.961557333333331
2214 0 0 0 0 0 0 0.960329142857141
2215 0 0 0 0 0 0 0.958876190476189
2216 0 0 0 0 0 0 0.957340952380951
2217 0 0 0 0 0 0 0.955805714285713
2218 0 0 0 0 0 0 0.954508190476191
2219 0 0 0 0 0 0 0.953894095238096
2220 0 0 0 0 0 0 0.953280000000001
2221 0 0 0 0 0 0 0.952665904761906
2222 0 0 0 0 0 0 0.952051809523811
2223 0 0 0 0 0 0 0.951437714285715
2224 0 0 0 0 0 0 0.950823619047619
2225 0 0 0 0 0 0 0.950209523809523
2226 0 0 0 0 0 0 0.949595428571427
2227 0 0 0 0 0 0 0.948893333333331
2228 0 0 0 0 0 0 0.948125714285712
2229 0 0 0 0 0 0 0.947358095238093
2230 0 0 0 0 0 0 0.946666666666667
2231 0 0 0 0 0 0 0.946666666666667
2232 0 0 0 0 0 0 0.946666666666667
2233 0 0 0 0 0 0 0.946666666666667
2234 0 0 0 0 0 0 0.946666666666667
2235 0 0 0 0 0 0 0.946666666666667
2236 0 0 0 0 0 0 0.946681904761909
2237 0 0 0 0 0 0 0.947449523809528
2238 0 0 0 0 0 0 0.948217142857147
2239 0 0 0 0 0 0 0.948984761904766
2240 0 0 0 0 0 0 0.951009523809531
2241 0 0 0 0 0 0 0.954079999999998
2242 0 0 0 0 0 0 0.955908571428573
2243 0 0 0 0 0 0 0.957406984126987
2244 0 0 0 0 0 0 0.958430476190476
2245 0 0 0 0 0 0 0.959453968253965
2246 0 0 0 0 0 0 0.960954920634912
2247 0 0 0 0 0 0 0.963001904761898
2248 0 0 0 0 0 0 0.965048888888884
2249 0 0 0 0 0 0 0.967977142857142
2250 0 0 0 0 0 0 0.971047619047624
2251 0 0 0 0 0 0 0.974118095238091
2252 0 0 0 0 0 0 0.976
2253 0 0 0 0 0 0 0.976
2254 0 0 0 0 0 0 0.976
2255 0 0 0 0 0 0 0.978399999999998
2256 0 0 0 0 0 0 0.981470476190476
2257 0 0 0 0 0 0 0.984540952380955
2258 0 0 0 0 0 0 0.98761142857144
2259 0 0 0 0 0 0 0.989782857142861
2260 0 0 0 0 0 0 0.990806349206351
2261 0 0 0 0 0 0 0.99182984126984
2262 0 0 0 0 0 0 0.992853333333332
2263 0 0 0 0 0 0 0.993876825396824
2264 0 0 0 0 0 0 0.995017142857143
2265 0 0 0 0 0 0 0.996552380952385
2266 0 0 0 0 0 0 0.997710476190479
2267 0 0 0 0 0 0 0.998478095238098
2268 0 0 0 0 0 0 0.999245714285717
2269 0 0 0 0 0 0 0.99998222222222
2270 0 0 0 0 0 0 0.998958730158727
2271 0 0 0 0 0 0 0.997935238095234
2272 0 0 0 0 0 0 0.996911746031743
2273 0 0 0 0 0 0 0.995888253968254
2274 0 0 0 0 0 0 0.994864761904765
2275 0 0 0 0 0 0 0.993428571428577
2276 0 0 0 0 0 0 0.991893333333339
2277 0 0 0 0 0 0 0.990358095238101
2278 0 0 0 0 0 0 0.98831238095239
2279 0 0 0 0 0 0 0.985241904761906
2280 0 0 0 0 0 0 0.983390476190475
2281 0 0 0 0 0 0 0.982366984126983
2282 0 0 0 0 0 0 0.98134349206349
2283 0 0 0 0 0 0 0.97930666666666
2284 0 0 0 0 0 0 0.977259682539675
