# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6557.952136 1.005671 0.004632 1.2563 233.6 1.817 0.265 MTOTR0001188112
6557.952517 1.004114 0.004643 1.2559 240.2 1.704 0.166 MTOTR0001188113
6557.953668 1.004706 0.004748 1.2549 303.4 -1.274 0.335 MTOTR0001188116
6557.954049 1.002429 0.004660 1.2545 245.4 -0.145 0.250 MTOTR0001188117
6557.954436 0.995429 0.004645 1.2542 260.0 2.752 0.304 MTOTR0001188118
6557.954816 0.999009 0.004645 1.2538 271.3 2.902 0.353 MTOTR0001188119
6557.955201 0.991777 0.004636 1.2535 288.6 2.552 0.408 MTOTR0001188120
6557.955582 1.003598 0.004601 1.2532 265.8 3.252 0.273 MTOTR0001188121
6557.955969 0.994419 0.004604 1.2529 237.4 1.271 0.373 MTOTR0001188122
6557.956349 0.998635 0.004624 1.2526 238.9 -0.944 0.561 MTOTR0001188123
6557.956734 1.000553 0.004628 1.2523 240.2 -0.552 0.354 MTOTR0001188124
6557.957115 0.992555 0.004580 1.2520 240.5 0.995 0.227 MTOTR0001188125
6557.957502 0.995736 0.004555 1.2517 237.9 1.624 0.417 MTOTR0001188126
6557.957882 0.994634 0.004554 1.2514 238.3 1.342 0.483 MTOTR0001188127
6557.958268 0.994229 0.004563 1.2511 239.7 2.180 0.193 MTOTR0001188128
6557.958648 0.994083 0.004599 1.2509 303.6 1.416 0.095 MTOTR0001188129
6557.959034 0.994977 0.004583 1.2506 241.4 -1.093 0.405 MTOTR0001188130
6557.959414 0.995359 0.004558 1.2504 269.2 -1.369 0.320 MTOTR0001188131
6557.959800 1.000000 0.004599 1.2502 242.8 1.788 -0.119 MTOTR0001188132
6557.960181 1.000768 0.004555 1.2499 275.2 2.886 0.034 MTOTR0001188133
6557.960567 1.001525 0.004530 1.2497 272.1 2.507 -0.010 MTOTR0001188134
6557.960947 0.986888 0.004492 1.2495 268.7 2.379 -0.067 MTOTR0001188135
6557.961333 0.999862 0.004524 1.2493 268.6 2.271 -0.009 MTOTR0001188136
6557.961714 0.990292 0.004521 1.2491 268.1 0.298 0.140 MTOTR0001188137
6557.962100 0.994610 0.004491 1.2489 268.1 -0.958 0.025 MTOTR0001188138
6557.962480 0.995843 0.004469 1.2487 234.3 0.269 -0.004 MTOTR0001188139
6557.962867 0.995163 0.004457 1.2485 231.9 1.833 -0.084 MTOTR0001188140
6557.963247 1.003512 0.004466 1.2484 260.2 1.640 0.157 MTOTR0001188141
6557.963632 0.990511 0.004450 1.2482 233.1 1.932 0.053 MTOTR0001188142
6557.964013 0.994772 0.004450 1.2481 262.8 2.382 0.092 MTOTR0001188143
6557.964400 0.994168 0.004468 1.2479 235.2 0.567 0.081 MTOTR0001188144
6557.964780 1.002336 0.004466 1.2478 264.8 -1.389 0.242 MTOTR0001188145
6557.965166 0.987686 0.004447 1.2476 236.0 0.056 0.335 MTOTR0001188146
6557.965546 0.991071 0.004499 1.2475 266.9 2.228 0.032 MTOTR0001188147
6557.965933 0.990269 0.004499 1.2474 243.4 2.591 0.052 MTOTR0001188148
6557.966313 0.990038 0.004572 1.2473 251.4 2.426 -0.000 MTOTR0001188149
6557.967078 0.993235 0.004535 1.2471 284.7 1.323 0.127 MTOTR0001188151
6557.967464 0.990764 0.004563 1.2470 257.7 -0.982 0.140 MTOTR0001188152
6557.967844 0.992889 0.004550 1.2469 259.5 -0.441 0.153 MTOTR0001188153
6557.968230 0.992299 0.004535 1.2469 292.1 1.116 0.023 MTOTR0001188154
6557.968611 0.985114 0.004488 1.2468 292.7 1.929 -0.006 MTOTR0001188155
6557.968997 0.991939 0.004510 1.2468 294.0 1.245 -0.063 MTOTR0001188156
6557.969377 0.986380 0.004529 1.2467 263.6 2.090 0.061 MTOTR0001188157
6557.969764 0.989142 0.004509 1.2467 265.6 1.342 0.061 MTOTR0001188158
6557.970144 0.993765 0.004544 1.2466 269.1 -1.043 0.168 MTOTR0001188159
6557.970531 0.989432 0.004519 1.2466 270.7 -1.070 0.255 MTOTR0001188160
6557.970911 0.992001 0.004522 1.2466 306.8 0.606 0.133 MTOTR0001188161
6557.971296 0.996006 0.004532 1.2466 307.3 1.601 0.181 MTOTR0001188162
6557.971677 0.988345 0.004522 1.2466 275.2 2.294 0.061 MTOTR0001188163
6557.972064 0.992418 0.004522 1.2466 277.4 2.632 0.186 MTOTR0001188164
6557.972444 0.987464 0.004507 1.2466 313.8 2.233 0.298 MTOTR0001188165
6557.972829 0.984106 0.004503 1.2466 279.6 -0.073 0.326 MTOTR0001188166
6557.973210 0.987171 0.004517 1.2466 316.0 -0.434 0.067 MTOTR0001188167
6557.973596 0.986895 0.004499 1.2467 281.6 1.059 0.003 MTOTR0001188168
6557.973976 0.990639 0.004497 1.2467 284.2 2.371 -0.055 MTOTR0001188169
6557.974362 0.983245 0.004476 1.2467 320.9 2.237 -0.010 MTOTR0001188170
6557.974743 0.995389 0.004519 1.2468 286.0 2.010 -0.086 MTOTR0001188171
6557.975129 0.985316 0.004488 1.2469 285.6 2.268 -0.012 MTOTR0001188172
6557.975509 0.990200 0.004537 1.2469 286.6 -0.166 0.095 MTOTR0001188173
6557.975895 0.988563 0.004499 1.2470 287.8 -1.711 0.087 MTOTR0001188174
6557.976276 0.981238 0.004478 1.2471 323.2 -0.592 0.042 MTOTR0001188175
6557.976662 0.986995 0.004480 1.2472 323.2 0.958 -0.095 MTOTR0001188176
6557.977042 0.992748 0.004516 1.2473 322.5 1.109 0.081 MTOTR0001188177
6557.977427 0.983978 0.004478 1.2474 324.5 0.790 -0.026 MTOTR0001188178
6557.977808 0.988114 0.004494 1.2475 326.8 1.267 -0.023 MTOTR0001188179
6557.978194 0.985542 0.004513 1.2476 292.4 -0.561 0.042 MTOTR0001188180
6557.978574 0.994548 0.004544 1.2478 330.7 -2.729 0.101 MTOTR0001188181
6557.978961 0.990726 0.004557 1.2479 329.5 -0.253 0.048 MTOTR0001188182
6557.979341 0.984501 0.004497 1.2480 293.2 1.499 0.100 MTOTR0001188183
6557.979727 0.990817 0.004517 1.2482 294.7 1.794 0.123 MTOTR0001188184
6557.980107 0.989992 0.004519 1.2483 294.6 1.485 0.038 MTOTR0001188185
6557.980493 0.987460 0.004499 1.2485 296.1 1.841 -0.049 MTOTR0001188186
6557.980874 0.982304 0.004536 1.2487 296.2 0.603 0.135 MTOTR0001188187
6557.981261 0.989877 0.004536 1.2489 334.4 -1.675 0.066 MTOTR0001188188
6557.981640 0.987708 0.004526 1.2491 298.8 -1.736 0.087 MTOTR0001188189
6557.982026 0.980311 0.004513 1.2493 300.9 -0.112 0.104 MTOTR0001188190
