# Aperture radius = 15.5 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#            BJD_TDB               F_sci             e_F_sci               F_ref             e_F_ref               Pos_X               Pos_Y              FWHM_X              FWHM_Y                Airm              RotAng
    2456855.48725549        4.954430E+06        2.294544E+03        8.203410E+06        2.946646E+03       -2.981455E-03        1.472748E+00       -4.229131E-01        3.030321E+00        1.400347E+00        4.380043E+01
    2456855.48754409        4.959132E+06        2.295627E+03        8.200621E+06        2.946224E+03       -1.977094E-01        9.183350E-01        4.271412E-02        3.028506E+00        1.398628E+00        4.379170E+01
    2456855.48810391        4.957496E+06        2.295306E+03        8.208742E+06        2.947647E+03        4.723140E-02        1.230652E+00       -5.041647E-01        3.242751E+00        1.395355E+00        4.377359E+01
    2456855.48838755        4.959279E+06        2.295682E+03        8.199996E+06        2.946103E+03       -1.187652E-01        9.423218E-01       -2.550626E-01        3.145744E+00        1.393731E+00        4.376384E+01
    2456855.48867106        4.956489E+06        2.295010E+03        8.205436E+06        2.947066E+03       -4.879445E-02        1.305054E+00        8.329153E-02        3.182766E+00        1.392048E+00        4.375367E+01
    2456855.48895482        4.949252E+06        2.292536E+03        8.209047E+06        2.947681E+03       -4.592729E-01        9.289551E-01       -8.151627E-02        3.608326E+00        1.390440E+00        4.374319E+01
    2456855.48923878        4.955010E+06        2.294727E+03        8.199752E+06        2.946086E+03        1.647378E-02        1.108826E+00        1.748776E-01        3.491379E+00        1.388775E+00        4.373224E+01
    2456855.48952217        4.954515E+06        2.294582E+03        8.195988E+06        2.945414E+03       -1.616632E-01        8.310547E-01        6.928396E-02        3.210054E+00        1.387183E+00        4.372092E+01
    2456855.48980593        4.957968E+06        2.295489E+03        8.200834E+06        2.946302E+03       -1.485130E-01        9.450684E-01       -8.160114E-03        3.410917E+00        1.385534E+00        4.370921E+01
    2456855.49008949        4.957985E+06        2.295406E+03        8.207475E+06        2.947349E+03       -9.552002E-02        1.414886E+00       -2.019229E-01        3.156331E+00        1.383962E+00        4.369704E+01
    2456855.49037327        4.964435E+06        2.296784E+03        8.207769E+06        2.947497E+03       -1.977069E-01        1.282898E+00        1.110512E+00        3.398042E+00        1.382330E+00        4.368453E+01
    2456855.49065704        4.959924E+06        2.295779E+03        8.205859E+06        2.947087E+03       -1.498997E-02        1.395325E+00        9.895349E-01        3.173209E+00        1.380706E+00        4.367154E+01
    2456855.49094234        4.962910E+06        2.296423E+03        8.212321E+06        2.948315E+03        1.755375E-02        1.067871E+00        4.925079E-01        3.084973E+00        1.379155E+00        4.365818E+01
    2456855.49122611        4.961131E+06        2.296082E+03        8.210755E+06        2.948036E+03       -1.649773E-02        1.216187E+00        9.400692E-01        3.139756E+00        1.377548E+00        4.364440E+01
    2456855.49150952        4.958601E+06        2.295353E+03        8.203822E+06        2.946805E+03        1.082586E-02        9.440918E-01       -1.646104E-01        2.817238E+00        1.376012E+00        4.363030E+01
