# Aperture radius = 15.5 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#            BJD_TDB               F_sci             e_F_sci               F_ref             e_F_ref               Pos_X               Pos_Y              FWHM_X              FWHM_Y                Airm              RotAng
    2456855.48725549        2.248577E+06        1.541428E+03        3.626167E+06        1.955944E+03       -2.981455E-03        6.029663E-01       -4.229131E-01        2.805324E+00        1.400347E+00        4.380043E+01
    2456855.48754409        2.249808E+06        1.541837E+03        3.628251E+06        1.956505E+03       -1.977094E-01        7.818604E-02        4.271412E-02        2.893694E+00        1.398628E+00        4.379170E+01
    2456855.48810391        2.249788E+06        1.541892E+03        3.627614E+06        1.956306E+03        4.723140E-02        3.718872E-01       -5.041647E-01        2.970785E+00        1.395355E+00        4.377359E+01
    2456855.48838755        2.248060E+06        1.541264E+03        3.624483E+06        1.955506E+03       -1.187652E-01        1.091614E-01       -2.550626E-01        2.857070E+00        1.393731E+00        4.376384E+01
    2456855.48867106        2.247687E+06        1.541176E+03        3.626285E+06        1.955974E+03       -4.879445E-02        4.543762E-01        8.329153E-02        2.907173E+00        1.392048E+00        4.375367E+01
    2456855.48895482        2.245351E+06        1.540645E+03        3.626573E+06        1.956025E+03       -4.592729E-01        6.130981E-02       -8.151627E-02        3.310296E+00        1.390440E+00        4.374319E+01
    2456855.48923878        2.245178E+06        1.540287E+03        3.617044E+06        1.953482E+03        1.647378E-02        2.563782E-01        1.748776E-01        3.221660E+00        1.388775E+00        4.373224E+01
    2456855.48952217        2.242936E+06        1.539469E+03        3.618502E+06        1.953941E+03       -1.616632E-01       -6.896973E-03        6.928396E-02        2.965792E+00        1.387183E+00        4.372092E+01
    2456855.48980593        2.245749E+06        1.540517E+03        3.619951E+06        1.954270E+03       -1.485130E-01        1.058960E-01       -8.160114E-03        3.192228E+00        1.385534E+00        4.370921E+01
    2456855.49008949        2.249735E+06        1.541821E+03        3.619640E+06        1.954153E+03       -9.552002E-02        5.832825E-01       -2.019229E-01        2.866085E+00        1.383962E+00        4.369704E+01
