# Aperture radius = 15.5 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#            BJD_TDB               F_sci             e_F_sci               F_ref             e_F_ref               Pos_X               Pos_Y              FWHM_X              FWHM_Y                Airm              RotAng
    2456855.48725549        1.881438E+06        1.412228E+03        3.029072E+06        1.789524E+03       -2.981455E-03        1.361328E+00       -4.229131E-01        2.983801E+00        1.400347E+00        4.380043E+01
    2456855.48754409        1.880330E+06        1.411800E+03        3.027621E+06        1.789012E+03       -1.977094E-01        8.144531E-01        4.271412E-02        3.037910E+00        1.398628E+00        4.379170E+01
    2456855.48810391        1.881495E+06        1.412308E+03        3.034831E+06        1.791142E+03        4.723140E-02        1.120270E+00       -5.041647E-01        3.156897E+00        1.395355E+00        4.377359E+01
    2456855.48838755        1.883531E+06        1.413112E+03        3.033404E+06        1.790709E+03       -1.187652E-01        8.374939E-01       -2.550626E-01        3.063461E+00        1.393731E+00        4.376384E+01
    2456855.48867106        1.880717E+06        1.412154E+03        3.032838E+06        1.790598E+03       -4.879445E-02        1.195984E+00        8.329153E-02        3.112359E+00        1.392048E+00        4.375367E+01
    2456855.48895482        1.880944E+06        1.412283E+03        3.034292E+06        1.790905E+03       -4.592729E-01        8.349915E-01       -8.151627E-02        3.571952E+00        1.390440E+00        4.374319E+01
    2456855.48923878        1.880018E+06        1.411915E+03        3.024177E+06        1.788052E+03        1.647378E-02        1.011292E+00        1.748776E-01        3.401259E+00        1.388775E+00        4.373224E+01
    2456855.48952217        1.877466E+06        1.410756E+03        3.025832E+06        1.788488E+03       -1.616632E-01        7.232361E-01        6.928396E-02        3.160298E+00        1.387183E+00        4.372092E+01
    2456855.48980593        1.881769E+06        1.412337E+03        3.028599E+06        1.789340E+03       -1.485130E-01        8.279114E-01       -8.160114E-03        3.387393E+00        1.385534E+00        4.370921E+01
    2456855.49008949        1.884188E+06        1.413358E+03        3.029587E+06        1.789623E+03       -9.552002E-02        1.307526E+00       -2.019229E-01        3.058565E+00        1.383962E+00        4.369704E+01
    2456855.49037327        1.881913E+06        1.412568E+03        3.033310E+06        1.790744E+03       -1.977069E-01        1.183685E+00        1.110512E+00        3.330570E+00        1.382330E+00        4.368453E+01
    2456855.49065704        1.882563E+06        1.412737E+03        3.029309E+06        1.789512E+03       -1.498997E-02        1.285736E+00        9.895349E-01        3.105508E+00        1.380706E+00        4.367154E+01
    2456855.49094234        1.885100E+06        1.413658E+03        3.038803E+06        1.792330E+03        1.755375E-02        9.683838E-01        4.925079E-01        2.986294E+00        1.379155E+00        4.365818E+01
    2456855.49122611        1.882987E+06        1.412948E+03        3.034824E+06        1.791164E+03       -1.649773E-02        1.123993E+00        9.400692E-01        3.032591E+00        1.377548E+00        4.364440E+01
    2456855.49150952        1.884740E+06        1.413583E+03        3.031957E+06        1.790337E+03        1.082586E-02        8.341675E-01       -1.646104E-01        2.818136E+00        1.376012E+00        4.363030E+01
    2456855.49179309        1.883351E+06        1.413015E+03        3.030560E+06        1.789871E+03       -2.408340E-02        1.020355E+00       -4.583430E-01        3.023378E+00        1.374421E+00        4.361582E+01
    2456855.49207663        1.882265E+06        1.412605E+03        3.037683E+06        1.792021E+03       -3.126330E-01        1.133545E+00       -4.464035E-01        3.119190E+00        1.372901E+00        4.360087E+01
    2456855.49236040        1.883006E+06        1.412891E+03        3.036666E+06        1.791802E+03       -1.061930E-01        9.926758E-01        1.268306E+00        3.378685E+00        1.371327E+00        4.358539E+01
    2456855.49264379        1.883028E+06        1.412939E+03        3.038598E+06        1.792267E+03        6.386384E-02        8.278809E-01       -6.614223E-01        3.212305E+00        1.369823E+00        4.356969E+01
    2456855.49292755        1.880141E+06        1.411840E+03        3.036579E+06        1.791695E+03       -2.056197E-01        9.323730E-01       -2.395482E-01        3.072050E+00        1.368264E+00        4.355342E+01
    2456855.49321095        1.884254E+06        1.413283E+03        3.036984E+06        1.791808E+03        4.144069E-02        9.577026E-01       -1.996818E-01        3.163103E+00        1.366776E+00        4.353686E+01
    2456855.49349452        1.881248E+06        1.412270E+03        3.036226E+06        1.791581E+03       -2.227045E-02        1.141022E+00        1.225479E+00        3.209913E+00        1.365234E+00        4.351990E+01
    2456855.49377789        1.882373E+06        1.412841E+03        3.034657E+06        1.791097E+03       -2.978637E-01        8.973389E-01        1.010111E+00        3.332185E+00        1.363760E+00        4.350243E+01
    2456855.49406146        1.882850E+06        1.412809E+03        3.035835E+06        1.791456E+03        2.337543E-01        1.051575E+00       -7.242346E-02        3.089427E+00        1.362234E+00        4.348456E+01
    2456855.49434508        1.884764E+06        1.413660E+03        3.034737E+06        1.791142E+03       -5.524070E-01        1.057129E+00        1.089043E+00        3.218063E+00        1.360775E+00        4.346630E+01
    2456855.49462883        1.882990E+06        1.412970E+03        3.042081E+06        1.793256E+03        1.612104E-01        1.294159E+00        5.185671E-01        3.344544E+00        1.359264E+00        4.344765E+01
    2456855.49491026        1.884553E+06        1.413487E+03        3.033513E+06        1.790771E+03       -2.149058E-03        7.207947E-01        1.793971E-01        3.256170E+00        1.357821E+00        4.342857E+01
    2456855.49519402        1.886072E+06        1.413905E+03        3.033642E+06        1.790794E+03       -2.510664E-01        8.470154E-01       -5.542006E-01        3.234629E+00        1.356385E+00        4.340898E+01
    2456855.49547933        1.883569E+06        1.413117E+03        3.038328E+06        1.792224E+03       -5.153668E-01        1.312439E+00       -1.642427E-01        3.451766E+00        1.354897E+00        4.338890E+01
    2456855.49576291        1.883791E+06        1.413189E+03        3.039510E+06        1.792497E+03        1.423525E-01        6.767273E-01       -1.743350E-01        3.280996E+00        1.353417E+00        4.336852E+01
    2456855.49604647        1.883307E+06        1.413076E+03        3.037828E+06        1.792037E+03       -8.650456E-02        1.129791E+00       -5.512333E-02        3.098020E+00        1.352003E+00        4.334764E+01
    2456855.49633005        1.886768E+06        1.414453E+03        3.038795E+06        1.792346E+03        7.869482E-02        1.146515E+00       -2.795935E-02        3.421040E+00        1.350538E+00        4.332649E+01
    2456855.49661364        1.885622E+06        1.414034E+03        3.041150E+06        1.793031E+03        3.227402E-02        1.096466E+00        8.413081E-01        3.048580E+00        1.349139E+00        4.330463E+01
    2456855.49689722        1.885395E+06        1.413886E+03        3.045464E+06        1.794314E+03       -1.404771E-01        1.084259E+00        9.530687E-02        3.227874E+00        1.347689E+00        4.328265E+01
    2456855.49717888        1.886971E+06        1.414497E+03        3.038745E+06        1.792280E+03       -1.467055E-01        7.925720E-01        1.547275E-01        3.123401E+00        1.346304E+00        4.326016E+01
    2456855.49746245        1.884457E+06        1.413466E+03        3.041713E+06        1.793159E+03       -8.072161E-02        9.821167E-01        1.923170E-01        3.351487E+00        1.344927E+00        4.323699E+01
    2456855.49774619        1.888227E+06        1.414867E+03        3.041496E+06        1.793114E+03        3.240835E-01        1.193085E+00        9.073973E-02        3.222408E+00        1.343499E+00        4.321366E+01
    2456855.49802977        1.883254E+06        1.413057E+03        3.043082E+06        1.793588E+03       -2.959404E-01        1.108673E+00       -1.770287E-01        3.489567E+00        1.342079E+00        4.318972E+01
    2456855.49831488        1.888231E+06        1.414984E+03        3.041322E+06        1.793157E+03       -3.101455E-01        1.271576E+00       -1.093919E+00        3.091575E+00        1.340723E+00        4.316530E+01
    2456855.49859865        1.885581E+06        1.413702E+03        3.037844E+06        1.792066E+03       -2.704008E-01        6.894226E-01        1.105583E+00        3.373619E+00        1.339318E+00        4.314056E+01
    2456855.49888030        1.884194E+06        1.413406E+03        3.046263E+06        1.794596E+03       -2.839073E-01        1.108490E+00       -4.503870E-02        3.469245E+00        1.337976E+00        4.311546E+01
    2456855.49916406        1.885376E+06        1.413798E+03        3.039574E+06        1.792513E+03       -4.321219E-02        1.121490E+00       -3.024125E-01        3.223027E+00        1.336586E+00        4.308969E+01
    2456855.49945150        1.885559E+06        1.413935E+03        3.042025E+06        1.793275E+03       -4.026712E-01        1.312836E+00       -6.057262E-02        3.855738E+00        1.335257E+00        4.306327E+01
    2456855.49973527        1.888190E+06        1.414888E+03        3.043402E+06        1.793759E+03       -2.403770E-01        6.199951E-01        1.092203E+00        3.464217E+00        1.333882E+00        4.303677E+01
    2456855.50001884        1.883310E+06        1.412961E+03        3.039670E+06        1.792523E+03       -3.537621E-02        9.350586E-01        4.800129E-02        3.291360E+00        1.332567E+00        4.300969E+01
    2456855.50030282        1.888795E+06        1.415189E+03        3.042962E+06        1.793564E+03       -3.438350E-01        9.945984E-01       -1.323314E-01        3.687055E+00        1.331205E+00        4.298220E+01
    2456855.50058657        1.888056E+06        1.414888E+03        3.044074E+06        1.793968E+03        8.331066E-02        1.571686E+00       -4.379482E-01        4.007557E+00        1.329905E+00        4.295434E+01
    2456855.50087014        1.888076E+06        1.414922E+03        3.043572E+06        1.793739E+03       -8.083132E-01        1.249207E+00       -4.556074E-01        4.072968E+00        1.328556E+00        4.292590E+01
    2456855.50115371        1.883391E+06        1.413148E+03        3.040887E+06        1.792945E+03        2.976094E-01        9.139404E-01       -3.552904E-01        4.537480E+00        1.327270E+00        4.289712E+01
    2456855.50143767        1.889747E+06        1.415510E+03        3.046442E+06        1.794592E+03       -2.996558E-01        8.631897E-01       -4.587297E-01        3.849413E+00        1.325937E+00        4.286771E+01
    2456855.50172163        1.888055E+06        1.414865E+03        3.049462E+06        1.795472E+03       -1.138470E-01        1.102203E+00       -1.516051E-01        3.661709E+00        1.324664E+00        4.283776E+01
    2456855.50200540        1.885066E+06        1.413800E+03        3.049205E+06        1.795427E+03       -1.634664E-01        9.288330E-01        3.325176E-02        3.788204E+00        1.323344E+00        4.280768E+01
    2456855.50228917        1.889315E+06        1.415269E+03        3.045577E+06        1.794362E+03       -1.290172E-01        1.100311E+00        2.060139E+00        3.168275E+00        1.322032E+00        4.277686E+01
    2456855.50257447        1.890807E+06        1.416058E+03        3.045854E+06        1.794389E+03        5.381243E-01        1.299133E+00        5.284152E-01        3.507507E+00        1.320782E+00        4.274556E+01
    2456855.50285824        1.889478E+06        1.415296E+03        3.049894E+06        1.795581E+03        1.331615E-01        1.054260E+00        2.082356E+00        3.267727E+00        1.319483E+00        4.271385E+01
