# Aperture radius = 15.5 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#          Lambda(A)                Flux
       7126.41453906        9.746509E+04
       7128.95067187        9.517196E+04
       7131.48778125        9.329678E+04
       7134.02635547        9.408781E+04
       7136.56346484        9.610354E+04
       7139.10106250        9.650190E+04
       7141.63963672        9.605147E+04
       7144.17821094        9.541289E+04
       7146.71825000        9.559788E+04
       7149.25828906        9.685349E+04
       7151.79930469        9.872536E+04
       7154.33983203        1.004088E+05
       7156.88133594        1.011285E+05
       7159.42381641        1.011910E+05
       7161.96580859        1.010667E+05
       7164.50877734        1.010245E+05
       7167.05174609        1.011431E+05
       7169.59569141        1.012936E+05
       7172.14061328        1.011906E+05
       7174.68455859        1.011356E+05
       7177.22996875        1.009242E+05
       7179.77537891        1.005400E+05
       7182.32127734        9.987215E+04
       7184.86864062        9.929652E+04
       7187.41502734        9.933182E+04
       7189.96287891        1.001228E+05
       7192.51073047        1.007475E+05
       7195.05955859        1.004489E+05
       7197.60692187        9.932839E+04
       7200.15721484        9.829174E+04
       7202.70701953        9.774526E+04
       7205.25731250        9.836215E+04
       7207.80858203        1.000429E+05
       7210.35838672        1.020636E+05
       7212.91063281        1.041981E+05
       7215.46287891        1.057819E+05
       7218.01463672        1.068174E+05
       7220.56883594        1.074268E+05
       7223.12108203        1.076560E+05
       7225.67576953        1.076345E+05
       7228.23045703        1.074650E+05
       7230.78465625        1.071289E+05
       7233.34080859        1.069635E+05
       7235.89598437        1.068117E+05
       7238.45311328        1.065599E+05
       7241.00926562        1.063948E+05
       7243.56639453        1.067798E+05
       7246.12401172        1.073992E+05
       7248.68260547        1.078533E+05
       7251.24119922        1.082225E+05
       7253.79979297        1.086637E+05
       7256.35936328        1.093577E+05
       7258.91893359        1.099160E+05
       7261.47948047        1.103034E+05
       7264.04100391        1.107032E+05
       7266.60203906        1.111801E+05
       7269.16453906        1.114852E+05
       7271.72606250        1.115736E+05
       7274.28856250        1.117205E+05
       7276.85203906        1.122144E+05
       7279.41551562        1.127919E+05
       7281.98045703        1.130931E+05
       7284.54442187        1.127269E+05
       7287.10887500        1.122104E+05
       7289.67479297        1.121238E+05
       7292.24071094        1.127681E+05
       7294.80760547        1.136552E+05
       7297.37401172        1.142857E+05
       7299.94090625        1.142483E+05
       7302.50877734        1.140432E+05
       7305.07664844        1.140303E+05
       7307.64598437        1.142020E+05
       7310.21434375        1.146987E+05
       7312.78465625        1.151542E+05
       7315.35399219        1.153784E+05
       7317.92430469        1.151872E+05
       7320.49510547        1.143362E+05
       7323.06639453        1.136766E+05
       7325.63817187        1.137881E+05
       7328.20994922        1.148771E+05
       7330.78221484        1.164756E+05
       7333.35545703        1.176843E+05
       7335.92918750        1.181902E+05
       7338.50340625        1.181241E+05
       7341.07664844        1.176953E+05
       7343.65184375        1.173338E+05
       7346.22703906        1.170294E+05
       7348.80272266        1.164401E+05
       7351.37889453        1.153069E+05
       7353.95555469        1.143557E+05
       7356.53221484        1.139969E+05
       7359.10936328        1.144153E+05
       7361.68700000        1.155718E+05
       7364.26610156        1.169640E+05
       7366.84422656        1.183673E+05
       7369.42430469        1.195896E+05
       7372.00340625        1.201167E+05
       7374.58299609        1.203150E+05
       7377.16405078        1.203190E+05
       7379.74412891        1.198820E+05
       7382.32664844        1.189559E+05
       7384.90770312        1.179456E+05
       7387.49022266        1.175645E+05
       7390.07323047        1.176280E+05
       7392.65575000        1.178331E+05
       7395.23973437        1.176688E+05
       7397.82371875        1.176457E+05
       7400.40770312        1.180983E+05
       7402.99315234        1.185916E+05
       7405.57908984        1.188314E+05
       7408.16502734        1.187268E+05
       7410.75096484        1.186061E+05
       7413.33787891        1.186499E+05
       7415.92381641        1.187481E+05
       7418.51219531        1.188682E+05
       7421.09959766        1.191586E+05
       7423.68846484        1.197965E+05
       7426.27733203        1.206170E+05
       7428.86619922        1.211982E+05
       7431.45701953        1.214219E+05
       7434.04686328        1.213427E+05
       7436.63719531        1.209159E+05
       7439.22899219        1.202711E+05
       7441.81981250        1.195658E+05
       7444.41209766        1.195076E+05
       7447.00438281        1.201640E+05
       7449.59715625        1.210521E+05
       7452.18944141        1.216009E+05
       7454.78367969        1.213302E+05
       7457.37791797        1.202348E+05
       7459.97215625        1.195966E+05
       7462.56785937        1.198521E+05
       7465.16356250        1.206603E+05
       7467.75975391        1.217058E+05
       7470.35594531        1.221677E+05
       7472.95213672        1.223359E+05
       7475.55028125        1.224888E+05
       7478.14744922        1.226680E+05
       7480.74510547        1.225347E+05
       7483.34422656        1.220602E+05
       7485.94432422        1.211919E+05
       7488.54246875        1.200709E+05
       7491.14305469        1.192808E+05
       7493.74315234        1.195236E+05
       7496.34422656        1.204830E+05
       7498.94530078        1.215756E+05
       7501.54686328        1.217236E+05
       7504.14842578        1.209743E+05
       7506.75096484        1.204043E+05
       7509.35448047        1.206418E+05
       7511.95848437        1.215349E+05
       7514.56248828        1.225919E+05
       7517.16551562        1.229780E+05
       7519.77098437        1.227385E+05
       7522.37645312        1.223316E+05
       7524.98241016        1.220281E+05
       7527.58836719        1.221285E+05
       7530.19432422        1.225990E+05
       7532.80076953        1.231590E+05
       7535.40916797        1.238757E+05
       7538.01707812        1.241580E+05
       7540.62498828        1.240199E+05
       7543.23387500        1.238414E+05
       7545.84276172        1.236671E+05
       7548.45213672        1.234659E+05
       7551.06297656        1.233875E+05
       7553.67332812        1.233272E+05
       7556.28367969        1.234262E+05
       7558.89598437        1.236294E+05
       7561.50780078        1.234327E+05
       7564.12010547        1.229642E+05
       7566.73241016        1.226695E+05
       7569.34569141        1.225789E+05
       7571.95897266        1.226079E+05
       7574.57371875        1.224139E+05
       7577.18748828        1.216895E+05
       7579.80272266        1.200773E+05
       7582.41795703        1.179810E+05
       7585.03367969        1.147161E+05
       7587.64989062        1.073325E+05
       7590.26707812        9.463711E+04
       7592.88426562        7.855148E+04
       7595.50145312        6.095598E+04
       7598.11912891        4.758982E+04
       7600.73778125        4.008408E+04
       7603.35692187        3.758861E+04
       7605.97606250        4.041163E+04
       7608.59569141        4.784676E+04
       7611.21580859        5.866925E+04
       7613.83739062        7.039054E+04
       7616.45799609        7.723732E+04
       7619.07957812        7.684677E+04
       7621.70116016        7.284417E+04
       7624.32323047        6.741722E+04
       7626.94676562        6.504440E+04
       7629.56981250        6.482524E+04
       7632.19432422        6.642282E+04
       7634.81834766        6.885834E+04
       7637.44334766        7.198525E+04
       7640.06737109        7.548308E+04
       7642.69432422        7.905720E+04
       7645.31932422        8.248532E+04
       7647.94578906        8.581891E+04
       7650.57225391        8.854492E+04
       7653.20018359        9.082700E+04
       7655.82713672        9.210792E+04
       7658.45555469        9.249626E+04
       7661.08446094        9.259089E+04
       7663.71385547        9.501501E+04
       7666.34227344        9.885671E+04
       7668.97264453        1.042705E+05
       7671.60350391        1.078020E+05
       7674.23436328        1.101083E+05
       7676.86571094        1.116771E+05
       7679.49705859        1.127502E+05
       7682.12840625        1.137553E+05
       7684.76170703        1.143048E+05
       7687.39451953        1.143751E+05
       7690.02830859        1.134958E+05
       7692.66209766        1.114460E+05
       7695.29686328        1.093169E+05
       7697.93114062        1.092243E+05
       7700.56639453        1.109724E+05
       7703.20213672        1.139316E+05
       7705.83885547        1.152855E+05
       7708.47459766        1.153680E+05
       7711.11180469        1.154025E+05
       7713.74901172        1.157752E+05
       7716.38768359        1.162651E+05
       7719.02537891        1.167599E+05
       7721.66405078        1.169543E+05
       7724.30272266        1.171313E+05
       7726.94285937        1.176970E+05
       7729.58348437        1.182638E+05
       7732.22410937        1.185867E+05
       7734.86522266        1.185223E+05
       7737.50633594        1.181311E+05
       7740.14793750        1.174254E+05
       7742.79002734        1.161937E+05
       7745.43309375        1.149507E+05
       7748.07616016        1.147753E+05
       7750.72020312        1.155230E+05
       7753.36375781        1.165449E+05
       7756.00780078        1.171268E+05
       7758.65330859        1.172541E+05
       7761.29881641        1.172756E+05
       7763.94432422        1.173020E+05
       7766.59080859        1.172909E+05
       7769.23729297        1.173967E+05
       7771.88475391        1.173218E+05
       7774.53221484        1.167100E+05
       7777.18016406        1.159492E+05
       7779.82908984        1.154798E+05
       7782.47752734        1.152987E+05
       7785.12742969        1.152790E+05
       7787.77733203        1.154139E+05
       7790.42723437        1.158258E+05
       7793.07762500        1.159364E+05
       7795.72801562        1.158823E+05
       7798.37987109        1.160203E+05
       7801.03172656        1.163280E+05
       7803.68309375        1.166950E+05
       7806.33543750        1.167491E+05
       7808.98729297        1.168068E+05
       7811.64110156        1.170215E+05
       7814.29442187        1.170648E+05
       7816.94871875        1.168574E+05
       7819.60203906        1.164033E+05
       7822.25682422        1.160907E+05
       7824.91209766        1.153159E+05
       7827.56688281        1.139282E+05
       7830.22215625        1.126682E+05
       7832.87840625        1.123628E+05
       7835.53465625        1.130762E+05
       7838.19139453        1.142465E+05
       7840.84862109        1.152316E+05
       7843.50633594        1.157810E+05
       7846.16356250        1.158251E+05
       7848.82176562        1.157538E+05
       7851.48045703        1.156761E+05
       7854.13963672        1.158540E+05
       7856.79832812        1.161139E+05
       7859.45750781        1.163327E+05
       7862.11815234        1.164177E+05
       7864.77830859        1.162318E+05
       7867.43895312        1.159581E+05
       7870.10008594        1.158430E+05
       7872.76170703        1.158372E+05
       7875.42430469        1.160223E+05
       7878.08641406        1.160507E+05
       7880.74852344        1.159350E+05
       7883.41160937        1.159186E+05
       7886.07420703        1.159513E+05
       7888.73778125        1.160734E+05
       7891.40184375        1.160171E+05
       7894.06688281        1.159082E+05
       7896.73045703        1.156847E+05
       7899.39598437        1.154612E+05
       7902.06151172        1.152083E+05
       7904.72703906        1.147424E+05
       7907.39354297        1.142085E+05
       7910.06102344        1.138791E+05
       7912.72703906        1.139743E+05
       7915.39403125        1.142046E+05
       7918.06248828        1.143697E+05
       7920.72996875        1.143191E+05
       7923.39842578        1.141256E+05
       7926.06785937        1.139323E+05
       7928.73680469        1.135830E+05
       7931.40623828        1.127032E+05
       7934.07664844        1.118285E+05
       7936.74608203        1.112449E+05
       7939.41698047        1.108121E+05
       7942.08836719        1.102664E+05
       7944.75877734        1.103355E+05
       7947.43065234        1.113011E+05
       7950.10252734        1.127847E+05
       7952.77489062        1.137284E+05
       7955.44823047        1.139352E+05
       7958.12205859        1.139791E+05
       7960.79491016        1.140296E+05
       7963.46825000        1.142365E+05
       7966.14354297        1.146462E+05
       7968.81737109        1.147351E+05
       7971.49266406        1.143516E+05
       7974.16795703        1.137695E+05
       7976.84373828        1.135016E+05
       7979.52049609        1.135871E+05
       7982.19725391        1.137485E+05
       7984.87352344        1.137451E+05
       7987.54979297        1.134330E+05
       7990.22752734        1.127873E+05
       7992.90623828        1.117567E+05
       7995.58397266        1.110988E+05
       7998.26366016        1.113034E+05
       8000.94188281        1.122804E+05
       8003.62108203        1.130714E+05
       8006.30174609        1.134105E+05
       8008.98143359        1.136847E+05
       8011.66160937        1.138778E+05
       8014.34276172        1.137980E+05
       8017.02391406        1.134664E+05
       8019.70555469        1.127275E+05
       8022.38768359        1.117049E+05
       8025.06981250        1.112898E+05
       8027.75242969        1.119122E+05
       8030.43651172        1.127379E+05
       8033.11912891        1.131102E+05
       8035.80272266        1.129950E+05
       8038.48631641        1.122999E+05
       8041.17137500        1.110967E+05
       8043.85643359        1.100932E+05
       8046.54100391        1.103886E+05
       8049.22752734        1.113995E+05
       8051.91307422        1.122810E+05
       8054.59959766        1.126511E+05
       8057.28660937        1.125461E+05
       8059.97313281        1.121571E+05
       8062.66112109        1.114241E+05
       8065.34862109        1.106941E+05
       8068.03709766        1.102497E+05
       8070.72557422        1.102577E+05
       8073.41405078        1.107065E+05
       8076.10448047        1.109138E+05
       8078.79393359        1.106937E+05
       8081.48436328        1.102088E+05
       8084.17381641        1.100622E+05
       8086.86424609        1.102368E+05
       8089.55614062        1.100330E+05
       8092.24803516        1.097794E+05
       8094.93944141        1.097919E+05
       8097.63182422        1.100639E+05
       8100.32420703        1.103287E+05
       8103.01707812        1.105170E+05
       8105.71043750        1.103280E+05
       8108.40428516        1.098389E+05
       8111.09862109        1.090560E+05
       8113.79246875        1.084410E+05
       8116.48778125        1.086336E+05
       8119.18260547        1.092509E+05
       8121.87840625        1.096893E+05
       8124.57420703        1.095975E+05
       8127.27049609        1.089876E+05
       8129.96678516        1.083023E+05
       8132.66356250        1.081101E+05
       8135.36131641        1.081768E+05
       8138.05907031        1.078898E+05
       8140.75682422        1.074058E+05
       8143.45604297        1.069362E+05
       8146.15428516        1.065633E+05
       8148.85399219        1.063336E+05
       8151.55369922        1.060544E+05
       8154.25291797        1.054294E+05
       8156.95311328        1.042162E+05
       8159.65428516        1.031276E+05
       8162.35448047        1.032285E+05
       8165.05662891        1.039692E+05
       8167.75877734        1.046482E+05
       8170.46092578        1.046765E+05
       8173.16307422        1.033062E+05
       8175.86571094        1.006603E+05
       8178.56834766        9.694647E+04
       8181.27293750        9.464433E+04
       8183.97655078        9.545236E+04
       8186.68114062        9.630268E+04
       8189.38573047        9.435421E+04
       8192.09080859        9.160397E+04
       8194.79588672        9.289700E+04
       8197.50194141        9.671023E+04
       8200.20897266        1.011946E+05
       8202.91405078        1.034499E+05
       8205.62205859        1.042379E+05
       8208.32908984        1.042571E+05
       8211.03612109        1.039190E+05
       8213.74412891        1.033602E+05
       8216.45213672        1.023476E+05
       8219.16209766        1.015755E+05
       8221.87108203        1.008453E+05
       8224.58006641        9.998248E+04
       8227.29002734        9.959364E+04
       8229.99998828        1.006487E+05
       8232.71092578        1.022152E+05
       8235.42186328        1.034329E+05
       8238.13280078        1.039361E+05
       8240.84471484        1.043520E+05
       8243.55662891        1.047708E+05
       8246.26951953        1.048904E+05
       8248.98143359        1.044923E+05
       8251.69530078        1.037446E+05
       8254.40819141        1.035149E+05
       8257.12205859        1.039981E+05
       8259.83690234        1.047530E+05
       8262.55076953        1.051487E+05
       8265.26658984        1.050473E+05
       8267.98143359        1.043500E+05
       8270.69627734        1.034547E+05
       8273.41307422        1.029259E+05
       8276.12987109        1.027763E+05
       8278.84569141        1.028466E+05
       8281.56346484        1.027552E+05
       8284.28123828        1.024058E+05
       8286.99901172        1.020348E+05
       8289.71678516        1.019126E+05
       8292.43553516        1.019430E+05
       8295.15428516        1.022071E+05
       8297.87401172        1.022434E+05
       8300.59373828        1.014880E+05
       8303.31444141        1.007647E+05
       8306.03416797        1.007765E+05
       8308.75487109        1.011716E+05
       8311.47655078        1.015064E+05
       8314.19823047        1.013431E+05
       8316.91893359        1.008163E+05
       8319.64061328        9.981426E+04
       8322.36326953        9.806807E+04
       8325.08592578        9.679443E+04
       8327.80858203        9.689619E+04
       8330.53221484        9.779717E+04
       8333.25584766        9.874447E+04
       8335.97948047        9.940519E+04
       8338.70408984        1.000231E+05
       8341.42772266        1.003943E+05
       8344.15330859        1.002584E+05
       8346.87694141        1.001212E+05
       8349.60350391        1.002046E+05
       8352.32811328        1.004764E+05
       8355.05565234        1.004353E+05
       8357.78221484        9.979041E+04
       8360.50780078        9.896008E+04
       8363.23533984        9.885079E+04
       8365.96287891        9.972409E+04
       8368.68944141        1.001515E+05
       8371.41795703        9.965672E+04
       8374.14647266        9.844484E+04
       8376.87401172        9.698361E+04
       8379.60448047        9.541503E+04
       8382.33201953        9.408864E+04
       8385.06248828        9.373851E+04
       8387.79198047        9.513590E+04
       8390.52147266        9.732110E+04
       8393.25291797        9.841366E+04
       8395.98241016        9.897018E+04
       8398.71385547        9.954988E+04
       8401.44530078        1.000674E+05
       8404.17674609        9.994373E+04
       8406.91014453        9.910094E+04
       8409.64061328        9.804324E+04
       8412.37401172        9.784331E+04
       8415.10741016        9.821972E+04
       8417.83983203        9.812830E+04
       8420.57323047        9.700422E+04
       8423.30760547        9.588117E+04
       8426.04198047        9.572178E+04
       8428.77537891        9.499256E+04
       8431.51073047        9.285531E+04
       8434.24608203        9.209695E+04
       8436.98143359        9.376806E+04
       8439.71776172        9.625075E+04
       8442.45408984        9.748915E+04
       8445.18944141        9.763851E+04
       8447.92576953        9.738533E+04
       8450.66307422        9.719927E+04
       8453.40135547        9.737257E+04
       8456.13866016        9.771537E+04
       8458.87694141        9.760796E+04
       8461.61424609        9.656378E+04
       8464.35252734        9.489162E+04
       8467.09178516        9.444605E+04
       8469.83104297        9.550158E+04
       8472.57127734        9.666155E+04
       8475.31053516        9.710235E+04
       8478.05076953        9.706976E+04
       8480.79100391        9.692926E+04
       8483.53123828        9.676781E+04
       8486.27342578        9.626536E+04
       8489.01463672        9.465475E+04
       8491.75584766        9.130492E+04
       8494.49803516        8.747833E+04
       8497.24022266        8.764263E+04
       8499.98241016        9.057140E+04
       8502.72557422        9.371777E+04
       8505.46873828        9.474043E+04
       8508.21190234        9.370867E+04
       8510.95604297        9.186060E+04
       8513.70116016        9.106928E+04
       8516.44432422        9.182659E+04
       8519.18944141        9.305953E+04
       8521.93553516        9.370701E+04
       8524.68065234        9.349525E+04
       8527.42576953        9.285231E+04
       8530.17283984        9.125413E+04
       8532.91795703        8.797918E+04
       8535.66600391        8.205670E+04
       8538.41209766        7.514325E+04
       8541.15916797        7.469591E+04
       8543.90721484        7.894529E+04
       8546.65526172        8.549901E+04
       8549.40330859        9.004443E+04
       8552.15135547        9.217483E+04
       8554.90135547        9.300405E+04
       8557.65037891        9.331584E+04
       8560.40037891        9.362197E+04
       8563.14940234        9.384097E+04
       8565.89940234        9.398448E+04
       8568.64940234        9.410232E+04
       8571.40135547        9.410915E+04
       8574.15233203        9.390315E+04
       8576.90330859        9.335058E+04
       8579.65526172        9.279028E+04
       8582.40623828        9.292685E+04
       8585.16014453        9.345329E+04
       8587.91209766        9.368182E+04
       8590.66502734        9.364344E+04
       8593.41893359        9.333263E+04
       8596.17186328        9.299682E+04
       8598.92576953        9.291935E+04
       8601.67967578        9.281974E+04
       8604.43455859        9.246972E+04
       8607.18944141        9.166778E+04
       8609.94432422        9.122812E+04
       8612.70018359        9.148979E+04
       8615.45604297        9.178079E+04
       8618.21092578        9.160890E+04
       8620.96873828        9.160567E+04
       8623.72459766        9.189344E+04
       8626.48143359        9.210046E+04
       8629.23924609        9.204693E+04
       8631.99705859        9.184662E+04
       8634.75389453        9.185873E+04
       8637.51366016        9.179893E+04
       8640.27244922        9.143695E+04
       8643.03123828        9.084479E+04
       8645.79002734        9.014040E+04
       8648.54979297        8.920808E+04
       8651.30955859        8.775821E+04
       8654.06834766        8.454212E+04
       8656.83006641        7.868238E+04
       8659.59178516        7.403387E+04
       8662.35155078        7.585634E+04
       8665.11326953        8.123440E+04
       8667.87498828        8.499852E+04
       8670.63768359        8.584157E+04
       8673.39940234        8.621640E+04
       8676.16209766        8.688396E+04
       8678.92479297        8.673508E+04
       8681.68846484        8.513982E+04
       8684.45311328        8.266218E+04
       8687.21580859        8.179949E+04
       8689.97948047        8.338934E+04
       8692.74510547        8.586233E+04
       8695.50975391        8.687842E+04
       8698.27440234        8.720939E+04
       8701.04002734        8.733288E+04
       8703.80662891        8.713843E+04
       8706.57225391        8.664912E+04
       8709.33885547        8.627947E+04
       8712.10545703        8.635376E+04
       8714.87205859        8.661121E+04
       8717.63963672        8.668319E+04
       8720.40721484        8.669040E+04
       8723.17576953        8.677638E+04
       8725.94334766        8.677089E+04
       8728.71287891        8.646290E+04
       8731.48143359        8.582258E+04
       8734.24998828        8.545604E+04
       8737.02049609        8.573635E+04
       8739.79002734        8.608600E+04
       8742.56053516        8.635582E+04
       8745.33104297        8.648372E+04
       8748.10155078        8.631843E+04
       8750.87303516        8.592666E+04
       8753.64354297        8.523589E+04
       8756.41600391        8.481475E+04
       8759.18846484        8.448636E+04
       8761.95994922        8.416082E+04
       8764.73338672        8.419647E+04
       8767.50584766        8.399551E+04
       8770.27928516        8.326350E+04
       8773.05272266        8.323743E+04
       8775.82616016        8.399831E+04
       8778.60057422        8.457885E+04
       8781.37596484        8.500248E+04
       8784.15037891        8.521186E+04
       8786.92576953        8.471305E+04
       8789.70018359        8.368626E+04
       8792.47752734        8.299822E+04
       8795.25194141        8.268825E+04
       8798.02928516        8.163548E+04
       8800.80662891        7.925731E+04
       8803.58299609        7.713206E+04
       8806.36131641        7.783709E+04
       8809.13866016        8.067113E+04
       8811.91600391        8.235271E+04
       8814.69530078        8.249826E+04
       8817.47264453        8.150995E+04
       8820.25291797        7.996479E+04
       8823.03123828        7.968523E+04
       8825.81151172        8.093396E+04
       8828.59080859        8.202178E+04
       8831.37108203        8.217032E+04
       8834.15233203        8.196229E+04
       8836.93260547        8.186550E+04
       8839.71287891        8.212021E+04
       8842.49510547        8.209506E+04
       8845.27635547        8.185696E+04
       8848.05858203        8.186272E+04
       8850.84080859        8.211290E+04
       8853.62205859        8.221863E+04
       8856.40623828        8.188013E+04
       8859.18944141        8.085060E+04
       8861.97166797        7.947953E+04
       8864.75584766        7.854270E+04
       8867.54002734        7.878457E+04
       8870.32518359        7.966033E+04
       8873.10838672        8.026844E+04
       8875.89256641        8.071048E+04
       8878.67772266        8.071770E+04
       8881.46287891        8.032437E+04
       8884.24998828        7.998649E+04
       8887.03514453        7.980142E+04
       8889.82030078        7.976272E+04
       8892.60643359        7.982231E+04
       8895.39451953        7.981268E+04
       8898.18162891        7.966728E+04
       8900.96776172        7.930472E+04
       8903.75584766        7.888408E+04
       8906.54393359        7.859396E+04
       8909.33201953        7.854765E+04
       8912.12010547        7.862168E+04
       8914.90916797        7.836456E+04
       8917.69823047        7.769526E+04
       8920.48729297        7.706349E+04
       8923.27733203        7.671819E+04
       8926.06639453        7.653372E+04
       8928.85643359        7.683204E+04
       8931.64647266        7.733735E+04
       8934.43748828        7.738650E+04
       8937.22752734        7.656273E+04
       8940.01854297        7.527313E+04
       8942.81053516        7.433052E+04
       8945.60252734        7.437307E+04
       8948.39354297        7.502268E+04
       8951.18651172        7.526177E+04
       8953.97850391        7.513271E+04
       8956.77147266        7.454258E+04
       8959.56541797        7.342881E+04
       8962.35741016        7.252155E+04
       8965.15135547        7.231133E+04
       8967.94530078        7.239938E+04
       8970.74022266        7.228813E+04
       8973.53514453        7.232621E+04
       8976.33006641        7.223210E+04
       8979.12401172        7.178001E+04
       8981.91991016        7.067498E+04
       8984.71580859        6.858377E+04
       8987.51073047        6.790675E+04
       8990.30760547        6.932054E+04
       8993.10448047        7.032919E+04
       8995.90135547        6.924980E+04
       8998.69823047        6.786791E+04
       9001.49510547        6.823626E+04
       9004.29295703        6.831767E+04
       9007.09178516        6.759961E+04
       9009.88963672        6.735189E+04
       9012.68748828        6.725164E+04
       9015.48533984        6.711939E+04
       9018.28514453        6.700118E+04
       9021.08397266        6.658996E+04
       9023.88280078        6.704539E+04
       9026.68358203        6.859470E+04
       9029.48436328        7.029757E+04
       9032.28416797        7.132887E+04
       9035.08592578        7.157782E+04
       9037.88573047        7.132871E+04
       9040.68651172        7.091357E+04
       9043.48826953        7.055940E+04
       9046.29100391        7.025144E+04
       9049.09276172        7.011021E+04
       9051.89549609        7.031866E+04
       9054.69725391        7.026585E+04
       9057.49998828        6.959503E+04
       9060.30467578        6.875780E+04
       9063.10741016        6.798472E+04
       9065.91112109        6.671533E+04
       9068.71483203        6.577797E+04
       9071.51951953        6.609287E+04
       9074.32420703        6.653401E+04
       9077.12889453        6.622884E+04
       9079.93455859        6.576323E+04
       9082.74022266        6.471642E+04
       9085.54491016        6.299636E+04
       9088.35155078        6.313437E+04
       9091.15819141        6.445680E+04
       9093.96385547        6.536215E+04
       9096.77049609        6.552057E+04
       9099.57811328        6.562862E+04
       9102.38573047        6.544028E+04
       9105.19334766        6.507196E+04
       9108.00096484        6.534665E+04
       9110.80955859        6.543182E+04
       9113.61815234        6.470440E+04
       9116.42674609        6.442656E+04
       9119.23631641        6.535701E+04
       9122.04588672        6.566001E+04
       9124.85643359        6.459316E+04
       9127.66502734        6.312575E+04
       9130.47557422        6.264681E+04
       9133.28612109        6.273915E+04
       9136.09666797        6.353471E+04
       9138.90819141        6.447255E+04
       9141.71971484        6.446326E+04
       9144.53026172        6.357362E+04
       9147.34178516        6.220571E+04
       9150.15428516        6.084563E+04
       9152.96678516        6.091501E+04
       9155.78026172        6.228682E+04
       9158.59276172        6.336846E+04
       9161.40721484        6.348985E+04
       9164.21873828        6.292356E+04
       9167.03319141        6.172886E+04
       9169.84764453        6.018931E+04
       9172.66209766        5.965444E+04
       9175.47752734        6.076761E+04
       9178.29198047        6.191200E+04
       9181.10643359        6.229577E+04
       9183.92283984        6.236279E+04
       9186.73826953        6.212506E+04
       9189.55369922        6.128943E+04
       9192.37108203        6.051332E+04
       9195.18748828        6.073677E+04
       9198.00487109        6.134510E+04
       9200.82225391        6.160246E+04
       9203.63963672        6.120763E+04
       9206.45701953        6.044124E+04
       9209.27537891        5.968053E+04
       9212.09373828        5.905946E+04
       9214.91209766        5.894130E+04
       9217.73143359        5.925763E+04
       9220.54979297        5.966639E+04
       9223.36912891        5.988186E+04
       9226.18846484        5.990649E+04
       9229.00975391        5.961988E+04
       9231.83006641        5.936189E+04
       9234.65037891        5.890348E+04
       9237.47166797        5.816072E+04
       9240.29100391        5.751719E+04
       9243.11326953        5.704788E+04
       9245.93553516        5.709370E+04
       9248.75780078        5.730313E+04
       9251.58006641        5.717554E+04
       9254.40233203        5.682018E+04
       9257.22557422        5.670429E+04
       9260.04783984        5.684359E+04
       9262.87205859        5.695090E+04
       9265.69530078        5.674226E+04
       9268.51951953        5.642668E+04
       9271.34373828        5.625186E+04
       9274.16795703        5.573562E+04
       9276.99315234        5.520942E+04
       9279.81737109        5.495021E+04
       9282.64256641        5.428855E+04
       9285.46873828        5.329276E+04
       9288.29491016        5.242969E+04
       9291.12108203        5.160256E+04
       9293.94725391        5.119018E+04
       9296.77440234        5.100809E+04
       9299.60155078        5.093264E+04
       9302.42869922        5.037268E+04
       9305.25682422        4.872578E+04
       9308.08397266        4.736359E+04
       9310.91209766        4.633847E+04
       9313.74022266        4.387599E+04
       9316.56834766        4.361151E+04
       9319.39842578        4.420857E+04
       9322.22655078        4.362821E+04
       9325.05760547        4.428716E+04
       9327.88670703        4.491597E+04
       9330.71678516        4.314528E+04
       9333.54783984        4.120082E+04
       9336.37889453        4.022521E+04
       9339.20897266        3.795231E+04
       9342.04100391        3.787566E+04
       9344.87108203        4.113370E+04
       9347.70311328        4.336465E+04
       9350.53514453        4.147196E+04
       9353.36815234        3.864185E+04
       9356.20116016        3.897882E+04
       9359.03319141        4.091807E+04
       9361.86717578        4.169654E+04
       9364.70018359        4.049172E+04
       9367.53416797        3.954483E+04
       9370.36717578        4.042070E+04
       9373.20213672        4.153971E+04
       9376.03709766        4.063550E+04
       9378.87205859        4.039372E+04
       9381.70701953        4.151111E+04
       9384.54198047        4.300909E+04
       9387.37694141        4.514668E+04
       9390.21287891        4.699175E+04
       9393.04783984        4.730495E+04
       9395.88475391        4.635454E+04
       9398.72166797        4.528047E+04
       9401.55662891        4.488556E+04
       9404.39451953        4.418469E+04
       9407.23045703        4.287872E+04
       9410.06737109        4.225620E+04
       9412.90428516        4.232900E+04
       9415.74119922        4.274820E+04
       9418.58006641        4.330611E+04
       9421.41698047        4.232112E+04
       9424.25487109        3.930943E+04
       9427.09373828        3.858143E+04
       9429.93065234        4.008140E+04
       9432.76951953        4.036885E+04
       9435.60838672        3.793452E+04
       9438.44823047        3.624927E+04
       9441.28612109        3.780653E+04
       9444.12694141        4.025129E+04
       9446.96678516        4.144975E+04
       9449.80467578        4.086260E+04
       9452.64549609        3.885996E+04
       9455.48533984        3.758794E+04
       9458.32616016        3.771459E+04
       9461.16698047        3.929415E+04
       9464.00682422        4.061947E+04
       9466.84862109        4.092683E+04
       9469.68846484        4.083058E+04
       9472.53123828        4.006007E+04
       9475.37205859        3.879007E+04
       9478.21385547        3.726952E+04
       9481.05662891        3.825680E+04
