# Aperture radius =  9.0 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#          Lambda(A)                Flux
       7103.53801563        1.325648E+05
       7106.10344531        1.327839E+05
       7108.66887500        1.331990E+05
       7111.23479297        1.338172E+05
       7113.80022266        1.344521E+05
       7116.36809375        1.342453E+05
       7118.93547656        1.324285E+05
       7121.50334766        1.297544E+05
       7124.07170703        1.267576E+05
       7126.64104297        1.247390E+05
       7129.20989063        1.243153E+05
       7131.77971484        1.248414E+05
       7134.35051563        1.261178E+05
       7136.92082813        1.272135E+05
       7139.49162891        1.277428E+05
       7142.06389453        1.279847E+05
       7144.63567188        1.284595E+05
       7147.20891406        1.289511E+05
       7149.78215625        1.295785E+05
       7152.35637500        1.303947E+05
       7154.92961719        1.305437E+05
       7157.50481250        1.293733E+05
       7160.08000781        1.275284E+05
       7162.65617969        1.255190E+05
       7165.23137500        1.235243E+05
       7167.80852344        1.220954E+05
       7170.38616016        1.211360E+05
       7172.96282031        1.202672E+05
       7175.54094531        1.192150E+05
       7178.11955859        1.173885E+05
       7180.69914844        1.155777E+05
       7183.27825000        1.136448E+05
       7185.85783984        1.128105E+05
       7188.43938281        1.138339E+05
       7191.02043750        1.154620E+05
       7193.60149219        1.166537E+05
       7196.18352344        1.176629E+05
       7198.76555469        1.184758E+05
       7201.34807422        1.202095E+05
       7203.93205859        1.233579E+05
       7206.51604297        1.268886E+05
       7209.10051563        1.306842E+05
       7211.68547656        1.340654E+05
       7214.27043750        1.359542E+05
       7216.85637500        1.369357E+05
       7219.44280078        1.373740E+05
       7222.02873828        1.369392E+05
       7224.61614063        1.355853E+05
       7227.20403125        1.337405E+05
       7229.79192188        1.317230E+05
       7232.38078906        1.298396E+05
       7234.97063281        1.290347E+05
       7237.56047656        1.293507E+05
       7240.15032031        1.302452E+05
       7242.74114063        1.308948E+05
       7245.33244922        1.313187E+05
       7247.92326953        1.320116E+05
       7250.51555469        1.323825E+05
       7253.10881641        1.325389E+05
       7255.70110156        1.332972E+05
       7258.29582813        1.339634E+05
       7260.88957813        1.345371E+05
       7263.48332813        1.350999E+05
       7266.07854297        1.356677E+05
       7268.67375781        1.351999E+05
       7271.27043750        1.342668E+05
       7273.86614063        1.338251E+05
       7276.46330859        1.351282E+05
       7279.06145313        1.363727E+05
       7281.65862109        1.362435E+05
       7284.25774219        1.350093E+05
       7286.85588672        1.342563E+05
       7289.45500781        1.352364E+05
       7292.05461719        1.375179E+05
       7294.65569141        1.401541E+05
       7297.25578906        1.410712E+05
       7299.85783984        1.408420E+05
       7302.45891406        1.403362E+05
       7305.06096484        1.405741E+05
       7307.66350391        1.410326E+05
       7310.26555469        1.413573E+05
       7312.86955859        1.422999E+05
       7315.47405078        1.435710E+05
       7318.07805469        1.447451E+05
       7320.68254688        1.462299E+05
       7323.28850391        1.469687E+05
       7325.89397266        1.475637E+05
       7328.50041797        1.490182E+05
       7331.10686328        1.507132E+05
       7333.71428516        1.525938E+05
       7336.32121875        1.537714E+05
       7338.92961719        1.538519E+05
       7341.53752734        1.528122E+05
       7344.14641406        1.515647E+05
       7346.75578906        1.502714E+05
       7349.36662891        1.489730E+05
       7351.97649219        1.478262E+05
       7354.58782031        1.469112E+05
       7357.19817188        1.469485E+05
       7359.80998828        1.481833E+05
       7362.42229297        1.502704E+05
       7365.03508594        1.530379E+05
       7367.64739063        1.562242E+05
       7370.26164844        1.587331E+05
       7372.87492969        1.597433E+05
       7375.49016406        1.591994E+05
       7378.10442188        1.575033E+05
       7380.72014453        1.553498E+05
       7383.33586719        1.535995E+05
       7385.95158984        1.534595E+05
       7388.56828906        1.543169E+05
       7391.18498828        1.557800E+05
       7393.80315234        1.571050E+05
       7396.42131641        1.580824E+05
       7399.03996875        1.586878E+05
       7401.65959766        1.590443E+05
       7404.27922656        1.588917E+05
       7406.89836719        1.573894E+05
       7409.51848438        1.557023E+05
       7412.13908984        1.546473E+05
       7414.76067188        1.543051E+05
       7417.38274219        1.550358E+05
       7420.00432422        1.566170E+05
       7422.62688281        1.579928E+05
       7425.25041797        1.593831E+05
       7427.87395313        1.604398E+05
       7430.49748828        1.604630E+05
       7433.12248828        1.600806E+05
       7435.74748828        1.595716E+05
       7438.37200000        1.591544E+05
       7440.99748828        1.592928E+05
       7443.62444141        1.604078E+05
       7446.25188281        1.617288E+05
       7448.87785938        1.625938E+05
       7451.50578906        1.625629E+05
       7454.13371875        1.616593E+05
       7456.76262500        1.608108E+05
       7459.39153125        1.608146E+05
       7462.02141406        1.609444E+05
       7464.65129688        1.613296E+05
       7467.28166797        1.612524E+05
       7469.91252734        1.609890E+05
       7472.54387500        1.608744E+05
       7475.17473438        1.612928E+05
       7477.80754688        1.618237E+05
       7480.44035938        1.619761E+05
       7483.07317188        1.615297E+05
       7485.70744922        1.606167E+05
       7488.34123828        1.595649E+05
       7490.97551563        1.592436E+05
       7493.61076953        1.601162E+05
       7496.24602344        1.618708E+05
       7498.88176563        1.634626E+05
       7501.51848438        1.637479E+05
       7504.15520313        1.633909E+05
       7506.79192188        1.633781E+05
       7509.43059375        1.640140E+05
       7512.06828906        1.652101E+05
       7514.70647266        1.658943E+05
       7517.34612109        1.656886E+05
       7519.98576953        1.650111E+05
       7522.62492969        1.646787E+05
       7525.26604297        1.650967E+05
       7527.90666797        1.661098E+05
       7530.54729297        1.667334E+05
       7533.18987109        1.670453E+05
       7535.83244922        1.670418E+05
       7538.47405078        1.666530E+05
       7541.11809375        1.661980E+05
       7543.76116016        1.659767E+05
       7546.40569141        1.658200E+05
       7549.05022266        1.657689E+05
       7551.69524219        1.655669E+05
       7554.34075000        1.653654E+05
       7556.98674609        1.655295E+05
       7559.63323047        1.658143E+05
       7562.27971484        1.658467E+05
       7564.92668750        1.657290E+05
       7567.57463672        1.657459E+05
       7570.22307422        1.658024E+05
       7572.87151172        1.654976E+05
       7575.52043750        1.645049E+05
       7578.16985156        1.625078E+05
       7580.82024219        1.595677E+05
       7583.47063281        1.540940E+05
       7586.12200000        1.441065E+05
       7588.77287891        1.268356E+05
       7591.42522266        1.040164E+05
       7594.07756641        7.992994E+04
       7596.73039844        6.170846E+04
       7599.38323047        5.213845E+04
       7602.03703906        5.007332E+04
       7604.69084766        5.471840E+04
       7607.34563281        6.438240E+04
       7610.00139453        7.965381E+04
       7612.65617969        9.480215E+04
       7615.31242969        1.021256E+05
       7617.96867969        1.019431E+05
       7620.62541797        9.661664E+04
       7623.28264453        9.029181E+04
       7625.94035938        8.768649E+04
       7628.59905078        8.789284E+04
       7631.25774219        9.034910E+04
       7633.91643359        9.420926E+04
       7636.57610156        9.890670E+04
       7639.23674609        1.040841E+05
       7641.89739063        1.088578E+05
       7644.55754688        1.136428E+05
       7647.21965625        1.177152E+05
       7649.88225391        1.213827E+05
       7652.54289844        1.243109E+05
       7655.20647266        1.265737E+05
       7657.86955859        1.285607E+05
       7660.53362109        1.317222E+05
       7663.19768359        1.358684E+05
       7665.86223438        1.415135E+05
       7668.52825000        1.464694E+05
       7671.19280078        1.502255E+05
       7673.85930469        1.526776E+05
       7676.52629688        1.545296E+05
       7679.19280078        1.560243E+05
       7681.85930469        1.568497E+05
       7684.52727344        1.573913E+05
       7687.19573047        1.573618E+05
       7689.86418750        1.567246E+05
       7692.53410938        1.562780E+05
       7695.20354297        1.563684E+05
       7697.87346484        1.570988E+05
       7700.54485156        1.583650E+05
       7703.21526172        1.584983E+05
       7705.88713672        1.568508E+05
       7708.55852344        1.551339E+05
       7711.23039844        1.548445E+05
       7713.90325000        1.556633E+05
       7716.57756641        1.570236E+05
       7719.25090625        1.582315E+05
       7721.92522266        1.589896E+05
       7724.60051563        1.600140E+05
       7727.27532031        1.613620E+05
       7729.95061328        1.623377E+05
       7732.62688281        1.628815E+05
       7735.30364063        1.626901E+05
       7737.97942188        1.614188E+05
       7740.65813281        1.590257E+05
       7743.33586719        1.570506E+05
       7746.01408984        1.566144E+05
       7748.69280078        1.578724E+05
       7751.37248828        1.600447E+05
       7754.05168750        1.618553E+05
       7756.73186328        1.625202E+05
       7759.41203906        1.625407E+05
       7762.09367969        1.622458E+05
       7764.77483203        1.622862E+05
       7767.45696094        1.624601E+05
       7770.13908984        1.626829E+05
       7772.82219531        1.625349E+05
       7775.50578906        1.622199E+05
       7778.18938281        1.616144E+05
       7780.87395313        1.607825E+05
       7783.55852344        1.603386E+05
       7786.24358203        1.602421E+05
       7788.92961719        1.605562E+05
       7791.61565234        1.610101E+05
       7794.30168750        1.613168E+05
       7796.98869922        1.613660E+05
       7799.67619922        1.616800E+05
       7802.36321094        1.619750E+05
       7805.05119922        1.622730E+05
       7807.73918750        1.625569E+05
       7810.42668750        1.633483E+05
       7813.11662891        1.640244E+05
       7815.80510547        1.642634E+05
       7818.49504688        1.641187E+05
       7821.18498828        1.635109E+05
       7823.87590625        1.622796E+05
       7826.56633594        1.602731E+05
       7829.25578906        1.582132E+05
       7831.94768359        1.573187E+05
       7834.63957813        1.577553E+05
       7837.33098438        1.592723E+05
       7840.02336719        1.603267E+05
       7842.71672656        1.605127E+05
       7845.40862109        1.599336E+05
       7848.10246875        1.592664E+05
       7850.79631641        1.591454E+05
       7853.49065234        1.598683E+05
       7856.18450000        1.608714E+05
       7858.87883594        1.614002E+05
       7861.57414844        1.610620E+05
       7864.26946094        1.600970E+05
       7866.96623828        1.587544E+05
       7869.66252734        1.575305E+05
       7872.35881641        1.566877E+05
       7875.05510547        1.563479E+05
       7877.75139453        1.559744E+05
       7880.44963672        1.559580E+05
       7883.14787891        1.558788E+05
       7885.84514453        1.551164E+05
       7888.54436328        1.537391E+05
       7891.24358203        1.525193E+05
       7893.94280078        1.519212E+05
       7896.64299609        1.522404E+05
       7899.34270313        1.525056E+05
       7902.04192188        1.520647E+05
       7904.74309375        1.508336E+05
       7907.44377734        1.493218E+05
       7910.14446094        1.484673E+05
       7912.84660938        1.485319E+05
       7915.54875781        1.491992E+05
       7918.25139453        1.500061E+05
       7920.95403125        1.505453E+05
       7923.65666797        1.508011E+05
       7926.36028125        1.509137E+05
       7929.06438281        1.508343E+05
       7931.76848438        1.501114E+05
       7934.47307422        1.489934E+05
       7937.17766406        1.475261E+05
       7939.88274219        1.464424E+05
       7942.58879688        1.464115E+05
       7945.29485156        1.476845E+05
       7948.00041797        1.492494E+05
       7950.70696094        1.503658E+05
       7953.41399219        1.501633E+05
       7956.12102344        1.496079E+05
       7958.82854297        1.497587E+05
       7961.53655078        1.507013E+05
       7964.24553516        1.522940E+05
       7966.95403125        1.535914E+05
       7969.66301563        1.540360E+05
       7972.37200000        1.535858E+05
       7975.08196094        1.529507E+05
       7977.79143359        1.526116E+05
       7980.50188281        1.524643E+05
       7983.21282031        1.527098E+05
       7985.92424609        1.525591E+05
       7988.63469531        1.517627E+05
       7991.34758594        1.505903E+05
       7994.05950000        1.496142E+05
       7996.77141406        1.497448E+05
       7999.48479297        1.509204E+05
       8002.19768359        1.520473E+05
       8004.91106250        1.529834E+05
       8007.62541797        1.537849E+05
       8010.33977344        1.545886E+05
       8013.05412891        1.549521E+05
       8015.76848438        1.539550E+05
       8018.48430469        1.509928E+05
       8021.19963672        1.477938E+05
       8023.91545703        1.469000E+05
       8026.63176563        1.482132E+05
       8029.34905078        1.518193E+05
       8032.06584766        1.542551E+05
       8034.78264453        1.545272E+05
       8037.50139453        1.527918E+05
       8040.21819141        1.503748E+05
       8042.93742969        1.491592E+05
       8045.65617969        1.494391E+05
       8048.37492969        1.508053E+05
       8051.09416797        1.525779E+05
       8053.81438281        1.533923E+05
       8056.53410938        1.531644E+05
       8059.25432422        1.520009E+05
       8061.97600391        1.500078E+05
       8064.69621875        1.479460E+05
       8067.41887500        1.468692E+05
       8070.14104297        1.469292E+05
       8072.86321094        1.476589E+05
       8075.58489063        1.482420E+05
       8078.30754688        1.483812E+05
       8081.03166797        1.481085E+05
       8083.75383594        1.471271E+05
       8086.47844531        1.453378E+05
       8089.20354297        1.434894E+05
       8091.92766406        1.427327E+05
       8094.65227344        1.433503E+05
       8097.37834766        1.447035E+05
       8100.10344531        1.450121E+05
       8102.83000781        1.445742E+05
       8105.55608203        1.434587E+05
       8108.28264453        1.417243E+05
       8111.00969531        1.400865E+05
       8113.73674609        1.395214E+05
       8116.46575000        1.401801E+05
       8119.19328906        1.411837E+05
       8121.92180469        1.412633E+05
       8124.65080859        1.394832E+05
       8127.37981250        1.371892E+05
       8130.10930469        1.355910E+05
       8132.83879688        1.349655E+05
       8135.56975391        1.345289E+05
       8138.30022266        1.332634E+05
       8141.03069141        1.310561E+05
       8143.76262500        1.294339E+05
       8146.49358203        1.288524E+05
       8149.22551563        1.294782E+05
       8151.95793750        1.293073E+05
       8154.69035938        1.272196E+05
       8157.42375781        1.249680E+05
       8160.15715625        1.234266E+05
       8162.89153125        1.245335E+05
       8165.62492969        1.281334E+05
       8168.35930469        1.297527E+05
       8171.09416797        1.288963E+05
       8173.82951953        1.270117E+05
       8176.56535938        1.253055E+05
       8179.30022266        1.254304E+05
       8182.03606250        1.269499E+05
       8184.77336719        1.283234E+05
       8187.50969531        1.286548E+05
       8190.24700000        1.278153E+05
       8192.98479297        1.268812E+05
       8195.72258594        1.276181E+05
       8198.46086719        1.303464E+05
       8201.19914844        1.342682E+05
       8203.93840625        1.367127E+05
       8206.67766406        1.373875E+05
       8209.41692187        1.371900E+05
       8212.15617969        1.362040E+05
       8214.89641406        1.343450E+05
       8217.63762500        1.303519E+05
       8220.37883594        1.236613E+05
       8223.12102344        1.176282E+05
       8225.86125781        1.149707E+05
       8228.60344531        1.181882E+05
       8231.34758594        1.253418E+05
       8234.08977344        1.310617E+05
       8236.83293750        1.339706E+05
       8239.57610156        1.362924E+05
       8242.31926562        1.384911E+05
       8245.06340625        1.395610E+05
       8247.80852344        1.380886E+05
       8250.55266406        1.350281E+05
       8253.29875781        1.340986E+05
       8256.04485156        1.354178E+05
       8258.79094531        1.384464E+05
       8261.53606250        1.402549E+05
       8264.28313281        1.396475E+05
       8267.02922656        1.368429E+05
       8269.77727344        1.330660E+05
       8272.52434375        1.307010E+05
       8275.27239062        1.307215E+05
       8278.02141406        1.319038E+05
       8280.76946094        1.322270E+05
       8283.51848437        1.322348E+05
       8286.26848437        1.316752E+05
       8289.01750781        1.314472E+05
       8291.76750781        1.318173E+05
       8294.51750781        1.317540E+05
       8297.26946094        1.306633E+05
       8300.02043750        1.293912E+05
       8302.77043750        1.286045E+05
       8305.52336719        1.292099E+05
       8308.27532031        1.306923E+05
       8311.02727344        1.313198E+05
       8313.78117969        1.306837E+05
       8316.53410937        1.300434E+05
       8319.28703906        1.296904E+05
       8322.04094531        1.296866E+05
       8324.79485156        1.295611E+05
       8327.54973437        1.293794E+05
       8330.30461719        1.294862E+05
       8333.05950000        1.301564E+05
       8335.81535937        1.313190E+05
       8338.57219531        1.324549E+05
       8341.32707812        1.332680E+05
       8344.08489062        1.339748E+05
       8346.84172656        1.343297E+05
       8349.59856250        1.347178E+05
       8352.35637500        1.347018E+05
       8355.11418750        1.337888E+05
       8357.87200000        1.328283E+05
       8360.63078906        1.330948E+05
       8363.38957812        1.344813E+05
       8366.15032031        1.362514E+05
       8368.90910937        1.365489E+05
       8371.66887500        1.354032E+05
       8374.42961719        1.330803E+05
       8377.18938281        1.306228E+05
       8379.95110156        1.288390E+05
       8382.71282031        1.291558E+05
       8385.47356250        1.314943E+05
       8388.23625781        1.343734E+05
       8390.99895312        1.362852E+05
       8393.76262500        1.369028E+05
       8396.52532031        1.373711E+05
       8399.28899219        1.382295E+05
       8402.05266406        1.388551E+05
       8404.81535937        1.382881E+05
       8407.58000781        1.367299E+05
       8410.34563281        1.354177E+05
       8413.11028125        1.350600E+05
       8415.87492969        1.346296E+05
       8418.64250781        1.338739E+05
       8421.40813281        1.340237E+05
       8424.17473437        1.345676E+05
       8426.94133594        1.340336E+05
       8429.70793750        1.322082E+05
       8432.47551562        1.304098E+05
       8435.24309375        1.307829E+05
       8438.01164844        1.330147E+05
       8440.78020312        1.352547E+05
       8443.54875781        1.363381E+05
       8446.31828906        1.368541E+05
       8449.08782031        1.367649E+05
       8451.85832812        1.368074E+05
       8454.62785937        1.369627E+05
       8457.39836719        1.364545E+05
       8460.16985156        1.353389E+05
       8462.94133594        1.341465E+05
       8465.71282031        1.343500E+05
       8468.48430469        1.359201E+05
       8471.25676562        1.376712E+05
       8474.02922656        1.378234E+05
       8476.80266406        1.369295E+05
       8479.57610156        1.365249E+05
       8482.34856250        1.368371E+05
       8485.12395312        1.362946E+05
       8487.89836719        1.317771E+05
       8490.67278125        1.238014E+05
       8493.44719531        1.176348E+05
       8496.22356250        1.177519E+05
       8498.99895312        1.227818E+05
       8501.77532031        1.301874E+05
       8504.55168750        1.332926E+05
       8507.32805469        1.326635E+05
       8510.10442187        1.303201E+05
       8512.88176562        1.291942E+05
       8515.66008594        1.296350E+05
       8518.43742969        1.306911E+05
       8521.21575000        1.313596E+05
       8523.99602344        1.311352E+05
       8526.77532031        1.300323E+05
       8529.55461719        1.257336E+05
       8532.33391406        1.166395E+05
       8535.11418750        1.033254E+05
       8537.89543750        9.545739E+04
       8540.67571094        9.608032E+04
       8543.45696094        1.056955E+05
       8546.23821094        1.176413E+05
       8549.01946094        1.258025E+05
       8551.80168750        1.300343E+05
       8554.58489062        1.323825E+05
       8557.36711719        1.335788E+05
       8560.15032031        1.337515E+05
       8562.93450000        1.331712E+05
       8565.71770312        1.324389E+05
       8568.50188281        1.319486E+05
       8571.28703906        1.318746E+05
       8574.07219531        1.321145E+05
       8576.85735156        1.325863E+05
       8579.64348437        1.331986E+05
       8582.42961719        1.336977E+05
       8585.21575000        1.337261E+05
       8588.00188281        1.331489E+05
       8590.78899219        1.324480E+05
       8593.57610156        1.321712E+05
       8596.36418750        1.325508E+05
       8599.15227344        1.331436E+05
       8601.93938281        1.332528E+05
       8604.72942187        1.324445E+05
       8607.51848437        1.313992E+05
       8610.30754687        1.307490E+05
       8613.09758594        1.303514E+05
       8615.88762500        1.303756E+05
       8618.67766406        1.311255E+05
       8621.46770312        1.323878E+05
       8624.25969531        1.336654E+05
       8627.05071094        1.340208E+05
       8629.84172656        1.336250E+05
       8632.63469531        1.330294E+05
       8635.42766406        1.322793E+05
       8638.21965625        1.313043E+05
       8641.01262500        1.303413E+05
       8643.80657031        1.296166E+05
       8646.60051562        1.286344E+05
       8649.39446094        1.258069E+05
       8652.18840625        1.186571E+05
       8654.98430469        1.068746E+05
       8657.77825000        9.962422E+04
       8660.57414844        1.004172E+05
       8663.37004687        1.084905E+05
       8666.16692187        1.177659E+05
       8668.96379687        1.220725E+05
       8671.75969531        1.234428E+05
       8674.55754687        1.236874E+05
       8677.35539844        1.235208E+05
       8680.15227344        1.221164E+05
       8682.95110156        1.208764E+05
       8685.74992969        1.213632E+05
       8688.54875781        1.236942E+05
       8691.34758594        1.261001E+05
       8694.14739062        1.270701E+05
       8696.94719531        1.268477E+05
       8699.74797656        1.263927E+05
       8702.54875781        1.258362E+05
       8705.34953906        1.253163E+05
       8708.15032031        1.253553E+05
       8710.95207812        1.262030E+05
       8713.75481250        1.277652E+05
       8716.55657031        1.285543E+05
       8719.35930469        1.281306E+05
       8722.16301562        1.270048E+05
       8724.96575000        1.258034E+05
       8727.76946094        1.250179E+05
       8730.57414844        1.249290E+05
       8733.37785937        1.252911E+05
       8736.18157031        1.263749E+05
       8738.98821094        1.269223E+05
       8741.79289844        1.265297E+05
       8744.59856250        1.255552E+05
       8747.40520312        1.248676E+05
       8750.21282031        1.246487E+05
       8753.01848437        1.249312E+05
       8755.82512500        1.252457E+05
       8758.63274219        1.250578E+05
       8761.44035937        1.245955E+05
       8764.24797656        1.231978E+05
       8767.05754687        1.220588E+05
       8769.86614062        1.218620E+05
       8772.67668750        1.224574E+05
       8775.48528125        1.240793E+05
       8778.29582812        1.256583E+05
       8781.10539844        1.263451E+05
       8783.91496875        1.256899E+05
       8786.72649219        1.241430E+05
       8789.53801562        1.229116E+05
       8792.34953906        1.221115E+05
       8795.16203906        1.210120E+05
       8797.97356250        1.185034E+05
       8800.78703906        1.156800E+05
       8803.59953906        1.158079E+05
       8806.41203906        1.181627E+05
       8809.22649219        1.216067E+05
       8812.04094531        1.227393E+05
       8814.85442187        1.209900E+05
       8817.66887500        1.187576E+05
       8820.48430469        1.184961E+05
       8823.29875781        1.198887E+05
       8826.11516406        1.217192E+05
       8828.93157031        1.224850E+05
       8831.74700000        1.218247E+05
       8834.56438281        1.211018E+05
       8837.38078906        1.209237E+05
       8840.19817187        1.211117E+05
       8843.01653125        1.213881E+05
       8845.83391406        1.217439E+05
       8848.65227344        1.219508E+05
       8851.47063281        1.219234E+05
       8854.28899219        1.212507E+05
       8857.10832812        1.204109E+05
       8859.92766406        1.190271E+05
       8862.74700000        1.184015E+05
       8865.56731250        1.180976E+05
       8868.38762500        1.176760E+05
       8871.20696094        1.172088E+05
       8874.02825000        1.170791E+05
       8876.84758594        1.176879E+05
       8879.66985156        1.188822E+05
       8882.49211719        1.198339E+05
       8885.31340625        1.203227E+05
       8888.13664844        1.201454E+05
       8890.95793750        1.193898E+05
       8893.78020312        1.185827E+05
       8896.60344531        1.176370E+05
       8899.42668750        1.169233E+05
       8902.24895312        1.168971E+05
       8905.07317187        1.170471E+05
       8907.89739062        1.170264E+05
       8910.72258594        1.165322E+05
       8913.54582812        1.153671E+05
       8916.37200000        1.139831E+05
       8919.19719531        1.122317E+05
       8922.02239062        1.102691E+05
       8924.84758594        1.088274E+05
       8927.67375781        1.087181E+05
       8930.49992969        1.096184E+05
       8933.32610156        1.102925E+05
       8936.15325000        1.098612E+05
       8938.98039844        1.079292E+05
       8941.80754687        1.057182E+05
       8944.63664844        1.038933E+05
       8947.46379687        1.024969E+05
       8950.29094531        1.020725E+05
       8953.12004687        1.011797E+05
       8955.94914844        9.909514E+04
       8958.77825000        9.704851E+04
       8961.60637500        9.575756E+04
       8964.43645312        9.494466E+04
       8967.26653125        9.469397E+04
       8970.09660937        9.544666E+04
       8972.92766406        9.669236E+04
       8975.75774219        9.723851E+04
       8978.58879687        9.426909E+04
       8981.41985156        8.771001E+04
       8984.25090625        8.231805E+04
       8987.08293750        8.274489E+04
       8989.91594531        8.800677E+04
       8992.74797656        9.156975E+04
       8995.58000781        9.181727E+04
       8998.41301562        9.027436E+04
       9001.24700000        8.949392E+04
       9004.08098437        8.922178E+04
       9006.91399219        8.813981E+04
       9009.74797656        8.708101E+04
       9012.58293750        8.696206E+04
       9015.41692187        8.649492E+04
       9018.25188281        8.660974E+04
       9021.08684375        8.824742E+04
       9023.92278125        9.154930E+04
       9026.75774219        9.673995E+04
       9029.59465625        1.009058E+05
       9032.43059375        1.017929E+05
       9035.26750781        1.009022E+05
       9038.10442187        9.986247E+04
       9040.94035937        9.941376E+04
       9043.77922656        9.920329E+04
       9046.61614062        9.926275E+04
       9049.45500781        9.970725E+04
       9052.29192187        9.914975E+04
       9055.13078906        9.793001E+04
       9057.96965625        9.627745E+04
       9060.80852344        9.389634E+04
       9063.64934375        9.074612E+04
       9066.48821094        8.807006E+04
       9069.32805469        8.675230E+04
       9072.16789844        8.581317E+04
       9075.00871875        8.556828E+04
       9077.84953906        8.430575E+04
       9080.69035937        8.305798E+04
       9083.53117969        8.278517E+04
       9086.37297656        8.368653E+04
       9089.21477344        8.475631E+04
       9092.05754687        8.452824E+04
       9094.89934375        8.374748E+04
       9097.74211719        8.264831E+04
       9100.58586719        8.252532E+04
       9103.42864062        8.447253E+04
       9106.27239062        8.724194E+04
       9109.11711719        8.761545E+04
       9111.96086719        8.642354E+04
       9114.80461719        8.600073E+04
       9117.64934375        8.686003E+04
       9120.49407031        8.631652E+04
       9123.33879687        8.330924E+04
       9126.18547656        7.887146E+04
       9129.03020312        7.579241E+04
       9131.87688281        7.638166E+04
       9134.72258594        7.898704E+04
       9137.56926562        8.228102E+04
       9140.41594531        8.344268E+04
       9143.26360156        8.163816E+04
       9146.11125781        7.661888E+04
       9148.95891406        7.205644E+04
       9151.80754687        7.199904E+04
       9154.65520312        7.525455E+04
       9157.50383594        7.902408E+04
       9160.35246875        7.994844E+04
       9163.20207812        7.870839E+04
       9166.05168750        7.500293E+04
       9168.90032031        7.209298E+04
       9171.75090625        7.269265E+04
       9174.60149219        7.536405E+04
       9177.45207812        7.763950E+04
       9180.30266406        7.872108E+04
       9183.15422656        7.888852E+04
       9186.00481250        7.858291E+04
       9188.85735156        7.866907E+04
       9191.70891406        7.973315E+04
       9194.56047656        8.194933E+04
       9197.41301562        8.345168E+04
       9200.26555469        8.297813E+04
       9203.11907031        8.092172E+04
       9205.97258594        7.810007E+04
       9208.82610156        7.588653E+04
       9211.68059375        7.562679E+04
       9214.53410937        7.693454E+04
       9217.38860156        7.926792E+04
       9220.24407031        8.117603E+04
       9223.09758594        8.129204E+04
       9225.95305469        8.041689E+04
       9228.80950000        7.897182E+04
       9231.66496875        7.701791E+04
       9234.52141406        7.526891E+04
       9237.37785937        7.386943E+04
       9240.23430469        7.349469E+04
       9243.09075000        7.428200E+04
       9245.94914844        7.590204E+04
       9248.80559375        7.697748E+04
       9251.66399219        7.688899E+04
       9254.52239062        7.634421E+04
       9257.37981250        7.640137E+04
       9260.23821094        7.688636E+04
       9263.09758594        7.655997E+04
       9265.95696094        7.530481E+04
       9268.81633594        7.285260E+04
       9271.67571094        7.017061E+04
       9274.53703906        6.857260E+04
       9277.39739062        6.691104E+04
       9280.25676562        6.519245E+04
       9283.11711719        6.332860E+04
       9285.97942187        6.113907E+04
       9288.83977344        5.913521E+04
       9291.70207812        5.709911E+04
       9294.56438281        5.596266E+04
       9297.42571094        5.601335E+04
       9300.28899219        5.545423E+04
       9303.15227344        5.409267E+04
       9306.01457812        5.168663E+04
       9308.87785937        4.740807E+04
       9311.74211719        4.385836E+04
       9314.60637500        4.095267E+04
       9317.46965625        3.911731E+04
       9320.33391406        3.968680E+04
       9323.19914844        4.057941E+04
       9326.06438281        3.998367E+04
       9328.92961719        3.817391E+04
       9331.79485156        3.471564E+04
       9334.66203906        3.117690E+04
       9337.52727344        2.911136E+04
       9340.39446094        3.076828E+04
       9343.26067187        3.584247E+04
       9346.12688281        3.757401E+04
       9348.99407031        3.674711E+04
       9351.86223437        3.478328E+04
       9354.72942187        3.634905E+04
       9357.59856250        3.829438E+04
       9360.46672656        3.757625E+04
       9363.33586719        3.459560E+04
       9366.20403125        3.309553E+04
       9369.07414844        3.345121E+04
       9371.94328906        3.373040E+04
       9374.81242969        3.479266E+04
       9377.68352344        3.710054E+04
       9380.55364062        4.182833E+04
       9383.42375781        4.855697E+04
       9386.29387500        5.370839E+04
       9389.16496875        5.569877E+04
       9392.03703906        5.469405E+04
       9394.90910937        5.162416E+04
       9397.78020312        4.903885E+04
       9400.65227344        4.768603E+04
       9403.52434375        4.669228E+04
       9406.39739062        4.645279E+04
       9409.26946094        4.685904E+04
       9412.14250781        4.794067E+04
       9415.01457812        4.828497E+04
       9417.88860156        4.591569E+04
       9420.76164844        4.087587E+04
       9423.63469531        3.819827E+04
       9426.50969531        3.942379E+04
       9429.38371875        4.105612E+04
       9432.25969531        3.977211E+04
       9435.13274219        3.611307E+04
       9438.00774219        3.522496E+04
       9440.88371875        3.838873E+04
       9443.75871875        4.203356E+04
       9446.63469531        4.198454E+04
       9449.51067187        3.964381E+04
       9452.38762500        3.668113E+04
       9455.26360156        3.637879E+04
       9458.13957812        3.854751E+04
       9461.01653125        4.083567E+04
       9463.89348437        4.280634E+04
       9466.77043750        4.321977E+04
       9469.64836719        4.207618E+04
       9472.52629687        3.958659E+04
       9475.40422656        3.764828E+04
       9478.28215625        3.880822E+04
       9481.16106250        4.290659E+04
       9484.03996875        4.573165E+04
       9486.91887500        4.474905E+04
