# Aperture radius =  9.0 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#          Lambda(A)                Flux
       9489.79875781        4.084199E+04
       9492.67668750        3.588581E+04
       9495.55754687        3.570422E+04
       9498.43742969        3.978598E+04
       9501.31731250        4.518183E+04
       9504.19621875        4.775669E+04
       9507.07707812        4.694982E+04
       9509.95793750        4.294682E+04
       9512.83977344        3.880674E+04
       9515.72063281        3.685047E+04
       9518.60149219        3.766562E+04
       9521.48332812        3.988925E+04
       9524.36516406        4.254930E+04
       9527.24797656        4.389877E+04
       9530.13078906        4.430330E+04
       9533.01360156        4.423744E+04
       9535.89641406        4.274292E+04
       9538.77922656        4.147773E+04
       9541.66301562        4.178066E+04
       9544.54582812        4.223977E+04
       9547.42961719        4.156531E+04
       9550.31438281        4.022690E+04
       9553.19914844        4.004630E+04
       9556.08293750        3.984024E+04
       9558.96770312        3.914965E+04
       9561.85246875        3.870623E+04
       9564.73821094        3.987213E+04
       9567.62297656        4.314307E+04
       9570.50871875        4.500015E+04
       9573.39446094        4.477161E+04
       9576.28117969        4.410328E+04
       9579.16789844        4.318193E+04
       9582.05461719        4.079903E+04
       9584.94035937        3.808476E+04
       9587.82805469        3.706253E+04
       9590.71575000        3.809381E+04
       9593.60344531        4.018978E+04
       9596.49114062        4.142243E+04
       9599.37981250        4.211366E+04
       9602.26750781        4.333571E+04
       9605.15617969        4.477136E+04
       9608.04485156        4.501385E+04
       9610.93352344        4.400668E+04
       9613.82219531        4.178153E+04
       9616.71184375        3.999316E+04
       9619.60344531        3.996284E+04
       9622.49211719        4.218421E+04
       9625.38274219        4.497800E+04
       9628.27239062        4.510499E+04
       9631.16203906        4.324305E+04
       9634.05266406        4.135767E+04
       9636.94524219        4.054331E+04
       9639.83684375        3.987105E+04
       9642.72844531        4.000509E+04
       9645.61907031        4.051370E+04
       9648.51067187        4.175986E+04
       9651.40325000        4.232071E+04
       9654.29582812        4.201499E+04
       9657.18840625        4.114993E+04
       9660.08196094        4.102245E+04
       9662.97453906        4.210855E+04
       9665.86809375        4.380516E+04
       9668.76164844        4.451343E+04
       9671.65617969        4.388957E+04
       9674.54973437        4.322388E+04
       9677.44328906        4.373612E+04
       9680.33782031        4.515317E+04
       9683.23332812        4.629054E+04
       9686.12883594        4.667497E+04
       9689.02336719        4.679882E+04
       9691.91887500        4.650863E+04
       9694.81535937        4.544167E+04
       9697.71086719        4.423810E+04
       9700.60735156        4.354586E+04
       9703.50383594        4.360043E+04
       9706.40032031        4.366666E+04
       9709.29778125        4.378070E+04
       9712.19426562        4.417057E+04
       9715.09172656        4.424969E+04
       9717.98821094        4.395402E+04
       9720.88664844        4.327248E+04
       9723.78508594        4.241510E+04
       9726.68352344        4.111899E+04
       9729.58196094        3.879082E+04
       9732.48039844        3.744005E+04
       9735.37981250        3.706430E+04
       9738.27922656        3.766959E+04
       9741.17766406        3.869500E+04
       9744.07805469        3.935927E+04
       9746.97746875        3.951002E+04
       9749.87785937        3.935432E+04
       9752.77825000        3.924277E+04
       9755.67961719        3.846556E+04
       9758.58000781        3.837388E+04
       9761.48039844        3.874240E+04
       9764.38274219        3.891973E+04
       9767.28410937        3.896760E+04
       9770.18547656        3.886049E+04
       9773.08782031        3.860805E+04
       9775.99016406        3.796955E+04
       9778.89250781        3.736668E+04
       9781.79485156        3.712119E+04
       9784.69817187        3.705727E+04
       9787.60149219        3.690644E+04
       9790.50481250        3.662575E+04
       9793.40813281        3.616690E+04
       9796.31242969        3.614360E+04
       9799.21575000        3.675682E+04
       9802.12004687        3.788308E+04
       9805.02532031        3.885834E+04
       9807.92961719        3.915044E+04
       9810.83391406        3.911992E+04
       9813.74016406        3.872071E+04
       9816.64641406        3.785663E+04
       9819.55071094        3.663983E+04
       9822.45793750        3.579810E+04
       9825.36321094        3.529980E+04
       9828.27043750        3.553752E+04
       9831.17668750        3.603688E+04
       9834.08391406        3.670540E+04
       9836.99211719        3.701685E+04
       9839.89836719        3.726454E+04
       9842.80559375        3.723564E+04
       9845.71477344        3.672049E+04
       9848.62200000        3.612136E+04
       9851.52922656        3.542904E+04
       9854.43840625        3.498994E+04
       9857.34758594        3.491687E+04
       9860.25578906        3.504543E+04
       9863.16594531        3.519661E+04
       9866.07512500        3.528589E+04
       9868.98528125        3.528525E+04
       9871.89446094        3.513603E+04
       9874.80461719        3.447503E+04
       9877.71575000        3.356581E+04
       9880.62590625        3.281921E+04
       9883.53703906        3.259745E+04
       9886.44914844        3.287871E+04
       9889.35930469        3.328026E+04
       9892.27043750        3.357355E+04
       9895.18352344        3.358503E+04
       9898.09465625        3.329127E+04
       9901.00578906        3.264308E+04
       9903.91985156        3.169581E+04
       9906.83196094        3.071031E+04
       9909.74407031        3.025505E+04
       9912.65813281        3.028412E+04
       9915.57219531        3.045831E+04
       9918.48625781        3.044205E+04
       9921.40032031        3.051153E+04
       9924.31438281        3.066071E+04
       9927.22844531        3.064149E+04
       9930.14250781        3.024096E+04
       9933.05657031        2.971108E+04
       9935.97258594        2.929670E+04
       9938.88860156        2.904615E+04
       9941.80266406        2.914737E+04
       9944.71867969        2.939789E+04
       9947.63469531        2.946331E+04
       9950.55168750        2.907957E+04
       9953.46770312        2.825383E+04
       9956.38469531        2.751368E+04
       9959.30168750        2.720110E+04
       9962.21965625        2.713864E+04
       9965.13567187        2.714637E+04
       9968.05364062        2.719497E+04
       9970.97258594        2.727615E+04
       9973.88957812        2.733814E+04
       9976.80852344        2.735133E+04
       9979.72746875        2.718948E+04
       9982.64641406        2.665503E+04
       9985.56340625        2.614898E+04
       9988.48332812        2.571892E+04
       9991.40325000        2.539976E+04
       9994.32317187        2.501374E+04
       9997.24309375        2.446984E+04
      10000.16399219        2.400438E+04
      10003.08391406        2.380132E+04
      10006.00285937        2.350565E+04
      10008.92473437        2.271161E+04
      10011.84563281        2.206611E+04
      10014.76750781        2.211345E+04
      10017.69035937        2.259269E+04
      10020.61125781        2.307178E+04
      10023.53410937        2.330056E+04
      10026.45500781        2.304840E+04
      10029.37688281        2.234068E+04
      10032.30071094        2.141978E+04
      10035.22356250        2.092274E+04
      10038.14739062        2.100898E+04
      10041.07121875        2.136355E+04
      10043.99407031        2.159852E+04
      10046.91789844        2.172280E+04
      10049.84270312        2.153624E+04
      10052.76555469        2.122038E+04
      10055.69133594        2.106472E+04
      10058.61711719        2.107170E+04
      10061.54192187        2.116016E+04
      10064.46672656        2.110567E+04
      10067.39153125        2.095003E+04
      10070.31828906        2.058471E+04
      10073.24407031        2.008587E+04
      10076.17082812        1.964957E+04
      10079.09660937        1.920646E+04
      10082.02434375        1.887870E+04
      10084.95110156        1.863062E+04
      10087.87688281        1.854685E+04
      10090.80559375        1.874511E+04
      10093.73235156        1.910928E+04
      10096.66008594        1.936288E+04
      10099.58879687        1.930158E+04
      10102.51750781        1.910652E+04
      10105.44621875        1.899136E+04
      10108.37395312        1.908679E+04
      10111.30266406        1.925346E+04
      10114.23235156        1.929498E+04
      10117.16301562        1.909344E+04
      10120.09270312        1.860598E+04
      10123.02239062        1.787456E+04
      10125.95305469        1.723740E+04
      10128.88274219        1.710518E+04
      10131.81340625        1.735699E+04
      10134.74407031        1.752237E+04
      10137.67571094        1.733157E+04
      10140.60832812        1.707811E+04
      10143.53899219        1.709333E+04
      10146.47063281        1.729731E+04
      10149.40325000        1.739940E+04
      10152.33391406        1.735642E+04
      10155.26653125        1.726012E+04
      10158.20110156        1.711673E+04
      10161.13371875        1.687417E+04
      10164.06633594        1.642714E+04
      10167.00090625        1.580224E+04
      10169.93254687        1.521168E+04
      10172.86711719        1.499835E+04
      10175.80168750        1.499732E+04
      10178.73723437        1.497824E+04
      10181.67180469        1.507457E+04
      10184.60735156        1.503364E+04
      10187.54094531        1.490927E+04
      10190.47649219        1.498965E+04
      10193.41203906        1.512770E+04
      10196.34758594        1.492298E+04
      10199.28410937        1.442724E+04
      10202.22063281        1.379756E+04
      10205.15715625        1.313914E+04
      10208.09367969        1.270894E+04
      10211.03020312        1.261977E+04
      10213.96770312        1.251203E+04
      10216.90520312        1.218439E+04
      10219.84270312        1.213732E+04
      10222.78117969        1.247717E+04
      10225.71965625        1.274745E+04
      10228.65813281        1.274650E+04
      10231.59563281        1.275524E+04
      10234.53410937        1.298716E+04
      10237.47356250        1.312838E+04
      10240.41203906        1.300296E+04
      10243.35344531        1.270633E+04
      10246.29289844        1.240222E+04
      10249.23235156        1.235767E+04
      10252.17278125        1.252398E+04
      10255.11321094        1.259662E+04
      10258.05364062        1.243275E+04
      10260.99407031        1.237076E+04
      10263.93645312        1.235364E+04
      10266.87785937        1.229815E+04
      10269.81828906        1.209474E+04
      10272.75969531        1.162637E+04
      10275.70403125        1.095314E+04
      10278.64446094        1.058020E+04
      10281.58782031        1.059549E+04
      10284.53117969        1.075532E+04
