# Aperture radius =  9.0 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#          Lambda(A)                Flux
       7140.12596484        7.713340E+04
       7142.66453906        7.657727E+04
       7145.20311328        7.627888E+04
       7147.74217578        7.666136E+04
       7150.28172656        7.763157E+04
       7152.82225391        7.899425E+04
       7155.36278125        8.001552E+04
       7157.90379687        7.999178E+04
       7160.44481250        7.909282E+04
       7162.98729297        7.780191E+04
       7165.52879687        7.638624E+04
       7168.07225391        7.496168E+04
       7170.61522266        7.385365E+04
       7173.15916797        7.332641E+04
       7175.70311328        7.306280E+04
       7178.24705859        7.251657E+04
       7180.79198047        7.157978E+04
       7183.33836719        7.077807E+04
       7185.88475391        7.009431E+04
       7188.43065234        7.028415E+04
       7190.97752734        7.119962E+04
       7193.52537891        7.163575E+04
       7196.07274219        7.127424E+04
       7198.62108203        7.092625E+04
       7201.16991016        7.087909E+04
       7203.71873828        7.182783E+04
       7206.26854297        7.407819E+04
       7208.81834766        7.678018E+04
       7211.36815234        7.932013E+04
       7213.91942187        8.167718E+04
       7216.47117969        8.300096E+04
       7219.02293750        8.357753E+04
       7221.57518359        8.361262E+04
       7224.12791797        8.305709E+04
       7226.68114062        8.175837E+04
       7229.23436328        8.046263E+04
       7231.78905078        7.928290E+04
       7234.34276172        7.843232E+04
       7236.89793750        7.799665E+04
       7239.45311328        7.829105E+04
       7242.00877734        7.877807E+04
       7244.56492969        7.909828E+04
       7247.12303516        7.953460E+04
       7249.67918750        8.003363E+04
       7252.23729297        8.061517E+04
       7254.79539844        8.102153E+04
       7257.35350391        8.150056E+04
       7259.91307422        8.205295E+04
       7262.47215625        8.254537E+04
       7265.03319141        8.290479E+04
       7267.59325000        8.295225E+04
       7270.15379687        8.266825E+04
       7272.71483203        8.244177E+04
       7275.27635547        8.282421E+04
       7277.83885547        8.394960E+04
       7280.40233203        8.516750E+04
       7282.96483203        8.552016E+04
       7285.52830859        8.480937E+04
       7288.09227344        8.410626E+04
       7290.65672656        8.419538E+04
       7293.22166797        8.500574E+04
       7295.78709766        8.581633E+04
       7298.35252734        8.618675E+04
       7300.91942187        8.609588E+04
       7303.48533984        8.586327E+04
       7306.05272266        8.602918E+04
       7308.62059375        8.660465E+04
       7311.18895312        8.717322E+04
       7313.75780078        8.781556E+04
       7316.32664844        8.854639E+04
       7318.89598437        8.885266E+04
       7321.46580859        8.894952E+04
       7324.03612109        8.934979E+04
       7326.60692187        8.978577E+04
       7329.17918750        9.054254E+04
       7331.75096484        9.200928E+04
       7334.32274219        9.326722E+04
       7336.89500781        9.379789E+04
       7339.46825000        9.389976E+04
       7342.04246875        9.350931E+04
       7344.61668750        9.305710E+04
       7347.19041797        9.257303E+04
       7349.76561328        9.198178E+04
       7352.34129687        9.130611E+04
       7354.91698047        9.074433E+04
       7357.49315234        9.050597E+04
       7360.07030078        9.082752E+04
       7362.64744922        9.186982E+04
       7365.22508594        9.308537E+04
       7367.80369922        9.434691E+04
       7370.38231250        9.548294E+04
       7372.96092578        9.618144E+04
       7375.54051562        9.632808E+04
       7378.12010547        9.614903E+04
       7380.70116016        9.570933E+04
       7383.28221484        9.504153E+04
       7385.86375781        9.443269E+04
       7388.44627734        9.431309E+04
       7391.02830859        9.438214E+04
       7393.61033984        9.439677E+04
       7396.19334766        9.469189E+04
       7398.77782031        9.511283E+04
       7401.36180469        9.530529E+04
       7403.94627734        9.561617E+04
       7406.53123828        9.580639E+04
       7409.11668750        9.580808E+04
       7411.70262500        9.575818E+04
       7414.28905078        9.579071E+04
       7416.87645312        9.593013E+04
       7419.46336719        9.621423E+04
       7422.05174609        9.658444E+04
       7424.63963672        9.706315E+04
       7427.22850391        9.767414E+04
       7429.81688281        9.818487E+04
       7432.40770312        9.839275E+04
       7434.99754687        9.817117E+04
       7437.58787891        9.769692E+04
       7440.17869922        9.717531E+04
       7442.77049609        9.688732E+04
       7445.36278125        9.707671E+04
       7447.95408984        9.756672E+04
       7450.54735156        9.813871E+04
       7453.14061328        9.835244E+04
       7455.73387500        9.789744E+04
       7458.32860156        9.735699E+04
       7460.92430469        9.719364E+04
       7463.51854297        9.740470E+04
       7466.11424609        9.801193E+04
       7468.70994922        9.873837E+04
       7471.30662891        9.919544E+04
       7473.90330859        9.939806E+04
       7476.50047656        9.946848E+04
       7479.09910937        9.958636E+04
       7481.69725391        9.937983E+04
       7484.29539844        9.887926E+04
       7486.89549609        9.803295E+04
       7489.49559375        9.739881E+04
       7492.09520312        9.711902E+04
       7494.69627734        9.743949E+04
       7497.29686328        9.794986E+04
       7499.89842578        9.850160E+04
       7502.50096484        9.858916E+04
       7505.10301562        9.821924E+04
       7507.70506641        9.798885E+04
       7510.30907031        9.834390E+04
       7512.91356250        9.891232E+04
       7515.51805469        9.950547E+04
       7518.12303516        9.977122E+04
       7520.72752734        9.964570E+04
       7523.33250781        9.925970E+04
       7525.93992969        9.909554E+04
       7528.54539844        9.933546E+04
       7531.15233203        9.969467E+04
       7533.76024219        1.001723E+05
       7536.36815234        1.005478E+05
       7538.97606250        1.007260E+05
       7541.58543750        1.007440E+05
       7544.19481250        1.005862E+05
       7546.80467578        1.004155E+05
       7549.41502734        1.001744E+05
       7552.02586719        1.002030E+05
       7554.63670703        1.003129E+05
       7557.24852344        1.003687E+05
       7559.86033984        1.003535E+05
       7562.47264453        1.001773E+05
       7565.08592578        9.992890E+04
       7567.70018359        9.973350E+04
       7570.31395312        9.964724E+04
       7572.92821094        9.951396E+04
       7575.54295703        9.928791E+04
       7578.15819141        9.843586E+04
       7580.77391406        9.717058E+04
       7583.38963672        9.493235E+04
       7586.00682422        8.993413E+04
       7588.62450000        8.155936E+04
       7591.24168750        7.095773E+04
       7593.85936328        5.824358E+04
       7596.47801562        4.582932E+04
       7599.09764453        3.651160E+04
       7601.71580859        3.181398E+04
       7604.33592578        3.149664E+04
       7606.95701953        3.564382E+04
       7609.57762500        4.344774E+04
       7612.19871875        5.185609E+04
       7614.81981250        5.867282E+04
       7617.44188281        6.124994E+04
       7620.06444141        6.068442E+04
       7622.68797656        5.809525E+04
       7625.31151172        5.461621E+04
       7627.93602344        5.268851E+04
       7630.55955859        5.294887E+04
       7633.18455859        5.446116E+04
       7635.81053516        5.663560E+04
       7638.43602344        5.944100E+04
       7641.06248828        6.220690E+04
       7643.68944141        6.532855E+04
       7646.31639453        6.819320E+04
       7648.94334766        7.086101E+04
       7651.57225391        7.314341E+04
       7654.20067187        7.455648E+04
       7656.82957812        7.513961E+04
       7659.45897266        7.538149E+04
       7662.08885547        7.677928E+04
       7664.71971484        7.885287E+04
       7667.35057422        8.164794E+04
       7669.98143359        8.470666E+04
       7672.61326953        8.793677E+04
       7675.24510547        8.989679E+04
       7677.87791797        9.115240E+04
       7680.51170703        9.210177E+04
       7683.14549609        9.267318E+04
       7685.77977344        9.298518E+04
       7688.41405078        9.260250E+04
       7691.04832812        9.139890E+04
       7693.68358203        8.992178E+04
       7696.31981250        8.955135E+04
       7698.95701953        8.997893E+04
       7701.59325000        9.079122E+04
       7704.23045703        9.214945E+04
       7706.86815234        9.344301E+04
       7709.50584766        9.388857E+04
       7712.14451953        9.411407E+04
       7714.78416797        9.425149E+04
       7717.42381641        9.448794E+04
       7720.06346484        9.482853E+04
       7722.70360156        9.515697E+04
       7725.34569141        9.549430E+04
       7727.98631641        9.590023E+04
       7730.62889453        9.623780E+04
       7733.27049609        9.636336E+04
       7735.91307422        9.630456E+04
       7738.55662891        9.577814E+04
       7741.20018359        9.491145E+04
       7743.84471484        9.414872E+04
       7746.48826953        9.372161E+04
       7749.13328906        9.372922E+04
       7751.77928516        9.405323E+04
       7754.42576953        9.457079E+04
       7757.07225391        9.514255E+04
       7759.71971484        9.537596E+04
       7762.36619922        9.534185E+04
       7765.01366016        9.537772E+04
       7767.66209766        9.544391E+04
       7770.31151172        9.535456E+04
       7772.95994922        9.506491E+04
       7775.60985156        9.468580E+04
       7778.25926562        9.429603E+04
       7780.91063281        9.391772E+04
       7783.56151172        9.369298E+04
       7786.21287891        9.378646E+04
       7788.86473437        9.399314E+04
       7791.51658984        9.402013E+04
       7794.16991016        9.404854E+04
       7796.82176562        9.422458E+04
       7799.47508594        9.446328E+04
       7802.12889453        9.452851E+04
       7804.78270312        9.482540E+04
       7807.43700000        9.504791E+04
       7810.09080859        9.524489E+04
       7812.74657031        9.517994E+04
       7815.40184375        9.509557E+04
       7818.05809375        9.496599E+04
       7820.71287891        9.467926E+04
       7823.37010547        9.400132E+04
       7826.02684375        9.318803E+04
       7828.68309375        9.229221E+04
       7831.34080859        9.179143E+04
       7833.99901172        9.186522E+04
       7836.65721484        9.224902E+04
       7839.31590625        9.292065E+04
       7841.97459766        9.354067E+04
       7844.63426562        9.398305E+04
       7847.29295703        9.410657E+04
       7849.95262500        9.414101E+04
       7852.61326953        9.411176E+04
       7855.27391406        9.410533E+04
       7857.93504687        9.423300E+04
       7860.59617969        9.415619E+04
       7863.25682422        9.410106E+04
       7865.91893359        9.384275E+04
       7868.58201953        9.367908E+04
       7871.24412891        9.349938E+04
       7873.90721484        9.357142E+04
       7876.56981250        9.353223E+04
       7879.23436328        9.350808E+04
       7881.89793750        9.328470E+04
       7884.56248828        9.308572E+04
       7887.22606250        9.282684E+04
       7889.89110156        9.268019E+04
       7892.55711719        9.259606E+04
       7895.22264453        9.246437E+04
       7897.88866016        9.235193E+04
       7900.55467578        9.217633E+04
       7903.22215625        9.200352E+04
       7905.88963672        9.173570E+04
       7908.55711719        9.156619E+04
       7911.22410937        9.145674E+04
       7913.89305469        9.141013E+04
       7916.56102344        9.149471E+04
       7919.23045703        9.158294E+04
       7921.89891406        9.162375E+04
       7924.56834766        9.157906E+04
       7927.23826953        9.146128E+04
       7929.90867969        9.114418E+04
       7932.57908984        9.080072E+04
       7935.24998828        9.058252E+04
       7937.92137500        9.004090E+04
       7940.59373828        8.954556E+04
       7943.26463672        8.948499E+04
       7945.93748828        8.982020E+04
       7948.61033984        9.024579E+04
       7951.28367969        9.053808E+04
       7953.95653125        9.071453E+04
       7956.63035937        9.078751E+04
       7959.30369922        9.084319E+04
       7961.97850391        9.091419E+04
       7964.65282031        9.126433E+04
       7967.32811328        9.170038E+04
       7970.00340625        9.196348E+04
       7972.67967578        9.180600E+04
       7975.35594531        9.163163E+04
       7978.03172656        9.153485E+04
       7980.70897266        9.150847E+04
       7983.38573047        9.154046E+04
       7986.06346484        9.148517E+04
       7988.74266406        9.097739E+04
       7991.41942187        9.024684E+04
       7994.09764453        8.965835E+04
       7996.77782031        8.947642E+04
       7999.45653125        8.959003E+04
       8002.13670703        8.991341E+04
       8004.81590625        9.030828E+04
       8007.49608203        9.074476E+04
       8010.17625781        9.097575E+04
       8012.85741016        9.116385E+04
       8015.53905078        9.100039E+04
       8018.22020312        9.047425E+04
       8020.90233203        8.993246E+04
       8023.58543750        8.967595E+04
       8026.26805469        8.966686E+04
       8028.95116016        8.995712E+04
       8031.63475391        9.034527E+04
       8034.31785937        9.052916E+04
       8037.00145312        9.033859E+04
       8039.68700000        8.969221E+04
       8042.37108203        8.933404E+04
       8045.05565234        8.942742E+04
       8047.74168750        8.974295E+04
       8050.42772266        9.027301E+04
       8053.11375781        9.072792E+04
       8055.80028125        9.097794E+04
       8058.48729297        9.093817E+04
       8061.17479297        9.049544E+04
       8063.86229297        9.002010E+04
       8066.55028125        8.968795E+04
       8069.23778125        8.956868E+04
       8071.92674609        8.945448E+04
       8074.61571094        8.945184E+04
       8077.30516406        8.943733E+04
       8079.99510547        8.938054E+04
       8082.68553516        8.926633E+04
       8085.37498828        8.899074E+04
       8088.06541797        8.872817E+04
       8090.75682422        8.843740E+04
       8093.44823047        8.848103E+04
       8096.14012500        8.845251E+04
       8098.83201953        8.847834E+04
       8101.52440234        8.837174E+04
       8104.21678516        8.814671E+04
       8106.91014453        8.762866E+04
       8109.60350391        8.698490E+04
       8112.29783984        8.657427E+04
       8114.99168750        8.625054E+04
       8117.68553516        8.606256E+04
       8120.38084766        8.589994E+04
       8123.07664844        8.541663E+04
       8125.77147266        8.441962E+04
       8128.46776172        8.352008E+04
       8131.16307422        8.274101E+04
       8133.86082812        8.188225E+04
       8136.55711719        8.112779E+04
       8139.25438281        8.043894E+04
       8141.95213672        7.974076E+04
       8144.65037891        7.907763E+04
       8147.34862109        7.824301E+04
       8150.04686328        7.786298E+04
       8152.74608203        7.699724E+04
       8155.44530078        7.579741E+04
       8158.14500781        7.507461E+04
       8160.84520312        7.480495E+04
       8163.54588672        7.519809E+04
       8166.24608203        7.599598E+04
       8168.94676562        7.602967E+04
       8171.64793750        7.547508E+04
       8174.35057422        7.425298E+04
       8177.05272266        7.247260E+04
       8179.75487109        7.158022E+04
       8182.45799609        7.111107E+04
       8185.16112109        7.076506E+04
       8187.86473437        6.987366E+04
       8190.56785937        6.947427E+04
       8193.27244922        7.041259E+04
       8195.97752734        7.234290E+04
       8198.68162891        7.471895E+04
       8201.38670703        7.758080E+04
       8204.09178516        8.019929E+04
       8206.79881641        8.150717E+04
       8209.50487109        8.166718E+04
       8212.21092578        8.076368E+04
       8214.91795703        7.928261E+04
       8217.62596484        7.700234E+04
       8220.33299609        7.376579E+04
       8223.04198047        7.092704E+04
       8225.74998828        6.950827E+04
       8228.45799609        7.048257E+04
       8231.16795703        7.217631E+04
       8233.87694141        7.462466E+04
       8236.58690234        7.744216E+04
       8239.29686328        7.981785E+04
       8242.00780078        8.125024E+04
       8244.71776172        8.192019E+04
       8247.42967578        8.173614E+04
       8250.14061328        8.128350E+04
       8252.85155078        8.102107E+04
       8255.56444141        8.099849E+04
       8258.27733203        8.121634E+04
       8260.99022266        8.159557E+04
       8263.70311328        8.155838E+04
       8266.41698047        8.070986E+04
       8269.13084766        7.959030E+04
       8271.84373828        7.855467E+04
       8274.56053516        7.781992E+04
       8277.27440234        7.759698E+04
       8279.99022266        7.742358E+04
       8282.70604297        7.752999E+04
       8285.42186328        7.767396E+04
       8288.13866016        7.785415E+04
       8290.85545703        7.817330E+04
       8293.57225391        7.819344E+04
       8296.28905078        7.812006E+04
       8299.00682422        7.795188E+04
       8301.72459766        7.803173E+04
       8304.44237109        7.815456E+04
       8307.16209766        7.812453E+04
       8309.88084766        7.793434E+04
       8312.59959766        7.762590E+04
       8315.32030078        7.731140E+04
       8318.04002734        7.688169E+04
       8320.75975391        7.630016E+04
       8323.48045703        7.593546E+04
       8326.20311328        7.587668E+04
       8328.92283984        7.604502E+04
       8331.64549609        7.634452E+04
       8334.36619922        7.698086E+04
       8337.08983203        7.796232E+04
       8339.81151172        7.861985E+04
       8342.53514453        7.918610E+04
       8345.25877734        7.948742E+04
       8347.98241016        7.961936E+04
       8350.70506641        7.957515E+04
       8353.42967578        7.934812E+04
       8356.15526172        7.909610E+04
       8358.88084766        7.895456E+04
       8361.60448047        7.921657E+04
       8364.33104297        7.949653E+04
       8367.05565234        7.947252E+04
       8369.78123828        7.928640E+04
       8372.50877734        7.889870E+04
       8375.23533984        7.822805E+04
       8377.96287891        7.719660E+04
       8380.69041797        7.631180E+04
       8383.41795703        7.614095E+04
       8386.14549609        7.668013E+04
       8388.87498828        7.710842E+04
       8391.60350391        7.796656E+04
       8394.33201953        7.901343E+04
       8397.06248828        7.976018E+04
       8399.79100391        8.022931E+04
       8402.52147266        8.006990E+04
       8405.25194141        7.978337E+04
       8407.98338672        7.950084E+04
       8410.71483203        7.931485E+04
       8413.44530078        7.930682E+04
       8416.17674609        7.906185E+04
       8418.91014453        7.865262E+04
       8421.64061328        7.839768E+04
       8424.37303516        7.793151E+04
       8427.10741016        7.689426E+04
       8429.84080859        7.592010E+04
       8432.57420703        7.585515E+04
       8435.30760547        7.620363E+04
       8438.04198047        7.694933E+04
       8440.77733203        7.767362E+04
       8443.51170703        7.824516E+04
       8446.24803516        7.884160E+04
       8448.98338672        7.911400E+04
       8451.71873828        7.917451E+04
       8454.45604297        7.925421E+04
       8457.19237109        7.906182E+04
       8459.92869922        7.851508E+04
       8462.66600391        7.790650E+04
       8465.40428516        7.778958E+04
       8468.14061328        7.790423E+04
       8470.87987109        7.798298E+04
       8473.61717578        7.818269E+04
       8476.35643359        7.857493E+04
       8479.09666797        7.883415E+04
       8481.83592578        7.881238E+04
       8484.57420703        7.828040E+04
       8487.31541797        7.689871E+04
       8490.05565234        7.499612E+04
       8492.79686328        7.374475E+04
       8495.53807422        7.332265E+04
       8498.27928516        7.376173E+04
       8501.02049609        7.435225E+04
       8503.76268359        7.498435E+04
       8506.50487109        7.525535E+04
       8509.24803516        7.520924E+04
       8511.99119922        7.501600E+04
       8514.73436328        7.508517E+04
       8517.47850391        7.523772E+04
       8520.22166797        7.550022E+04
       8522.96580859        7.579031E+04
       8525.71092578        7.569518E+04
       8528.45604297        7.454357E+04
       8531.20213672        7.198855E+04
       8533.94725391        6.866887E+04
       8536.69334766        6.585133E+04
       8539.43944141        6.449329E+04
       8542.18651172        6.522746E+04
       8544.93358203        6.679290E+04
       8547.68065234        6.913949E+04
       8550.42772266        7.174398E+04
       8553.17576953        7.415903E+04
       8555.92283984        7.549637E+04
       8558.67283984        7.605322E+04
       8561.42186328        7.632918E+04
       8564.17186328        7.653723E+04
       8566.91991016        7.664929E+04
       8569.66991016        7.669360E+04
       8572.42088672        7.649839E+04
       8575.17088672        7.626753E+04
       8577.92186328        7.608633E+04
       8580.67186328        7.611254E+04
       8583.42479297        7.608951E+04
       8586.17576953        7.610609E+04
       8588.92869922        7.611975E+04
       8591.68065234        7.620057E+04
       8594.43358203        7.618804E+04
       8597.18748828        7.614876E+04
       8599.93944141        7.587883E+04
       8602.69334766        7.545668E+04
       8605.44725391        7.507970E+04
       8608.20213672        7.496241E+04
       8610.95701953        7.499358E+04
       8613.71190234        7.489898E+04
       8616.46776172        7.481023E+04
       8619.22264453        7.479789E+04
       8621.97948047        7.481648E+04
       8624.73631641        7.493502E+04
       8627.49217578        7.495717E+04
       8630.24998828        7.507714E+04
       8633.00682422        7.514250E+04
       8635.76366016        7.503739E+04
       8638.52244922        7.479011E+04
       8641.28026172        7.439487E+04
       8644.04002734        7.394377E+04
       8646.79783984        7.329008E+04
       8649.55760547        7.190359E+04
       8652.31639453        6.941616E+04
       8655.07713672        6.667234E+04
       8657.83787891        6.503967E+04
       8660.59764453        6.480567E+04
       8663.35838672        6.527847E+04
       8666.11912891        6.626638E+04
       8668.88182422        6.766736E+04
       8671.64354297        6.941116E+04
       8674.40623828        7.045812E+04
       8677.16795703        7.033831E+04
       8679.93065234        6.939165E+04
       8682.69334766        6.856579E+04
       8685.45701953        6.853853E+04
       8688.22166797        6.881430E+04
       8690.98533984        6.917577E+04
       8693.74998828        6.977720E+04
       8696.51463672        7.038811E+04
       8699.27928516        7.089086E+04
       8702.04491016        7.099636E+04
       8704.81151172        7.096865E+04
       8707.57713672        7.095810E+04
       8710.34373828        7.089499E+04
       8713.10936328        7.089040E+04
       8715.87694141        7.084950E+04
       8718.64451953        7.079026E+04
       8721.41209766        7.074392E+04
       8724.17967578        7.071009E+04
       8726.94823047        7.067414E+04
       8729.71678516        7.053674E+04
       8732.48533984        7.039938E+04
       8735.25487109        7.013421E+04
       8738.02537891        7.010836E+04
       8740.79491016        7.013648E+04
       8743.56541797        7.033149E+04
       8746.33592578        7.048363E+04
       8749.10741016        7.033151E+04
       8751.87889453        6.995306E+04
       8754.65037891        6.957275E+04
       8757.42186328        6.915217E+04
       8760.19432422        6.899975E+04
       8762.96678516        6.886239E+04
       8765.74022266        6.869694E+04
       8768.51268359        6.850632E+04
       8771.28612109        6.838648E+04
       8774.06053516        6.834633E+04
       8776.83397266        6.865756E+04
       8779.60936328        6.898164E+04
       8782.38280078        6.917431E+04
       8785.15819141        6.907792E+04
       8787.93358203        6.868332E+04
       8790.70897266        6.817068E+04
       8793.48631641        6.754681E+04
       8796.26170703        6.658910E+04
       8799.04002734        6.556685E+04
       8801.81639453        6.501667E+04
       8804.59373828        6.509555E+04
       8807.37108203        6.532810E+04
       8810.15037891        6.558805E+04
       8812.92869922        6.591220E+04
       8815.70701953        6.605867E+04
       8818.48631641        6.611414E+04
       8821.26463672        6.617331E+04
       8824.04491016        6.614782E+04
       8826.82518359        6.604239E+04
       8829.60545703        6.617947E+04
       8832.38573047        6.664016E+04
       8835.16600391        6.708620E+04
       8837.94725391        6.713830E+04
       8840.72948047        6.690648E+04
       8843.51170703        6.671382E+04
       8846.29295703        6.667685E+04
       8849.07616016        6.671821E+04
       8851.85838672        6.674521E+04
       8854.64158984        6.663733E+04
       8857.42479297        6.607276E+04
       8860.20897266        6.536775E+04
       8862.99217578        6.476205E+04
       8865.77635547        6.467422E+04
       8868.56053516        6.484592E+04
       8871.34569141        6.515549E+04
       8874.12987109        6.528819E+04
       8876.91502734        6.532643E+04
       8879.70018359        6.524014E+04
       8882.48631641        6.511833E+04
       8885.27147266        6.512010E+04
       8888.05858203        6.510624E+04
       8890.84471484        6.522872E+04
       8893.63182422        6.523954E+04
       8896.41795703        6.494905E+04
       8899.20604297        6.452867E+04
       8901.99315234        6.424823E+04
       8904.78123828        6.407837E+04
       8907.56932422        6.406979E+04
       8910.35741016        6.403156E+04
       8913.14744922        6.379242E+04
       8915.93651172        6.315680E+04
       8918.72459766        6.230254E+04
       8921.51463672        6.165602E+04
       8924.30467578        6.142137E+04
       8927.09569141        6.138138E+04
       8929.88475391        6.135226E+04
       8932.67576953        6.103738E+04
       8935.46580859        6.041070E+04
       8938.25780078        5.944225E+04
       8941.04881641        5.859894E+04
       8943.84080859        5.785713E+04
       8946.63280078        5.737175E+04
       8949.42576953        5.704296E+04
       8952.21776172        5.618840E+04
       8955.00975391        5.502344E+04
       8957.80369922        5.420814E+04
       8960.59666797        5.351684E+04
       8963.39061328        5.278336E+04
       8966.18553516        5.268362E+04
       8968.97850391        5.268493E+04
       8971.77244922        5.276307E+04
       8974.56834766        5.251047E+04
       8977.36424609        5.121296E+04
       8980.15819141        4.929238E+04
       8982.95506641        4.845118E+04
       8985.75194141        4.855844E+04
       8988.54686328        4.906398E+04
       8991.34178516        4.898256E+04
       8994.13963672        4.872138E+04
       8996.93651172        4.856028E+04
       8999.73338672        4.861083E+04
       9002.53221484        4.890529E+04
       9005.32908984        4.882133E+04
       9008.12791797        4.857428E+04
       9010.92576953        4.856905E+04
       9013.72557422        4.838044E+04
       9016.52342578        4.806125E+04
       9019.32323047        4.850391E+04
       9022.12205859        4.949570E+04
       9024.92186328        5.084280E+04
       9027.72166797        5.251445E+04
       9030.52342578        5.371783E+04
       9033.32323047        5.438048E+04
       9036.12303516        5.468567E+04
       9038.92479297        5.482126E+04
       9041.72557422        5.469420E+04
       9044.52830859        5.466183E+04
       9047.33006641        5.474961E+04
       9050.13280078        5.454753E+04
       9052.93553516        5.384717E+04
       9055.73729297        5.292009E+04
       9058.54002734        5.161285E+04
       9061.34373828        5.002260E+04
       9064.14842578        4.910445E+04
       9066.95213672        4.854011E+04
       9069.75584766        4.788129E+04
       9072.56053516        4.751092E+04
       9075.36522266        4.736477E+04
       9078.16893359        4.657552E+04
       9080.97557422        4.606287E+04
       9083.78123828        4.577836E+04
       9086.58690234        4.554085E+04
       9089.39256641        4.575888E+04
       9092.19920703        4.609856E+04
       9095.00584766        4.645080E+04
       9097.81346484        4.636703E+04
       9100.61912891        4.664045E+04
       9103.42772266        4.711029E+04
       9106.23533984        4.702792E+04
       9109.04295703        4.703528E+04
       9111.85155078        4.746652E+04
       9114.66014453        4.795934E+04
       9117.46971484        4.760475E+04
       9120.27830859        4.669654E+04
       9123.08787891        4.533954E+04
       9125.89647266        4.412211E+04
       9128.70799609        4.357015E+04
       9131.51756641        4.446659E+04
       9134.32811328        4.493840E+04
       9137.13866016        4.554380E+04
       9139.95018359        4.540950E+04
       9142.76073047        4.439816E+04
       9145.57323047        4.337383E+04
       9148.38475391        4.306375E+04
       9151.19725391        4.325766E+04
       9154.00975391        4.386027E+04
       9156.82127734        4.463877E+04
       9159.63475391        4.467003E+04
       9162.44823047        4.399608E+04
       9165.26170703        4.314064E+04
       9168.07616016        4.277800E+04
       9170.89061328        4.305860E+04
       9173.70408984        4.350179E+04
       9176.51854297        4.414710E+04
       9179.33397266        4.478242E+04
       9182.14940234        4.494547E+04
       9184.96483203        4.509587E+04
       9187.78026172        4.535130E+04
       9190.59666797        4.590039E+04
       9193.41307422        4.652811E+04
       9196.22948047        4.718113E+04
       9199.04686328        4.731562E+04
       9201.86326953        4.703015E+04
       9204.68065234        4.620410E+04
       9207.49803516        4.533298E+04
       9210.31639453        4.499215E+04
       9213.13475391        4.498408E+04
       9215.95311328        4.530379E+04
       9218.77244922        4.588806E+04
       9221.59080859        4.608075E+04
       9224.41014453        4.584815E+04
       9227.23045703        4.536576E+04
       9230.04979297        4.465476E+04
       9232.87010547        4.391267E+04
       9235.69139453        4.323452E+04
       9238.51170703        4.307223E+04
       9241.33201953        4.326305E+04
       9244.15330859        4.351611E+04
       9246.97557422        4.364228E+04
       9249.79783984        4.343653E+04
       9252.61912891        4.301885E+04
       9255.44139453        4.282731E+04
       9258.26366016        4.268544E+04
       9261.08690234        4.254448E+04
       9263.91014453        4.231333E+04
       9266.73338672        4.192043E+04
       9269.55760547        4.115833E+04
       9272.38280078        4.030927E+04
       9275.20701953        3.933202E+04
       9278.03026172        3.793716E+04
       9280.85545703        3.691257E+04
       9283.68162891        3.580952E+04
       9286.50584766        3.471008E+04
       9289.33201953        3.371984E+04
       9292.15819141        3.304102E+04
       9294.98436328        3.251554E+04
       9297.81053516        3.169752E+04
       9300.63768359        3.051476E+04
       9303.46483203        2.952208E+04
       9306.29198047        2.785118E+04
       9309.11912891        2.632987E+04
       9311.94725391        2.554895E+04
       9314.77537891        2.401917E+04
       9317.60448047        2.321919E+04
       9320.43162891        2.305026E+04
       9323.26170703        2.225158E+04
       9326.09178516        2.103437E+04
       9328.92088672        2.015638E+04
       9331.75096484        1.894211E+04
       9334.58006641        1.775130E+04
       9337.41209766        1.798357E+04
       9340.24217578        1.909338E+04
       9343.07323047        1.918820E+04
       9345.90428516        1.916194E+04
       9348.73436328        1.919163E+04
       9351.56737109        1.954754E+04
       9354.40037891        2.005927E+04
       9357.23241016        2.001583E+04
       9360.06444141        1.947295E+04
       9362.89647266        1.924396E+04
       9365.73045703        1.947326E+04
       9368.56346484        1.935252E+04
       9371.39647266        1.916136E+04
       9374.23045703        1.951447E+04
       9377.06444141        2.046818E+04
       9379.90037891        2.201497E+04
       9382.73436328        2.443119E+04
       9385.56932422        2.634447E+04
       9388.40526172        2.788589E+04
       9391.24022266        2.843811E+04
       9394.07713672        2.853091E+04
       9396.91209766        2.831697E+04
       9399.74705859        2.750916E+04
       9402.58299609        2.678987E+04
       9405.41893359        2.652152E+04
       9408.25584766        2.628552E+04
       9411.09178516        2.638117E+04
       9413.92967578        2.624406E+04
       9416.76561328        2.508044E+04
       9419.60350391        2.375753E+04
       9422.44041797        2.348105E+04
       9425.27830859        2.335246E+04
       9428.11717578        2.251614E+04
       9430.95506641        2.151874E+04
       9433.79295703        2.090323E+04
       9436.63182422        2.100303E+04
       9439.47069141        2.183053E+04
       9442.31053516        2.243312E+04
       9445.14940234        2.211143E+04
       9447.98729297        2.143710E+04
       9450.82713672        2.121913E+04
       9453.66795703        2.123555E+04
       9456.50780078        2.170357E+04
       9459.34862109        2.180405E+04
       9462.18748828        2.221510E+04
       9465.02733203        2.255656E+04
       9467.86912891        2.238002E+04
       9470.70897266        2.205503E+04
       9473.55076953        2.167416E+04
       9476.39256641        2.232315E+04
       9479.23436328        2.295305E+04
       9482.07518359        2.342435E+04
       9484.91698047        2.294025E+04
       9487.75975391        2.221770E+04
       9490.60155078        2.147777E+04
       9493.44432422        2.106819E+04
       9496.28807422        2.194546E+04
