# Aperture radius = 15.5 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#          Lambda(A)                Flux
       7106.82692188        1.635096E+05
       7109.39235156        1.640661E+05
       7111.95924609        1.648444E+05
       7114.52614063        1.653133E+05
       7117.09352344        1.643915E+05
       7119.66139453        1.614787E+05
       7122.23024219        1.577908E+05
       7124.79860156        1.546547E+05
       7127.36793750        1.530307E+05
       7129.93776172        1.533550E+05
       7132.50758594        1.544019E+05
       7135.07887500        1.559829E+05
       7137.65016406        1.570750E+05
       7140.22145313        1.578372E+05
       7142.79420703        1.583689E+05
       7145.36696094        1.590238E+05
       7147.93971484        1.601406E+05
       7150.51442188        1.613502E+05
       7153.08668750        1.623314E+05
       7155.66285938        1.626014E+05
       7158.23756641        1.624110E+05
       7160.81325000        1.625512E+05
       7163.38844531        1.630717E+05
       7165.96559375        1.638254E+05
       7168.54274219        1.644337E+05
       7171.11989063        1.644080E+05
       7173.69801563        1.637969E+05
       7176.27614063        1.628909E+05
       7178.85524219        1.616406E+05
       7181.43434375        1.601417E+05
       7184.01393359        1.591867E+05
       7186.59450000        1.591825E+05
       7189.17555469        1.603152E+05
       7191.75660938        1.615524E+05
       7194.33864063        1.623305E+05
       7196.92018359        1.627174E+05
       7199.50367969        1.628992E+05
       7202.08668750        1.632327E+05
       7204.66969531        1.642118E+05
       7207.25367969        1.659710E+05
       7209.83864063        1.682662E+05
       7212.42360156        1.704867E+05
       7215.00953906        1.722387E+05
       7217.59450000        1.736108E+05
       7220.18239063        1.747898E+05
       7222.76881641        1.756853E+05
       7225.35621875        1.762760E+05
       7227.94410938        1.762286E+05
       7230.53297656        1.758258E+05
       7233.12184375        1.753918E+05
       7235.71071094        1.751855E+05
       7238.30055469        1.752833E+05
       7240.89137500        1.759315E+05
       7243.48121875        1.765038E+05
       7246.07301563        1.766702E+05
       7248.66481250        1.770341E+05
       7251.25660938        1.774046E+05
       7253.84987109        1.775414E+05
       7256.44313281        1.777241E+05
       7259.03639453        1.781209E+05
       7261.63014453        1.788268E+05
       7264.22535938        1.798092E+05
       7266.82008594        1.804602E+05
       7269.41578906        1.805958E+05
       7272.01149219        1.803892E+05
       7274.60817188        1.799771E+05
       7277.20485156        1.795136E+05
       7279.80250781        1.791504E+05
       7282.40065234        1.784637E+05
       7284.99830859        1.780155E+05
       7287.59791797        1.785181E+05
       7290.19752734        1.800505E+05
       7292.79713672        1.821395E+05
       7295.39625781        1.837714E+05
       7297.99733203        1.844190E+05
       7300.59791797        1.843047E+05
       7303.19948047        1.841496E+05
       7305.80153125        1.842615E+05
       7308.40407031        1.844230E+05
       7311.00758594        1.845888E+05
       7313.61012500        1.847832E+05
       7316.21461719        1.848028E+05
       7318.81862109        1.848129E+05
       7321.42360156        1.853617E+05
       7324.02858203        1.860550E+05
       7326.63453906        1.871992E+05
       7329.23951953        1.887954E+05
       7331.84694141        1.903956E+05
       7334.45436328        1.916111E+05
       7337.06129688        1.920132E+05
       7339.66871875        1.914158E+05
       7342.27711719        1.906448E+05
       7344.88551563        1.894099E+05
       7347.49586719        1.876344E+05
       7350.10573047        1.857148E+05
       7352.71559375        1.844334E+05
       7355.32594531        1.841371E+05
       7357.93678516        1.849184E+05
       7360.54860156        1.868369E+05
       7363.15992969        1.895767E+05
       7365.77272266        1.929089E+05
       7368.38600391        1.957450E+05
       7370.99928516        1.974293E+05
       7373.61256641        1.977400E+05
       7376.22731250        1.964857E+05
       7378.84254688        1.942821E+05
       7381.45729297        1.919346E+05
       7384.07203906        1.907924E+05
       7386.68922656        1.911529E+05
       7389.30592578        1.922529E+05
       7391.92262500        1.934704E+05
       7394.53981250        1.944502E+05
       7397.15748828        1.952113E+05
       7399.77565234        1.956894E+05
       7402.39528125        1.956144E+05
       7405.01393359        1.946717E+05
       7407.63405078        1.928446E+05
       7410.25367969        1.911731E+05
       7412.87428516        1.902227E+05
       7415.49586719        1.902089E+05
       7418.11647266        1.915407E+05
       7420.73903125        1.932667E+05
       7423.36061328        1.948042E+05
       7425.98414844        1.960227E+05
       7428.60768359        1.966945E+05
       7431.23121875        1.964536E+05
       7433.85524219        1.959444E+05
       7436.48024219        1.955776E+05
       7439.10475391        1.954215E+05
       7441.73121875        1.959919E+05
       7444.35719531        1.972920E+05
       7446.98414844        1.986186E+05
       7449.61061328        1.992178E+05
       7452.23805469        1.987297E+05
       7454.86598438        1.974699E+05
       7457.49489063        1.969037E+05
       7460.12282031        1.969280E+05
       7462.75319141        1.971964E+05
       7465.38209766        1.971967E+05
       7468.01198047        1.969596E+05
       7470.64332813        1.968311E+05
       7473.27321094        1.970392E+05
       7475.90602344        1.974414E+05
       7478.53639453        1.977123E+05
       7481.16969531        1.976882E+05
       7483.80201953        1.968800E+05
       7486.43580859        1.956892E+05
       7489.06959766        1.950987E+05
       7491.70338672        1.956306E+05
       7494.33864063        1.970847E+05
       7496.97340625        1.990080E+05
       7499.60914844        2.000499E+05
       7502.24537891        2.000192E+05
       7504.88258594        1.999814E+05
       7507.51930469        2.004829E+05
       7510.15602344        2.015003E+05
       7512.79420703        2.024623E+05
       7515.43239063        2.027358E+05
       7518.07155078        2.022605E+05
       7520.71022266        2.018910E+05
       7523.35084766        2.018445E+05
       7525.99000781        2.025565E+05
       7528.63063281        2.036231E+05
       7531.27174609        2.040969E+05
       7533.91383594        2.043269E+05
       7536.55543750        2.040649E+05
       7539.19801563        2.034811E+05
       7541.84059375        2.032005E+05
       7544.48414844        2.031021E+05
       7547.12770313        2.027978E+05
       7549.77223438        2.026070E+05
       7552.41676563        2.024032E+05
       7555.06129688        2.023844E+05
       7557.70729297        2.025166E+05
       7560.35328906        2.025700E+05
       7563.00026172        2.024554E+05
       7565.64674609        2.025226E+05
       7568.29469531        2.023321E+05
       7570.94215625        2.021891E+05
       7573.59059375        2.014595E+05
       7576.23903125        1.995065E+05
       7578.88844531        1.963712E+05
       7581.53785938        1.919356E+05
       7584.18825000        1.830902E+05
       7586.83912891        1.670163E+05
       7589.49000781        1.435775E+05
       7592.14088672        1.181591E+05
       7594.79323047        9.434889E+04
       7597.44606250        7.705840E+04
       7600.09840625        6.689665E+04
       7602.75221484        6.591889E+04
       7605.40553516        7.299590E+04
       7608.05983203        8.670790E+04
       7610.71412891        1.030407E+05
       7613.36989063        1.161556E+05
       7616.02467578        1.212974E+05
       7618.68141406        1.206660E+05
       7621.33717578        1.156513E+05
       7623.99489063        1.102662E+05
       7626.65211719        1.086728E+05
       7629.30934375        1.098475E+05
       7631.96803516        1.129210E+05
       7634.62672656        1.177972E+05
       7637.28541797        1.233959E+05
       7639.94655078        1.291898E+05
       7642.60621875        1.347582E+05
       7645.26637500        1.397913E+05
       7647.92848438        1.443482E+05
       7650.58864063        1.481399E+05
       7653.25075000        1.515443E+05
       7655.91285938        1.546447E+05
       7658.57594531        1.584833E+05
       7661.23903125        1.636994E+05
       7663.90358203        1.697049E+05
       7666.56715625        1.757276E+05
       7669.23219531        1.807053E+05
       7671.89723438        1.842336E+05
       7674.56325000        1.869587E+05
       7677.22877734        1.889224E+05
       7679.89479297        1.904217E+05
       7682.56227344        1.912480E+05
       7685.22926563        1.916646E+05
       7687.89723438        1.914147E+05
       7690.56520313        1.907106E+05
       7693.23414844        1.907347E+05
       7695.90309375        1.916370E+05
       7698.57350391        1.923023E+05
       7701.24391406        1.927276E+05
       7703.91432422        1.919585E+05
       7706.58473438        1.904970E+05
       7709.25660938        1.897552E+05
       7711.92897266        1.900907E+05
       7714.60133594        1.909395E+05
       7717.27321094        1.923209E+05
       7719.94703906        1.936319E+05
       7722.62086719        1.947682E+05
       7725.29469531        1.960007E+05
       7727.96950000        1.971961E+05
       7730.64430469        1.981286E+05
       7733.32008594        1.983850E+05
       7735.99684375        1.974443E+05
       7738.67213672        1.953845E+05
       7741.34987109        1.931279E+05
       7744.02662891        1.920409E+05
       7746.70485156        1.926278E+05
       7749.38356250        1.940872E+05
       7752.06178516        1.962027E+05
       7754.74098438        1.975908E+05
       7757.42067188        1.980784E+05
       7760.10035938        1.981905E+05
       7762.78102344        1.980884E+05
       7765.46266406        1.981995E+05
       7768.14332813        1.983678E+05
       7770.82594531        1.983607E+05
       7773.50758594        1.980778E+05
       7776.19117969        1.975827E+05
       7778.87379688        1.968680E+05
       7781.55836719        1.960179E+05
       7784.24196094        1.957891E+05
       7786.92604297        1.961828E+05
       7789.61110156        1.964531E+05
       7792.29664844        1.965762E+05
       7794.98219531        1.969853E+05
       7797.66774219        1.972711E+05
       7800.35475391        1.972178E+05
       7803.04176563        1.975473E+05
       7805.72828906        1.982154E+05
       7808.41627734        1.989189E+05
       7811.10328906        1.995856E+05
       7813.79225391        2.001125E+05
       7816.48024219        2.001788E+05
       7819.16969531        1.996939E+05
       7821.85866016        1.985374E+05
       7824.54957813        1.965837E+05
       7827.23854297        1.944204E+05
       7829.92897266        1.930650E+05
       7832.62037891        1.929141E+05
       7835.31080859        1.936678E+05
       7838.00270313        1.949335E+05
       7840.69459766        1.956896E+05
       7843.38649219        1.955614E+05
       7846.07936328        1.951156E+05
       7848.77174609        1.948937E+05
       7851.46461719        1.952705E+05
       7854.15846484        1.961008E+05
       7856.85328906        1.970787E+05
       7859.54664844        1.974838E+05
       7862.24147266        1.969281E+05
       7864.93678516        1.958907E+05
       7867.63209766        1.948431E+05
       7870.32838672        1.938421E+05
       7873.02467578        1.930857E+05
       7875.72096484        1.926707E+05
       7878.41920703        1.926447E+05
       7881.11500781        1.927731E+05
       7883.81325000        1.926089E+05
       7886.51100391        1.918024E+05
       7889.20924609        1.907304E+05
       7891.90797656        1.901056E+05
       7894.60670703        1.897992E+05
       7897.30592578        1.896637E+05
       7900.00660938        1.892975E+05
       7902.70631641        1.881398E+05
       7905.40651172        1.864254E+05
       7908.10768359        1.851166E+05
       7910.80934375        1.845465E+05
       7913.51100391        1.848491E+05
       7916.21266406        1.855020E+05
       7918.91530078        1.862905E+05
       7921.61842578        1.867148E+05
       7924.32008594        1.866740E+05
       7927.02418750        1.862412E+05
       7929.72780078        1.850356E+05
       7932.43287891        1.837696E+05
       7935.13698047        1.823760E+05
       7937.84157031        1.809547E+05
       7940.54616016        1.807200E+05
       7943.25172656        1.817068E+05
       7945.95778125        1.829830E+05
       7948.66432422        1.847796E+05
       7951.37184375        1.861296E+05
       7954.07789844        1.868597E+05
       7956.78590625        1.874034E+05
       7959.49342578        1.880333E+05
       7962.20192188        1.888909E+05
       7964.90992969        1.896036E+05
       7967.61940234        1.899517E+05
       7970.32789844        1.896195E+05
       7973.03785938        1.890692E+05
       7975.74782031        1.888394E+05
       7978.45826953        1.884139E+05
       7981.16871875        1.882660E+05
       7983.87867969        1.883147E+05
       7986.59108203        1.875701E+05
       7989.30299609        1.867311E+05
       7992.01539844        1.862880E+05
       7994.72731250        1.863156E+05
       7997.44020313        1.870957E+05
       8000.15358203        1.882068E+05
       8002.86744922        1.893819E+05
       8005.58033984        1.904852E+05
       8008.29518359        1.913554E+05
       8011.00953906        1.916477E+05
       8013.72487109        1.909341E+05
       8016.43971484        1.885654E+05
       8019.15553516        1.854559E+05
       8021.87184375        1.838982E+05
       8024.58864063        1.846431E+05
       8027.30494922        1.862641E+05
       8030.02272266        1.893411E+05
       8032.73903125        1.908322E+05
       8035.45778125        1.901888E+05
       8038.17506641        1.880045E+05
       8040.89528125        1.859351E+05
       8043.61305469        1.851753E+05
       8046.33278125        1.855319E+05
       8049.05250781        1.867813E+05
       8051.77223438        1.879874E+05
       8054.49293750        1.882940E+05
       8057.21412891        1.873907E+05
       8059.93532031        1.856135E+05
       8062.65651172        1.833296E+05
       8065.37819141        1.818250E+05
       8068.10084766        1.815441E+05
       8070.82399219        1.818114E+05
       8073.54616016        1.823101E+05
       8076.26930469        1.826554E+05
       8078.99293750        1.826996E+05
       8081.71754688        1.818541E+05
       8084.44166797        1.800617E+05
       8087.16627734        1.786592E+05
       8089.89235156        1.780902E+05
       8092.61744922        1.783191E+05
       8095.34352344        1.791175E+05
       8098.06862109        1.799041E+05
       8100.79664844        1.801497E+05
       8103.52321094        1.797028E+05
       8106.25026172        1.785245E+05
       8108.97731250        1.769975E+05
       8111.70582813        1.765930E+05
       8114.43434375        1.774634E+05
       8117.16285938        1.782429E+05
       8119.89235156        1.792813E+05
       8122.62184375        1.795435E+05
       8125.35133594        1.790942E+05
       8128.08180469        1.788581E+05
       8130.81227344        1.788346E+05
       8133.54323047        1.784134E+05
       8136.27467578        1.776555E+05
       8139.00563281        1.768404E+05
       8141.73805469        1.761507E+05
       8144.47047656        1.759959E+05
       8147.20338672        1.761519E+05
       8149.93629688        1.759925E+05
       8152.66969531        1.743759E+05
       8155.40358203        1.726476E+05
       8158.13844531        1.716665E+05
       8160.87282031        1.717853E+05
       8163.60621875        1.727482E+05
       8166.34254688        1.742897E+05
       8169.07838672        1.748345E+05
       8171.81373828        1.741169E+05
       8174.55055469        1.727335E+05
       8177.28688281        1.713001E+05
       8180.02418750        1.703408E+05
       8182.76100391        1.705224E+05
       8185.49977344        1.705788E+05
       8188.23707813        1.701177E+05
       8190.97633594        1.697880E+05
       8193.71364062        1.696068E+05
       8196.45387500        1.699249E+05
       8199.19410937        1.709909E+05
       8201.93336719        1.724412E+05
       8204.67457812        1.735190E+05
       8207.41481250        1.743885E+05
       8210.15700000        1.749532E+05
       8212.89723437        1.747608E+05
       8215.63942187        1.742377E+05
       8218.38063281        1.729886E+05
       8221.12477344        1.712699E+05
       8223.86696094        1.705090E+05
       8226.61012500        1.705877E+05
       8229.35328906        1.717613E+05
       8232.09742969        1.732609E+05
       8234.84157031        1.746632E+05
       8237.58668750        1.756541E+05
       8240.33180469        1.762231E+05
       8243.07692187        1.761977E+05
       8245.82203906        1.753297E+05
       8248.56813281        1.743019E+05
       8251.31520312        1.742254E+05
       8254.06227344        1.750315E+05
       8256.80934375        1.759833E+05
       8259.55641406        1.771116E+05
       8262.30543750        1.775162E+05
       8265.05348437        1.768590E+05
       8267.80153125        1.758333E+05
       8270.55153125        1.750802E+05
       8273.29957812        1.744519E+05
       8276.05055469        1.740244E+05
       8278.79957812        1.737088E+05
       8281.55055469        1.731127E+05
       8284.30055469        1.727921E+05
       8287.05348437        1.723926E+05
       8289.80446094        1.720598E+05
       8292.55543750        1.717069E+05
       8295.30836719        1.703363E+05
       8298.06032031        1.682880E+05
       8300.81422656        1.669179E+05
       8303.56715625        1.665043E+05
       8306.32106250        1.673472E+05
       8309.07496875        1.688607E+05
       8311.82985156        1.697103E+05
       8314.58375781        1.695993E+05
       8317.33961719        1.684207E+05
       8320.09450000        1.668850E+05
       8322.85035937        1.658580E+05
       8325.60621875        1.655810E+05
       8328.36207812        1.658635E+05
       8331.11989062        1.665884E+05
       8333.87575000        1.671318E+05
       8336.63356250        1.671614E+05
       8339.39039844        1.667722E+05
       8342.14821094        1.668673E+05
       8344.90700000        1.675202E+05
       8347.66676562        1.680084E+05
       8350.42457812        1.686298E+05
       8353.18434375        1.685292E+05
       8355.94410937        1.675088E+05
       8358.70387500        1.669705E+05
       8361.46461719        1.676091E+05
       8364.22438281        1.682355E+05
       8366.98512500        1.692349E+05
       8369.74684375        1.688729E+05
       8372.50953906        1.671190E+05
       8375.27028125        1.642170E+05
       8378.03297656        1.616585E+05
       8380.79567187        1.607808E+05
       8383.55934375        1.623259E+05
       8386.32203906        1.647212E+05
       8389.08571094        1.668254E+05
       8391.85035937        1.684767E+05
       8394.61403125        1.693261E+05
       8397.37770312        1.698949E+05
       8400.14332812        1.705790E+05
       8402.90895312        1.704635E+05
       8405.67360156        1.695986E+05
       8408.44117969        1.686156E+05
       8411.20582812        1.675735E+05
       8413.97242969        1.663262E+05
       8416.74000781        1.649813E+05
       8419.50758594        1.644016E+05
       8422.27418750        1.649953E+05
       8425.04274219        1.645491E+05
       8427.81032031        1.631045E+05
       8430.57887500        1.624012E+05
       8433.34840625        1.623521E+05
       8436.11793750        1.627169E+05
       8438.88746875        1.642675E+05
       8441.65700000        1.655665E+05
       8444.42653125        1.667673E+05
       8447.19801562        1.673542E+05
       8449.96754687        1.676626E+05
       8452.74000781        1.679989E+05
       8455.51149219        1.673793E+05
       8458.28297656        1.656555E+05
       8461.05446094        1.643854E+05
       8463.82789844        1.646594E+05
       8466.60035937        1.657314E+05
       8469.37379687        1.672084E+05
       8472.14723437        1.683708E+05
       8474.92067187        1.682494E+05
       8477.69606250        1.678170E+05
       8480.46950000        1.670815E+05
       8483.24489062        1.657897E+05
       8486.02028125        1.621740E+05
       8488.79567187        1.556350E+05
       8491.57203906        1.498644E+05
       8494.34742969        1.485254E+05
       8497.12379687        1.507463E+05
       8499.90114062        1.547832E+05
       8502.67750781        1.600806E+05
       8505.45582812        1.611495E+05
       8508.23414844        1.603547E+05
       8511.01149219        1.596125E+05
       8513.79078906        1.597508E+05
       8516.56910937        1.599467E+05
       8519.34840625        1.602221E+05
       8522.12672656        1.599843E+05
       8524.90797656        1.581379E+05
       8527.68727344        1.536864E+05
       8530.46754687        1.446645E+05
       8533.24782031        1.335522E+05
       8536.03004687        1.247578E+05
       8538.81032031        1.237361E+05
       8541.59352344        1.283938E+05
       8544.37575000        1.372222E+05
       8547.15797656        1.483154E+05
       8549.94020312        1.550518E+05
       8552.72340625        1.591445E+05
       8555.50660937        1.615614E+05
       8558.29078906        1.627892E+05
       8561.07496875        1.632998E+05
       8563.85914844        1.630892E+05
       8566.64332812        1.624674E+05
       8569.42848437        1.620467E+05
       8572.21461719        1.616176E+05
       8575.00075000        1.613583E+05
       8577.78590625        1.618558E+05
       8580.57301562        1.627126E+05
       8583.35914844        1.633442E+05
       8586.14723437        1.635446E+05
       8588.93434375        1.630575E+05
       8591.72340625        1.623104E+05
       8594.51051562        1.618930E+05
       8597.29762500        1.617263E+05
       8600.08668750        1.615891E+05
       8602.87575000        1.611784E+05
       8605.66481250        1.607702E+05
       8608.45485156        1.606178E+05
       8611.24586719        1.602323E+05
       8614.03492969        1.599023E+05
       8616.82594531        1.602607E+05
       8619.61696094        1.608288E+05
       8622.40895312        1.615083E+05
       8625.19996875        1.621911E+05
       8627.99196094        1.626477E+05
       8630.78492969        1.627375E+05
       8633.57789844        1.624553E+05
       8636.36989062        1.616691E+05
       8639.16383594        1.601660E+05
       8641.95778125        1.582672E+05
       8644.75172656        1.563453E+05
       8647.54664844        1.532642E+05
       8650.34059375        1.462665E+05
       8653.13551562        1.368078E+05
       8655.93141406        1.292111E+05
       8658.72633594        1.283260E+05
       8661.52223437        1.313018E+05
       8664.32008594        1.376044E+05
       8667.11598437        1.447195E+05
       8669.91285937        1.489655E+05
       8672.70973437        1.509276E+05
       8675.50856250        1.513357E+05
       8678.30543750        1.506659E+05
       8681.10426562        1.490113E+05
       8683.90309375        1.486344E+05
       8686.70192187        1.500334E+05
       8689.50075000        1.516767E+05
       8692.30055469        1.534708E+05
       8695.10133594        1.548240E+05
       8697.90114062        1.554679E+05
       8700.70192187        1.549968E+05
       8703.50270312        1.542864E+05
       8706.30446094        1.539250E+05
       8709.10524219        1.539416E+05
       8711.90797656        1.546144E+05
       8714.70973437        1.559638E+05
       8717.51246875        1.567174E+05
       8720.31520312        1.562710E+05
       8723.11793750        1.553008E+05
       8725.92164844        1.540129E+05
       8728.72633594        1.530359E+05
       8731.53004687        1.527213E+05
       8734.33473437        1.531755E+05
       8737.13942187        1.541060E+05
       8739.94606250        1.547305E+05
       8742.74977344        1.546507E+05
       8745.55641406        1.541742E+05
       8748.36207812        1.532912E+05
       8751.16969531        1.526698E+05
       8753.97633594        1.523386E+05
       8756.78395312        1.518692E+05
       8759.59059375        1.517179E+05
       8762.39918750        1.514193E+05
       8765.20778125        1.506365E+05
       8768.01637500        1.503805E+05
       8770.82496875        1.504197E+05
       8773.63453906        1.507727E+05
       8776.44410937        1.518409E+05
       8779.25465625        1.529556E+05
       8782.06422656        1.530812E+05
       8784.87477344        1.526351E+05
       8787.68434375        1.517422E+05
       8790.49684375        1.506914E+05
       8793.30836719        1.488031E+05
       8796.11989062        1.456694E+05
       8798.93141406        1.426499E+05
       8801.74489062        1.422785E+05
       8804.55739062        1.440240E+05
       8807.36989062        1.461289E+05
       8810.18434375        1.487337E+05
       8812.99879687        1.491747E+05
       8815.81227344        1.477563E+05
       8818.62672656        1.467076E+05
       8821.44215625        1.470178E+05
       8824.25660937        1.474375E+05
       8827.07203906        1.479887E+05
       8829.88942187        1.480387E+05
       8832.70387500        1.480893E+05
       8835.52028125        1.484456E+05
       8838.33766406        1.488569E+05
       8841.15407031        1.493893E+05
       8843.97145312        1.498404E+05
       8846.78981250        1.497783E+05
       8849.60719531        1.492622E+05
       8852.42555469        1.482643E+05
       8855.24391406        1.469994E+05
       8858.06227344        1.459124E+05
       8860.88160937        1.454340E+05
       8863.69996875        1.455136E+05
       8866.52125781        1.454992E+05
       8869.33961719        1.449019E+05
       8872.15992969        1.445855E+05
       8874.98121875        1.446116E+05
       8877.80153125        1.448083E+05
       8880.62282031        1.451651E+05
       8883.44410937        1.456395E+05
       8886.26637500        1.458996E+05
       8889.08766406        1.461526E+05
       8891.90992969        1.460242E+05
       8894.73219531        1.456694E+05
       8897.55543750        1.450490E+05
       8900.37867969        1.443242E+05
       8903.20192187        1.434761E+05
       8906.02614062        1.428565E+05
       8908.85035937        1.421956E+05
       8911.67360156        1.412948E+05
       8914.49782031        1.409281E+05
       8917.32203906        1.403454E+05
       8920.14918750        1.396359E+05
       8922.97340625        1.389469E+05
       8925.79860156        1.384640E+05
       8928.62379687        1.384568E+05
       8931.45094531        1.380985E+05
       8934.27809375        1.374712E+05
       8937.10426562        1.367306E+05
       8939.93239062        1.363477E+05
       8942.75953906        1.363978E+05
       8945.58668750        1.364988E+05
       8948.41481250        1.368988E+05
       8951.24293750        1.369915E+05
       8954.07106250        1.359818E+05
       8956.90016406        1.344255E+05
       8959.72926562        1.330732E+05
       8962.55836719        1.317500E+05
       8965.38844531        1.307102E+05
       8968.21852344        1.303451E+05
       8971.04860156        1.307009E+05
       8973.87867969        1.311377E+05
       8976.70973437        1.307498E+05
       8979.54078906        1.290480E+05
       8982.37184375        1.271725E+05
       8985.20387500        1.260944E+05
       8988.03590625        1.260454E+05
       8990.86793750        1.257312E+05
       8993.70094531        1.257296E+05
       8996.53395312        1.260920E+05
       8999.36696094        1.256274E+05
       9002.19996875        1.249696E+05
       9005.03297656        1.246321E+05
       9007.86793750        1.237837E+05
       9010.70094531        1.230594E+05
       9013.53590625        1.222812E+05
       9016.37086719        1.214695E+05
       9019.20680469        1.217643E+05
       9022.04176562        1.231333E+05
       9024.87770312        1.251109E+05
       9027.71364062        1.274905E+05
       9030.54957812        1.293734E+05
       9033.38649219        1.306652E+05
       9036.22242969        1.308969E+05
       9039.05934375        1.303573E+05
       9041.89723437        1.297167E+05
       9044.73512500        1.290525E+05
       9047.57301562        1.285471E+05
       9050.41090625        1.278859E+05
       9053.24977344        1.271138E+05
       9056.08961719        1.267193E+05
       9058.92848437        1.263577E+05
       9061.76735156        1.253616E+05
       9064.60621875        1.245852E+05
       9067.44703906        1.236652E+05
       9070.28688281        1.220007E+05
       9073.12770312        1.201612E+05
       9075.96852344        1.186369E+05
       9078.81032031        1.163823E+05
       9081.65114062        1.149804E+05
       9084.49293750        1.157244E+05
       9087.33375781        1.171380E+05
       9090.17750781        1.183140E+05
       9093.01930469        1.190693E+05
       9095.86207812        1.188874E+05
       9098.70582812        1.180047E+05
       9101.54860156        1.177317E+05
       9104.39235156        1.178536E+05
       9107.23707812        1.173138E+05
       9110.08082812        1.166659E+05
       9112.92555469        1.170213E+05
       9115.76930469        1.179059E+05
       9118.61598437        1.184660E+05
       9121.46071094        1.184461E+05
       9124.30739062        1.179549E+05
       9127.15309375        1.162289E+05
       9129.99977344        1.140040E+05
       9132.84645312        1.123535E+05
       9135.69313281        1.114805E+05
       9138.53883594        1.113353E+05
       9141.38746875        1.114398E+05
       9144.23414844        1.109278E+05
       9147.08278125        1.101316E+05
       9149.93043750        1.095249E+05
       9152.78004687        1.094641E+05
       9155.62867969        1.091028E+05
       9158.47828906        1.081751E+05
       9161.32692187        1.067030E+05
       9164.17653125        1.050306E+05
       9167.02711719        1.037948E+05
       9169.87672656        1.040701E+05
       9172.72731250        1.052375E+05
       9175.57789844        1.067121E+05
       9178.43043750        1.076139E+05
       9181.28102344        1.076016E+05
       9184.13356250        1.065966E+05
       9186.98610156        1.054541E+05
       9189.83766406        1.048481E+05
       9192.69020312        1.048321E+05
       9195.54371875        1.050924E+05
       9198.39723437        1.051893E+05
       9201.24977344        1.048513E+05
       9204.10328906        1.041209E+05
       9206.95680469        1.034009E+05
       9209.81129687        1.029122E+05
       9212.66578906        1.029149E+05
       9215.52125781        1.028491E+05
       9218.37770312        1.029598E+05
       9221.23121875        1.031728E+05
       9224.08864062        1.032979E+05
       9226.94313281        1.035066E+05
       9229.79957812        1.033059E+05
       9232.65602344        1.027444E+05
       9235.51246875        1.017558E+05
       9238.36989062        1.003165E+05
       9241.22828906        9.964586E+04
       9244.08668750        9.954828E+04
       9246.94313281        9.938833E+04
       9249.80250781        9.939762E+04
       9252.66188281        9.986251E+04
       9255.51930469        1.005303E+05
       9258.37867969        1.013533E+05
       9261.23903125        1.017427E+05
       9264.09840625        1.013656E+05
       9266.95778125        1.004631E+05
       9269.81813281        9.884683E+04
       9272.67946094        9.758302E+04
       9275.54078906        9.710128E+04
       9278.40114062        9.645898E+04
       9281.26344531        9.569024E+04
       9284.12477344        9.478320E+04
       9286.98707812        9.344174E+04
       9289.84840625        9.222647E+04
       9292.71168750        9.128786E+04
       9295.57399219        9.017508E+04
       9298.43825000        8.893361E+04
       9301.30055469        8.816921E+04
       9304.16481250        8.719571E+04
       9307.02907031        8.485524E+04
       9309.89332812        8.297291E+04
       9312.75758594        8.153776E+04
       9315.62282031        7.932842E+04
       9318.48903125        7.826569E+04
       9321.35426562        7.877590E+04
       9324.21950000        7.815552E+04
       9327.08473437        7.743213E+04
       9329.95192187        7.717958E+04
       9332.81813281        7.509423E+04
       9335.68434375        7.240447E+04
       9338.55348437        7.203983E+04
       9341.41969531        7.296242E+04
       9344.28785937        7.228782E+04
       9347.15504687        7.097051E+04
       9350.02418750        7.109562E+04
       9352.89235156        7.115160E+04
       9355.76246875        7.214458E+04
       9358.63160937        7.266182E+04
       9361.50075000        7.304021E+04
       9364.36989062        7.353241E+04
       9367.24098437        7.323101E+04
       9370.11110156        7.249033E+04
       9372.98121875        7.205441E+04
       9375.85328906        7.311221E+04
       9378.72438281        7.435299E+04
       9381.59547656        7.671905E+04
       9384.46559375        7.961277E+04
       9387.33766406        8.168828E+04
       9390.20973437        8.265552E+04
       9393.08278125        8.301947E+04
       9395.95485156        8.226008E+04
       9398.82789844        8.058820E+04
       9401.70094531        7.859410E+04
       9404.57496875        7.718613E+04
       9407.44703906        7.652533E+04
       9410.32106250        7.656220E+04
       9413.19508594        7.707482E+04
       9416.06910937        7.668234E+04
       9418.94313281        7.485532E+04
       9421.81715625        7.321856E+04
       9424.69215625        7.217374E+04
       9427.56813281        7.124199E+04
       9430.44215625        6.912954E+04
       9433.31715625        6.799902E+04
       9436.19410937        6.800914E+04
       9439.07008594        6.902024E+04
       9441.94606250        7.070584E+04
       9444.82203906        7.162707E+04
       9447.69899219        7.180128E+04
       9450.57496875        7.110650E+04
       9453.45192187        6.932784E+04
       9456.32985156        6.938288E+04
       9459.20680469        7.042860E+04
       9462.08278125        7.169435E+04
       9464.96071094        7.308735E+04
       9467.84059375        7.362478E+04
       9470.71754687        7.270650E+04
       9473.59645312        7.133642E+04
       9476.47535937        7.082344E+04
       9479.35426562        7.153084E+04
       9482.23317187        7.189954E+04
       9485.11305469        7.112871E+04
       9487.99196094        7.045280E+04
       9490.87282031        6.913259E+04
