# Aperture radius =  9.0 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#            BJD_TDB               F_sci             e_F_sci               F_ref             e_F_ref               Pos_X               Pos_Y              FWHM_X              FWHM_Y                Airm              RotAng
    2456895.36502830        4.770926E+06        2.245889E+03        7.718062E+06        2.852646E+03       -6.981971E-02        8.630676E-01       -3.913698E-01        4.900382E+00        1.483439E+00        4.379752E+01
    2456895.36626013        4.763918E+06        2.244206E+03        7.719049E+06        2.853320E+03       -1.086046E-01        6.884766E-01       -2.038021E-01        5.587312E+00        1.474317E+00        4.382612E+01
    2456895.36665386        4.774706E+06        2.250784E+03        7.712130E+06        2.851828E+03       -1.199396E-01        6.537781E-01        1.884209E+00        5.221666E+00        1.471461E+00        4.383389E+01
    2456895.36699024        4.765885E+06        2.244762E+03        7.713980E+06        2.852493E+03       -1.789965E-02        6.574402E-01        1.732995E+00        4.801996E+00        1.469041E+00        4.384003E+01
    2456895.36732106        4.765220E+06        2.244603E+03        7.725783E+06        2.854482E+03       -2.326096E-01        6.832275E-01       -6.247859E-01        4.779317E+00        1.466723E+00        4.384561E+01
    2456895.36765383        4.763183E+06        2.244115E+03        7.707774E+06        2.851178E+03       -6.923618E-02        4.750671E-01        1.696269E+00        5.318470E+00        1.464331E+00        4.385075E+01
    2456895.36798675        4.762333E+06        2.243925E+03        7.710944E+06        2.851904E+03       -6.027971E-02        7.647400E-01        5.338192E-02        4.932983E+00        1.461955E+00        4.385542E+01
    2456895.36832141        4.765670E+06        2.244758E+03        7.714954E+06        2.852575E+03       -1.069260E-01        6.993408E-01        2.357918E+00        5.357021E+00        1.459592E+00        4.385966E+01
    2456895.36865418        4.767681E+06        2.245314E+03        7.709593E+06        2.851599E+03       -1.502821E-01        6.499939E-01        8.557377E-01        5.332741E+00        1.457324E+00        4.386339E+01
    2456895.36898673        4.765116E+06        2.244685E+03        7.718764E+06        2.853365E+03       -2.596158E-01        8.999634E-01        1.327295E+00        5.121227E+00        1.454989E+00        4.386668E+01
    2456895.36931987        4.775216E+06        2.247088E+03        7.720788E+06        2.853699E+03       -1.156197E-01        7.321777E-01        1.023698E-01        5.386713E+00        1.452669E+00        4.386946E+01
    2456895.36965221        4.768793E+06        2.245486E+03        7.718555E+06        2.853046E+03        2.977454E-02        5.033264E-01       -3.027225E-01        5.323376E+00        1.450362E+00        4.387178E+01
    2456895.36998303        4.768519E+06        2.245452E+03        7.719670E+06        2.853458E+03       -3.482898E-01        8.696899E-01        1.282512E+00        5.310689E+00        1.448148E+00        4.387359E+01
    2456895.37031577        4.776367E+06        2.247279E+03        7.728550E+06        2.856768E+03       -1.399954E-01        6.808777E-01        6.857809E+00        4.964308E+00        1.445869E+00        4.387490E+01
    2456895.37064855        4.771894E+06        2.246261E+03        7.733924E+06        2.856169E+03       -1.209598E-01        6.374817E-01        1.997283E+00        5.374024E+00        1.443603E+00        4.387575E+01
    2456895.37098685        4.775070E+06        2.246979E+03        7.723262E+06        2.854224E+03       -8.078615E-02        9.126892E-01       -8.016896E-01        5.283597E+00        1.441351E+00        4.387614E+01
    2456895.37131978        4.774330E+06        2.246848E+03        7.728873E+06        2.855209E+03       -1.135270E-01        6.256104E-01        2.589566E+01        5.223089E+00        1.439112E+00        4.387601E+01
    2456895.37165446        4.772892E+06        2.246450E+03        7.735500E+06        2.856468E+03        9.962504E-02        9.202271E-01       -3.468328E-01        5.041541E+00        1.436887E+00        4.387536E+01
    2456895.37198509        4.780228E+06        2.248139E+03        7.723704E+06        2.854329E+03       -2.280880E-01        6.869202E-01        2.218342E-01        5.026351E+00        1.434751E+00        4.387425E+01
    2456895.37231784        4.780630E+06        2.248280E+03        7.734672E+06        2.856265E+03        4.693517E-02        5.262451E-01        2.130559E+00        5.098975E+00        1.432553E+00        4.387260E+01
    2456895.37265096        4.782972E+06        2.248754E+03        7.737957E+06        2.856798E+03       -1.894097E-01        6.554565E-01        4.636354E-01        5.199256E+00        1.430367E+00        4.387051E+01
    2456895.37298545        4.778036E+06        2.247661E+03        7.726484E+06        2.854712E+03        2.293296E-02        4.758301E-01        4.966394E+00        4.933694E+00        1.428195E+00        4.386789E+01
    2456895.37331838        4.770673E+06        2.245916E+03        7.741943E+06        2.857569E+03       -7.180522E-02        9.024658E-01        1.601629E+00        5.042199E+00        1.426109E+00        4.386480E+01
    2456895.37365132        4.779228E+06        2.248011E+03        7.743959E+06        2.857905E+03       -1.401384E-02        5.952454E-01       -1.300457E+00        5.453249E+00        1.423963E+00        4.386117E+01
    2456895.37417448        4.776479E+06        2.247349E+03        7.744451E+06        2.858074E+03       -1.046335E-01        6.925354E-01       -5.271769E-02        4.943701E+00        1.420657E+00        4.385445E+01
    2456895.37472903        4.782000E+06        2.248663E+03        7.727394E+06        2.854986E+03       -8.801278E-02        5.731201E-01        3.399501E+00        5.246720E+00        1.417165E+00        4.384596E+01
    2456895.37507972        4.779781E+06        2.248053E+03        7.729788E+06        2.855260E+03       -1.889741E-01        7.043152E-01        1.418770E+00        5.016562E+00        1.414928E+00        4.383983E+01
    2456895.37541188        4.778904E+06        2.247826E+03        7.733778E+06        2.856112E+03       -2.062516E-01        5.729065E-01        6.670680E+00        5.059043E+00        1.412920E+00        4.383357E+01
    2456895.37568446        4.779190E+06        2.247880E+03        7.755283E+06        2.859902E+03       -2.601689E-01        5.059509E-01       -3.440328E-01        4.716103E+00        1.411210E+00        4.382802E+01
    2456895.37595643        4.781393E+06        2.248434E+03        7.737303E+06        2.856692E+03       -6.651378E-02        7.144775E-01        3.104831E+00        5.299270E+00        1.409577E+00        4.382206E+01
    2456895.37622821        4.782934E+06        2.248728E+03        7.741081E+06        2.857292E+03        6.214126E-02        6.658936E-01       -3.335528E-01        5.617623E+00        1.407881E+00        4.381583E+01
    2456895.37650019        4.776260E+06        2.247238E+03        7.738398E+06        2.856816E+03        1.257964E-01        7.460938E-01        4.941345E+00        5.555067E+00        1.406264E+00        4.380927E+01
    2456895.37677219        4.777582E+06        2.247469E+03        7.741229E+06        2.857255E+03        9.818917E-06        6.712341E-01        3.091984E-01        5.277617E+00        1.404585E+00        4.380231E+01
    2456895.37704417        4.772123E+06        2.246244E+03        7.739937E+06        2.857030E+03        5.832003E-02        7.205811E-01       -1.443224E-01        5.503741E+00        1.402984E+00        4.379503E+01
